chembl_id,name,synonyms,type,max_phase,molecular_weight,targets,bioactivities,alogp,polar_surface_area,hba,hbd,ro5_violations,rotatable_bonds,passes_ro3,qed_weighted,aromatic_rings,structure_type,inorganic_flag,heavy_atoms,np_likeness_score,molecular_formula,smiles,inchi_key,inchi,withdrawn_flag,orphan,records_key,records_name
CHEMBL5183759,,,,,796.01,2,2,6.72,160.6,11,1,3,8,N,0.09,0,MOL,-1,57,2.31,C45H65NO11,C=C(C)O[C@@H]1[C@@H](OC(C)=O)[C@H](NC(=O)[C@]23CCC(C)(C)C[C@H]2C2=CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]2(C)CC3=O)O[C@H](COC(C)=O)[C@@H]1OC(C)=O,VSCZSYJYXJHWTK-NNZSHRABSA-N,"InChI=1S/C45H65NO11/c1-24(2)54-36-35(55-26(4)48)30(23-53-25(3)47)57-38(37(36)56-27(5)49)46-39(52)45-20-19-40(6,7)21-29(45)28-13-14-32-42(10)17-16-33(50)41(8,9)31(42)15-18-43(32,11)44(28,12)22-34(45)51/h13,29-32,35-38H,1,14-23H2,2-12H3,(H,46,52)/t29-,30+,31-,32+,35-,36-,37+,38+,42-,43+,44+,45+/m0/s1",False,-1,['8'],"['(2R,3S,4S,5R,6R)-2-(acetoxymethyl)-6-((4aR,6aS,6bR,8aR,12aR,12bR,14bS)-2,2,6a,6b,9,9,12a-heptamethyl-5,10-dioxo-1,2,3,4,4a,5,6,6a,6b,7,8,8a,9,10,11,12,12a,12b,13,14b-icosahydropicene-4a-carboxamido)-4-(prop-1-en-2-yloxy)tetrahydro-2H-pyran-3,5-diyl diacetate']"
CHEMBL4760524,,,Unknown,,555.72,3,8,5.04,63.27,6,1,2,11,N,0.33,3,MOL,-1,41,-1.13,C34H41N3O4,CC/C(=C(/c1ccc(NC(=O)CN2CCOCC2)cc1)c1ccc(OCCN2CCOCC2)cc1)c1ccccc1,QMAKCCHKFDWZQM-NWBJSICCSA-N,"InChI=1S/C34H41N3O4/c1-2-32(27-6-4-3-5-7-27)34(29-10-14-31(15-11-29)41-25-20-36-16-21-39-22-17-36)28-8-12-30(13-9-28)35-33(38)26-37-18-23-40-24-19-37/h3-15H,2,16-26H2,1H3,(H,35,38)/b34-32+",False,-1,['37'],['(E)-2-morpholino-N-(4-(1-(4-(2-morpholinoethoxy)phenyl)-2-phenylbut-1-enyl)phenyl)acetamide']
CHEMBL4288786,,,Small molecule,,307.48,9,22,3.87,29.54,3,0,0,4,N,0.74,0,MOL,-1,22,0.61,C19H33NO2,CC1CCN(CCC(=O)O[C@@H]2C[C@@H]3CC[C@@]2(C)C3(C)C)CC1,BNKKZJBBCBSKQU-FRQCXROJSA-N,"InChI=1S/C19H33NO2/c1-14-6-10-20(11-7-14)12-8-17(21)22-16-13-15-5-9-19(16,4)18(15,2)3/h14-16H,5-13H2,1-4H3/t15-,16+,19+/m0/s1",False,-1,"['15', '4b', '6']","['(1S,2R,4S)-1,7,7-trimethylbicyclo[2.2.1]heptan-2-yl 3-(4-methylpiperidin-1-yl)propanoate', '(1S,2R,4S)-1,7,7-trimethylbicyclo[2.2.1]heptan-2-yl 3-(4-methylpiperidin-1-yl)propanoate', '(1S,2R,4S)-1,7,7-trimethylbicyclo[2.2.1]heptan-2-yl 3-(4-methylpiperidin-1-yl)propanoate']"
CHEMBL4796723,,,Unknown,,620.88,3,8,7.28,48.05,5,1,2,11,N,0.23,3,MOL,-1,46,-1.02,C40H52N4O2,CC/C(=C(/c1ccc(NC(=O)C2CCN(C3CCN(C)CC3)CC2)cc1)c1ccc(OCCN2CCCC2)cc1)c1ccccc1,NZZXFVRWVDPWLK-YMZYAJTMSA-N,"InChI=1S/C40H52N4O2/c1-3-38(31-9-5-4-6-10-31)39(33-13-17-37(18-14-33)46-30-29-43-23-7-8-24-43)32-11-15-35(16-12-32)41-40(45)34-19-27-44(28-20-34)36-21-25-42(2)26-22-36/h4-6,9-18,34,36H,3,7-8,19-30H2,1-2H3,(H,41,45)/b39-38+",False,-1,['33'],"[(E)-1'-methyl-N-(4-(2-phenyl-1-(4-(2-(pyrrolidin-1-yl)ethoxy)phenyl)but-1-enyl)phenyl)-1,4'-bipiperidine-4-carboxamide""]"""
CHEMBL4761341,,,Unknown,,552.76,3,8,5.72,48.05,5,1,2,11,N,0.31,3,MOL,-1,41,-1.15,C35H44N4O2,CC/C(=C(/c1ccc(NC(=O)CN2CCN(C)CC2)cc1)c1ccc(OCCN2CCCC2)cc1)c1ccccc1,SLUWTGSZNMZBGB-LAPDZXRHSA-N,"InChI=1S/C35H44N4O2/c1-3-33(28-9-5-4-6-10-28)35(30-13-17-32(18-14-30)41-26-25-38-19-7-8-20-38)29-11-15-31(16-12-29)36-34(40)27-39-23-21-37(2)22-24-39/h4-6,9-18H,3,7-8,19-27H2,1-2H3,(H,36,40)/b35-33+",False,-1,['34'],['(E)-2-(4-methylpiperazin-1-yl)-N-(4-(2-phenyl-1-(4-(2-(pyrrolidin-1-yl)ethoxy)phenyl)but-1-enyl)phenyl)acetamide']
CHEMBL226269,,,Small molecule,,463.57,5,9,7.07,41.93,5,1,1,7,N,0.32,4,MOL,-1,33,-0.86,C27H26FNO3S,Oc1ccc2c(Oc3ccc(OCCN4CCCCC4)cc3)c(-c3ccc(F)cc3)sc2c1,UXOKNLLQRMTSSJ-UHFFFAOYSA-N,"InChI=1S/C27H26FNO3S/c28-20-6-4-19(5-7-20)27-26(24-13-8-21(30)18-25(24)33-27)32-23-11-9-22(10-12-23)31-17-16-29-14-2-1-3-15-29/h4-13,18,30H,1-3,14-17H2",False,-1,"['3, F-DMA', '13']","['2-(4-fluorophenyl)-3-(4-(2-(piperidin-1-yl)ethoxy)phenoxy)benzo[b]thiophen-6-ol', '2-(4-fluorophenyl)-3-(4-(2-(piperidin-1-yl)ethoxy)phenoxy)benzo[b]thiophen-6-ol']"
CHEMBL5592964,,,,,370.54,4,5,3.96,32.78,4,0,0,5,N,0.73,1,MOL,-1,27,0.11,C23H34N2O2,CC1(C)[C@H]2CC[C@](C)(C2)[C@H]1OC(=O)CCN1CCN(c2ccccc2)CC1,QPPVSYLBEQVRGX-AVCGJXAMSA-N,"InChI=1S/C23H34N2O2/c1-22(2)18-9-11-23(3,17-18)21(22)27-20(26)10-12-24-13-15-25(16-14-24)19-7-5-4-6-8-19/h4-8,18,21H,9-17H2,1-3H3/t18-,21-,23+/m0/s1",False,-1,['8b'],"['(1R,2R,4S)-1,3,3-Trimethylbicyclo[2.2.1]heptan-2-yl 3-(4-phenylpiperazin-1-yl)propanoate']"
CHEMBL4797649,,,Unknown,,731.96,3,4,8.67,107.59,9,2,2,17,N,0.1,4,MOL,-1,52,-0.83,C41H53N3O7S,COc1ccc(-c2sc3cc(OC)ccc3c2Oc2ccc(OCCN3CCC(CCNC(=O)CCCCNC(=O)OC(C)(C)C)CC3)cc2)cc1,IZYUSLLGXKPGPK-UHFFFAOYSA-N,"InChI=1S/C41H53N3O7S/c1-41(2,3)51-40(46)43-22-7-6-8-37(45)42-23-19-29-20-24-44(25-21-29)26-27-49-32-13-15-33(16-14-32)50-38-35-18-17-34(48-5)28-36(35)52-39(38)30-9-11-31(47-4)12-10-30/h9-18,28-29H,6-8,19-27H2,1-5H3,(H,42,45)(H,43,46)",False,-1,['16'],['tert-butyl 5-(2-(1-(2-(4-(6-methoxy-2-(4-methoxyphenyl)benzo[b]thiophen-3-yloxy)phenoxy)ethyl)piperidin-4-yl)ethylamino)-5-oxopentylcarbamate']
CHEMBL4751659,,,Unknown,,554.51,3,4,7.66,53.99,5,0,2,8,N,0.21,4,MOL,-1,35,-0.62,C28H28BrNO4S,COc1ccc2c(Oc3ccc(OCCN4CCCCC4)cc3)c(-c3ccc(Br)cc3)[s+]([O-])c2c1,DTSJMKXTEZOGKV-UHFFFAOYSA-N,"InChI=1S/C28H28BrNO4S/c1-32-24-13-14-25-26(19-24)35(31)28(20-5-7-21(29)8-6-20)27(25)34-23-11-9-22(10-12-23)33-18-17-30-15-3-2-4-16-30/h5-14,19H,2-4,15-18H2,1H3",False,-1,['17'],['1-(2-{4-[2-(4-Bromo-phenyl)-6-methoxy-1-oxo-benzo[b]thiophen-3-yloxy]-phenoxy}-ethyl)-piperidine']
CHEMBL5595942,,,,,295.42,4,14,2.47,38.77,4,0,0,4,N,0.75,0,MOL,-1,21,0.52,C17H29NO3,CC1(C)[C@H]2CC[C@](C)(C2)[C@H]1OC(=O)CCN1CCOCC1,MBWOXPVSSAKRDX-JLJPHGGASA-N,"InChI=1S/C17H29NO3/c1-16(2)13-4-6-17(3,12-13)15(16)21-14(19)5-7-18-8-10-20-11-9-18/h13,15H,4-12H2,1-3H3/t13-,15-,17+/m0/s1",False,-1,['3b'],"['(1R,2R,4S)-1,3,3-Trimethylbicyclo[2.2.1]heptan-2-yl 3-morpholinopropanoate']"
CHEMBL4203879,,,Small molecule,,370.97,5,6,4.78,6.48,2,0,0,3,N,0.71,1,MOL,-1,26,0.37,C23H31ClN2,Clc1ccc(CCN2CCCC3=C[C@H]4C[C@H](CN5CCCC[C@H]45)[C@@H]32)cc1,JJCGJDZVONBYDX-KKSHJYNMSA-N,"InChI=1S/C23H31ClN2/c24-21-8-6-17(7-9-21)10-13-25-12-3-4-18-14-19-15-20(23(18)25)16-26-11-2-1-5-22(19)26/h6-9,14,19-20,22-23H,1-5,10-13,15-16H2/t19-,20+,22+,23+/m0/s1",False,-1,['8a'],['12N-p-chlorophenylethyl aloperine']
CHEMBL4795040,,,Unknown,,541.74,3,8,5.51,46.2,6,1,2,12,N,0.31,3,MOL,-1,40,-0.86,C34H43N3O3,CC/C(=C(/c1ccc(NCCN2CCOCC2)cc1)c1ccc(OCCN2CCOCC2)cc1)c1ccccc1,SKJNKIGQWDQUPS-JEIPZWNWSA-N,"InChI=1S/C34H43N3O3/c1-2-33(28-6-4-3-5-7-28)34(29-8-12-31(13-9-29)35-16-17-36-18-23-38-24-19-36)30-10-14-32(15-11-30)40-27-22-37-20-25-39-26-21-37/h3-15,35H,2,16-27H2,1H3/b34-33+",False,-1,['29'],['(E)-4-(1-(4-(2-morpholinoethoxy)phenyl)-2-phenylbut-1-enyl)-N-(2-morpholinoethyl)aniline']
CHEMBL4211002,,,Small molecule,,370.92,5,6,4.38,23.55,2,0,0,1,N,0.68,1,MOL,-1,26,0.15,C22H27ClN2O,O=C(c1ccc(Cl)cc1)N1CCCC2=C[C@H]3C[C@H](CN4CCCC[C@H]34)[C@@H]21,KSBRLNIZMFRUPN-UYWIDEMCSA-N,"InChI=1S/C22H27ClN2O/c23-19-8-6-15(7-9-19)22(26)25-11-3-4-16-12-17-13-18(21(16)25)14-24-10-2-1-5-20(17)24/h6-9,12,17-18,20-21H,1-5,10-11,13-14H2/t17-,18+,20+,21+/m0/s1",False,-1,['3b'],['12N-p-chlorobenzoyl aloperine']
CHEMBL520107,,,Small molecule,,469.59,28,50,5.79,70.75,6,2,1,7,N,0.36,4,MOL,-1,35,-0.94,C29H31N3O3,Cc1c(-c2ccc(O)cc2)nn(-c2ccc(O)cc2)c1-c1ccc(OCCN2CCCCC2)cc1,TXLGPGWHIIHRHH-UHFFFAOYSA-N,"InChI=1S/C29H31N3O3/c1-21-28(22-5-11-25(33)12-6-22)30-32(24-9-13-26(34)14-10-24)29(21)23-7-15-27(16-8-23)35-20-19-31-17-3-2-4-18-31/h5-16,33-34H,2-4,17-20H2,1H3",False,-1,"['MPP', 'SID11114257', 'MPP', '23, MPP', '91; MPP']","['4-[1-(4-hydroxyphenyl)-4-methyl-5-{4-[2-(piperidin-1-yl)ethoxy]phenyl}-1H-pyrazol-3-yl]phenol', 'SID11114257', 4,4'-(4-methyl-5-(4-(2-(piperidin-1-yl)ethoxy)phenyl)-1H-pyrazole-1,3-diyl)diphenol"", ""4,4'-(4-methyl-5-(4-(2-(piperidin-1-yl)ethoxy)phenyl)-1H-pyrazole-1,3-diyl)diphenol"", ""4,4'-(4-methyl-5-(4-(2-(piperidin-1-yl)ethoxy)phenyl)-1H-pyrazole-1,3-diyl)diphenol""]"""
CHEMBL4202702,,,Small molecule,,352.52,5,6,4.09,15.71,3,0,0,3,N,0.76,1,MOL,-1,26,0.29,C23H32N2O,COc1cccc(CN2CCCC3=C[C@H]4C[C@H](CN5CCCC[C@H]45)[C@@H]32)c1,CCPKHDVYSDXFCM-KKSHJYNMSA-N,"InChI=1S/C23H32N2O/c1-26-21-8-4-6-17(12-21)15-25-11-5-7-18-13-19-14-20(23(18)25)16-24-10-3-2-9-22(19)24/h4,6,8,12-13,19-20,22-23H,2-3,5,7,9-11,14-16H2,1H3/t19-,20+,22+,23+/m0/s1",False,-1,['2f'],['12N-m-methoxybenzyl aloperine']
CHEMBL4743737,,,Unknown,,509.74,3,8,7.04,27.74,4,1,2,12,N,0.27,3,MOL,-1,38,-0.77,C34H43N3O,CC/C(=C(/c1ccc(NCCN2CCCC2)cc1)c1ccc(OCCN2CCCC2)cc1)c1ccccc1,NMZVJUBMFDYEMH-JEIPZWNWSA-N,"InChI=1S/C34H43N3O/c1-2-33(28-10-4-3-5-11-28)34(29-12-16-31(17-13-29)35-20-25-36-21-6-7-22-36)30-14-18-32(19-15-30)38-27-26-37-23-8-9-24-37/h3-5,10-19,35H,2,6-9,20-27H2,1H3/b34-33+",False,-1,['28'],['(E)-4-(2-phenyl-1-(4-(2-(pyrrolidin-1-yl)ethoxy)phenyl)but-1-enyl)-N-(2-(pyrrolidin-1-yl)ethyl)aniline']
CHEMBL4278533,,,Small molecule,,293.45,9,22,3.62,29.54,3,0,0,4,N,0.74,0,MOL,-1,21,0.71,C18H31NO2,CC1(C)[C@H]2CC[C@]1(C)[C@H](OC(=O)CCN1CCCCC1)C2,BMTQTMGZNRLSQL-HDMKZQKVSA-N,"InChI=1S/C18H31NO2/c1-17(2)14-7-9-18(17,3)15(13-14)21-16(20)8-12-19-10-5-4-6-11-19/h14-15H,4-13H2,1-3H3/t14-,15+,18+/m0/s1",False,-1,"['4', '14', '3b; As-358']","['(1S,2R,4S)-1,7,7-trimethylbicyclo[2.2.1]heptan-2-yl 3-(piperidin-1-yl)propanoate', '(1S,2R,4S)-1,7,7-trimethylbicyclo[2.2.1]heptan-2-yl 3-(piperidin-1-yl)propanoate', '(1S,2R,4S)-1,7,7-trimethylbicyclo[2.2.1]heptan-2-yl 3-(piperidin-1-yl)propanoate']"
CHEMBL4648334,,,Unknown,,352.43,6,18,3.71,58.64,4,1,0,5,N,0.83,2,MOL,-1,26,-1.25,C21H24N2O3,COC(=O)c1ccc(NC(=O)c2ccc(CN3CCCCC3)cc2)cc1,ZYJBBZRSJADILJ-UHFFFAOYSA-N,"InChI=1S/C21H24N2O3/c1-26-21(25)18-9-11-19(12-10-18)22-20(24)17-7-5-16(6-8-17)15-23-13-3-2-4-14-23/h5-12H,2-4,13-15H2,1H3,(H,22,24)",False,-1,['5; CBS1118'],['Methyl 4-(4-(Piperidin-1-ylmethyl)benzamido)benzoate']
