PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Data Validity Comment
6,520004073,177641768,CC1CCN(CC1)CC(=O)O[C@@H]2[C@@]3(CC[C@@H](C3)C2(C)C)C,Unspecified,,,,20.4,IC50,=,20400,nM,
7,520005347,177642380,C[C@@H]1[C@H]2C[C@H](C2(C)C)C[C@H]1OC(=O)CCN3CCCCC3,Unspecified,,,,24,IC50,=,24000,nM,
8,520005420,177642407,C[C@@H]1[C@H]2C[C@H](C2(C)C)C[C@H]1OC(=O)CCCN3CCN(CC3)C,Unspecified,,,,24,IC50,=,24000,nM,
9,520005921,177642642,CC1CCN(CC1)CCC(=O)O[C@@H]2[C@@]3(CC[C@@H](C3)C2(C)C)C,Unspecified,,,,22,IC50,=,22000,nM,
10,520006072,177642713,C[C@@H]1[C@H]2C[C@H](C2(C)C)C[C@H]1OC(=O)CCCN3CCOCC3,Unspecified,,,,39,IC50,=,39000,nM,
11,520006384,177642860,C[C@@]12CC[C@@H](C1)C([C@@H]2OC(=O)CN3CCCCC3)(C)C,Unspecified,,,,164,IC50,=,164000,nM,Outside typical range
12,520006535,25154980,C[C@@H]1[C@H]2C[C@H](C2(C)C)C[C@H]1OC(=O)CN3CCCCC3,Unspecified,,,,107,IC50,=,107000,nM,Outside typical range
13,520007098,177643186,C[C@@]12CC[C@@H](C1)C([C@@H]2OC(=O)CCN3CCCCC3)(C)C,Unspecified,,,,31,IC50,=,31000,nM,
14,520007521,177643386,C[C@@H]1[C@H]2C[C@H](C2(C)C)C[C@H]1OC(=O)CCN3CCN(CC3)C,Unspecified,,,,13.9,IC50,=,13900,nM,
15,520008512,177643825,C[C@@H]1[C@H]2C[C@H](C2(C)C)C[C@H]1OC(=O)CCCN3CCCCC3,Active,,,,9,IC50,=,9000,nM,
16,520008894,177643992,C[C@@]12CC[C@@H](C1)C([C@@H]2OC(=O)CCN3CCN(CC3)C)(C)C,Unspecified,,,,29,IC50,=,29000,nM,
17,520008915,177644000,C[C@@H]1[C@H]2C[C@H](C2(C)C)C[C@H]1OC(=O)CCCN3CCN(CC3)C4=CC=CC=C4,Unspecified,,,,18,IC50,=,18000,nM,
18,520009629,177644348,CCN1CCN(CC1)CCCC(=O)O[C@@H]2[C@@]3(CC[C@@H](C3)C2(C)C)C,Unspecified,,,,11.3,IC50,=,11300,nM,
19,520009699,177644379,C[C@@]12CC[C@@H](C1)C([C@@H]2OC(=O)CCCN3CCN(CC3)C4=CC=CC=C4)(C)C,Active,,,,6,IC50,=,6000,nM,
20,520009774,177644411,C[C@@]12CC[C@@H](C1)C([C@@H]2OC(=O)CCCN3CCOCC3)(C)C,Unspecified,,,,68,IC50,=,68000,nM,
21,520010237,177644621,C[C@@]12CC[C@@H](C1)C([C@@H]2OC(=O)CCCN3CCN(CC3)C)(C)C,Unspecified,,,,20.7,IC50,=,20700,nM,
22,520010282,177644637,C[C@@H]1[C@H]2C[C@H](C2(C)C)C[C@H]1OC(=O)CCN3CCN(CC3)C4=CC=CC=C4,Unspecified,,,,27,IC50,=,27000,nM,
23,520010419,177644697,C[C@@]12CC[C@@H](C1)C([C@@H]2OC(=O)CCN3CCN(CC3)C4=CC=CC=C4)(C)C,Active,,,,7.3,IC50,=,7300,nM,
24,520010647,177644826,C[C@@]12CC[C@@H](C1)C([C@@H]2OC(=O)CCN3CCOCC3)(C)C,Unspecified,,,,64.4,IC50,=,64400,nM,
25,520011103,177645018,C[C@@H]1[C@H]2C[C@H](C2(C)C)C[C@H]1OC(=O)CN3CCN(CC3)C,Unspecified,,,,47.6,IC50,=,47600,nM,
26,520011121,177645028,CCN1CCN(CC1)CC(=O)O[C@@H]2[C@@]3(CC[C@@H](C3)C2(C)C)C,Unspecified,,,,30.1,IC50,=,30100,nM,
27,520011546,177645223,C[C@@]12CC[C@@H](C1)C([C@@H]2OC(=O)CN3CCOCC3)(C)C,Unspecified,,,,213,IC50,=,213000,nM,Outside typical range
28,520011865,177645371,CC1CCN(CC1)CCCC(=O)O[C@@H]2[C@@]3(CC[C@@H](C3)C2(C)C)C,Unspecified,,,,26.4,IC50,=,26400,nM,
29,520012364,177645601,C[C@@]12CC[C@@H](C1)C([C@@H]2OC(=O)CN3CCN(CC3)C4=CC=CC=C4)(C)C,Unspecified,,,,56,IC50,=,56000,nM,
30,520013023,177645874,C[C@@]12CC[C@@H](C1)C([C@@H]2OC(=O)CCCN3CCCCC3)(C)C,Unspecified,,,,13,IC50,=,13000,nM,
