PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Data Validity Comment
6,404676728,145966425,C1CCN2C[C@H]3C[C@@H]([C@H]2C1)C=C4[C@H]3N(CCC4)C(=O)C5=CC(=CC(=C5)Cl)Cl,Unspecified,,,,200,EC50,>,200000,nM,Outside typical range
7,404676766,145966448,C1CCN2C[C@H]3C[C@@H]([C@H]2C1)C=C4[C@H]3N(CCC4)CC5=C(C=C(C=C5)Cl)Cl,Unspecified,,,,10.6,EC50,=,10600,nM,
8,404677784,145967145,C1CCN2C[C@H]3C[C@@H]([C@H]2C1)C=C4[C@H]3N(CCC4)C(=O)C5=CC=C(C=C5)Cl,Unspecified,,,,89.6,EC50,=,89600,nM,
9,404684657,145971839,C1CCN2C[C@H]3C[C@@H]([C@H]2C1)C=C4[C@H]3N(CCC4)S(=O)(=O)C5=CC=C(C=C5)Cl,Unspecified,,,,104,EC50,=,104000,nM,Outside typical range
10,404685465,145972380,C1CCN2C[C@H]3C[C@@H]([C@H]2C1)C=C4[C@H]3N(CCC4)S(=O)(=O)C5=CC=CC(=C5)C#N,Unspecified,,,,200,EC50,>,200000,nM,Outside typical range
11,404686560,145973105,C1CCN2C[C@H]3C[C@@H]([C@H]2C1)C=C4[C@H]3N(CCC4)CCCC5=CC=C(C=C5)Cl,Unspecified,,,,49.9,EC50,=,49900,nM,
12,404687164,145973503,C1CCN2C[C@H]3C[C@@H]([C@H]2C1)C=C4[C@H]3N(CCC4)CC5=CC=C(C=C5)F,Unspecified,,,,107.2,EC50,=,107200,nM,Outside typical range
13,404688168,145974178,C1CCN2C[C@H]3C[C@@H]([C@H]2C1)C=C4[C@H]3N(CCC4)CC5=CC=C(C=C5)OC(F)(F)F,Unspecified,,,,22.4,EC50,=,22400,nM,
14,404689444,145975034,COC1=CC=CC(=C1)CN2CCCC3=C[C@H]4C[C@@H]([C@@H]32)CN5[C@@H]4CCCC5,Unspecified,,,,59,EC50,=,59000,nM,
15,404689513,145975079,C1CCN2C[C@H]3C[C@@H]([C@H]2C1)C=C4[C@H]3N(CCC4)CCC5=CC=C(C=C5)Cl,Unspecified,,,,52.2,EC50,=,52200,nM,
16,404689697,145975201,C1CCN2C[C@H]3C[C@@H]([C@H]2C1)C=C4[C@H]3N(CCC4)CC5=CC(=CC(=C5)Cl)Cl,Unspecified,,,,34.3,EC50,=,34300,nM,
17,404689773,145975253,C1CCN2C[C@H]3C[C@@H]([C@H]2C1)C=C4[C@H]3N(CCC4)CCC5=CC(=CC(=C5)Cl)Cl,Unspecified,,,,42.5,EC50,=,42500,nM,
18,404690419,145975673,C1CCN2C[C@H]3C[C@@H]([C@H]2C1)C=C4[C@H]3N(CCC4)CCCC5=CC(=C(C=C5)Cl)Cl,Unspecified,,,,23,EC50,=,23000,nM,
19,404691016,11472743,C1CCN2C[C@H]3C[C@@H]([C@H]2C1)C=C4[C@H]3N(CCC4)CC5=CC=CC=C5,Unspecified,,,,28.3,EC50,=,28300,nM,
20,404691955,145976695,C1CCN2C[C@H]3C[C@@H]([C@H]2C1)C=C4[C@H]3N(CCC4)CC5=CC(=C(C=C5)Cl)Cl,Unspecified,,,,200,EC50,>,200000,nM,Outside typical range
21,404692987,145977391,C1CCN2C[C@H]3C[C@@H]([C@H]2C1)C=C4[C@H]3N(CCC4)C(=O)C5=CC(=C(C=C5)Cl)Cl,Unspecified,,,,98.6,EC50,=,98600,nM,
22,404693189,145977519,C1CCN2C[C@H]3C[C@@H]([C@H]2C1)C=C4[C@H]3N(CCC4)CCC5=CC(=C(C=C5)Cl)Cl,Unspecified,,,,44,EC50,=,44000,nM,
23,404693194,145977524,CC1=CC=CC=C1CN2CCCC3=C[C@H]4C[C@@H]([C@@H]32)CN5[C@@H]4CCCC5,Unspecified,,,,39,EC50,=,39000,nM,
24,404694419,145978324,C1CCN2C[C@H]3C[C@@H]([C@H]2C1)C=C4[C@H]3N(CCC4)CC5=CC=C(C=C5)Cl,Unspecified,,,,77.8,EC50,=,77800,nM,
25,404694874,145978625,C1CCN2C[C@H]3C[C@@H]([C@H]2C1)C=C4[C@H]3N(CCC4)S(=O)(=O)C5=CC(=C(C=C5)Cl)Cl,Unspecified,,,,45.4,EC50,=,45400,nM,
