PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Data Validity Comment
7,103721389,5725131,C1=CC(=CC=C1N2C(=O)/C(=C/C3=C(C(=CC(=C3)[N+](=O)[O-])Br)O)/SC2=S)[N+](=O)[O-],Unspecified,,,,12,IC50,=,12000,nM,
8,103721390,2256157,CC1=CC(=C(C=C1)N2C(=O)/C(=C/C3=C(C(=CC(=C3)[N+](=O)[O-])Br)O)/SC2=S)C,Active,,,,3.7,IC50,=,3700,nM,
9,103721391,44246281,CCOC1=C(C=NN(C1=O)C2=CC(=CC=C2)F)S,Active,,,,5.5,IC50,=,5500,nM,
10,103721392,44246282,CCOC1=C(C=NN(C1=O)C2=CC=CC(=C2)C)S,Active,,,,3.3,IC50,=,3300,nM,
11,103721393,44246283,CCOC1=C(C=NN(C1=O)C2=CC(=CC(=C2)Cl)Cl)S,Unspecified,,,,301,IC50,=,301000,nM,Outside typical range
12,103721406,44246284,CCOC1=C(C=NN(C1=O)C2CCCCC2)S,Unspecified,,,,17.9,IC50,=,17900,nM,
13,103721407,46228085,CCOC1=C(C=NN(C1=O)C2=CC=CC=C2)SS,Active,,,,1.5,IC50,=,1500,nM,
14,103721408,44246286,CCOC1=CNN(C(=O)C1=S)C2=CC=CC=C2,Active,,,,4.4,IC50,=,4400,nM,
15,103721409,44246287,CCOC1=CNN(C(=O)C1=S)C2=CC(=CC=C2)F,Active,,,,5.7,IC50,=,5700,nM,
16,103721410,1151340,CC1=C(C(=S)N(N1)C2=CC=CC=C2)C=NC3=CC=C(C=C3)Br,Unspecified,,,,39,IC50,=,39000,nM,
17,103721411,3112341,CC1=C(C(=S)N(N1)C2=CC=CC=C2)C=NC3=C(C=C(C=C3)[N+](=O)[O-])[N+](=O)[O-],Active,,,,6.8,IC50,=,6800,nM,
18,103721412,793320,CC1=C(C(=S)N(N1)C2=CC=CC=C2)C=NC3CCCCC3,Unspecified,,,,115,IC50,=,115000,nM,Outside typical range
19,103721420,2286914,CC1=C(C=C(C=C1)/C=C\2/C(=O)N(C(=S)S2)C3=CC(=CC=C3)Cl)[N+](=O)[O-],Unspecified,,,,1000,IC50,>,1e+06,nM,Outside typical range
20,103721421,1575254,CC1=CC(=C(C=C1)N2C(=O)/C(=C/C3=CC(=CC=C3)[N+](=O)[O-])/SC2=S)C,Unspecified,,,,119,IC50,=,119000,nM,Outside typical range
21,103721422,44246288,CCOC1=CNN(C(=O)C1=S)C2=CC=CC(=C2)C,Active,,,,3.1,IC50,=,3100,nM,
22,103721423,44246289,CCOC1=CNN(C(=O)C1=S)C2=CC(=CC(=C2)Cl)Cl,Unspecified,,,,166,IC50,=,166000,nM,Outside typical range
23,103721424,555185,COC1=C(C=NN(C1=O)C2=CC=CC=C2)Cl,Unspecified,,,,50,IC50,>,50000,nM,
24,103721425,3113934,CC1=C(C(=S)N(N1)C2=CC=CC=C2)C=NC3=C(C=C(C=C3)[N+](=O)[O-])Br,Active,,,,8.9,IC50,=,8900,nM,
25,103721426,44246309,CC1=NOC(=O)C1=NC2=CC=C(C=C2)[N+](=O)[O-],Unspecified,,,,17,IC50,=,17000,nM,
26,103721427,135932621,CC1=NNC(=O)C1=NC2=CC=C(C=C2)C(=O)C,Unspecified,,,,26,IC50,=,26000,nM,
27,103721439,3846243,CC1=C(C(=S)N(N1)C2=CC=CC=C2)C=NC3=C(C=C(C=C3)[N+](=O)[O-])O,Active,,,,9.6,IC50,=,9600,nM,
28,103721440,3112340,CC1=C(C(=S)N(N1)C2=CC=CC=C2)C=NC3=C(C=CC(=C3)[N+](=O)[O-])O,Unspecified,,,,14,IC50,=,14000,nM,
29,103721441,738679,CC1=CC(=C(C=C1)N=CC2=C(NN(C2=S)C3=CC=CC=C3)C)C,Unspecified,,,,68,IC50,=,68000,nM,
30,103721456,2252351,CN1C(=O)/C(=C/C2=C(C(=CC(=C2)[N+](=O)[O-])Br)O)/SC1=S,Unspecified,,,,14,IC50,=,14000,nM,
31,103721457,2140738,CN1C(=O)/C(=C/C2=CC=C(O2)C3=CC=CC=C3)/SC1=S,Unspecified,,,,405,IC50,=,405000,nM,Outside typical range
32,103721458,44246277,CCCN1C(=O)/C(=C/C2=CC=C(O2)C3=CC=CC=C3)/SC1=S,Unspecified,,,,186,IC50,=,186000,nM,Outside typical range
33,103721459,44246290,COC1=C(C=NN(C1=O)C2=CC(=CC=C2)Br)Cl,Unspecified,,,,50,IC50,>,50000,nM,
34,103721460,44246291,COC1=C(C=NN(C1=O)C2=CC(=CC=C2)F)Cl,Unspecified,,,,50,IC50,>,50000,nM,
35,103721461,768228,CC1=CC(=CC=C1)N2C(=O)C(=C(C=N2)Cl)OC,Unspecified,,,,50,IC50,>,50000,nM,
36,103721462,44246292,COC1=C(C=NN(C1=O)C2=CC(=CC(=C2)Cl)Cl)Cl,Unspecified,,,,50,IC50,>,50000,nM,
37,103721463,2863181,CC1=C(C=C(C=C1)N=CC2=C(NN(C2=S)C3=CC=CC=C3)C)C,Unspecified,,,,52,IC50,=,52000,nM,
38,103721464,1151344,CC1=C(C(=S)N(N1)C2=CC=CC=C2)C=NC3=CC=C(C=C3)I,Unspecified,,,,42,IC50,=,42000,nM,
39,103721475,13526210,COC1=C(C=NN(C1=O)C2CCCCC2)Cl,Unspecified,,,,50,IC50,>,50000,nM,
40,103721476,779742,CCOC1=C(C=NN(C1=O)C2=CC=CC=C2)Cl,Unspecified,,,,50,IC50,>,50000,nM,
41,103721477,44246293,CCOC1=C(C=NN(C1=O)C2=CC=C(C=C2)[N+](=O)[O-])Cl,Unspecified,,,,50,IC50,>,50000,nM,
42,103721478,3114473,CC1=C(C(=S)N(N1)C2=CC=CC=C2)C=NC3=CC=C(C=C3)N=NC4=CC=CC=C4,Active,,,,9,IC50,=,9000,nM,
43,103721479,738680,CC1=C(C(=S)N(N1)C2=CC=CC=C2)C=NC3=CC=CC=C3Cl,Unspecified,,,,54,IC50,=,54000,nM,
44,103721480,793655,CC1=C(C(=S)N(N1)C2=CC=CC=C2)C=NC3=CC=CC=C3O,Unspecified,,,,22,IC50,=,22000,nM,
45,103721490,44246294,CCOC1=C(C=NN(C1=O)C2=CC(=CC=C2)Br)Cl,Unspecified,,,,50,IC50,>,50000,nM,
46,103721491,44246295,CCOC1=C(C=NN(C1=O)C2=CC(=CC=C2)F)Cl,Unspecified,,,,50,IC50,>,50000,nM,
47,103721492,44246296,CCOC1=C(C=NN(C1=O)C2=CC=CC(=C2)C)Cl,Unspecified,,,,50,IC50,>,50000,nM,
48,103721494,604064,CC1=C(C(=O)N(N1)C2=CC=CC=C2)C=NC3=CC=C(C=C3)[N+](=O)[O-],Unspecified,,,,56,IC50,=,56000,nM,
49,103721513,44246297,CCOC1=C(C=NN(C1=O)C2=CC(=CC(=C2)Cl)Cl)Cl,Unspecified,,,,50,IC50,>,50000,nM,
50,103721514,44246298,CCOC1=C(C=NN(C1=O)C2CCCCC2)Cl,Unspecified,,,,50,IC50,>,50000,nM,
51,103721515,248680,CCOC1=C(C(=O)N(N=C1)C2=CC=CC=C2)Cl,Active,,,,1,IC50,=,1000,nM,
52,103721525,6510353,C1=CC=C(C=C1)CN2C(=O)/C(=C/C3=CC=C(O3)C4=CC=CC=C4)/SC2=S,Unspecified,,,,492,IC50,=,492000,nM,Outside typical range
53,103721548,2256659,CCN1C(=O)/C(=C/C2=CC=C(O2)C3=CC(=CC=C3)Cl)/SC1=S,Unspecified,,,,109,IC50,=,109000,nM,Outside typical range
54,103721549,2145944,CCN1C(=O)/C(=C/C2=CC=C(O2)C3=CC=CC=C3[N+](=O)[O-])/SC1=S,Unspecified,,,,104,IC50,=,104000,nM,Outside typical range
55,103721550,44246299,CCOC1=C(C(=O)N(N=C1)C2=CC=C(C=C2)[N+](=O)[O-])Cl,Unspecified,,,,219,IC50,=,219000,nM,Outside typical range
56,103721551,44246300,CCOC1=C(C(=O)N(N=C1)C2=CC(=CC=C2)Br)Cl,Unspecified,,,,50,IC50,>,50000,nM,
57,103721552,44246301,CCOC1=C(C(=O)N(N=C1)C2=CC(=CC=C2)F)Cl,Unspecified,,,,50,IC50,>,50000,nM,
58,103721561,24016224,COC1=C(C=NN(C1=O)C2=CC(=CC=C2)Cl)S,Active,,,,4.5,IC50,=,4500,nM,
59,103721577,6456205,CSC1=CNN(C(=O)C1=O)C2=CC=CC=C2,Unspecified,,,,50,IC50,>,50000,nM,
60,103721578,44246278,CCN1C(=O)C(=O)C(=CN1)SC,Unspecified,,,,50,IC50,>,50000,nM,
61,103721579,779700,CSC1=C(C(=O)N(N=C1)C2=CC=CC=C2)Cl,Unspecified,,,,50,IC50,>,50000,nM,
62,103721580,24997708,CCOC1=C(C(=O)N(N=C1)C2=CC=CC(=C2)C)Cl,Unspecified,,,,50,IC50,>,50000,nM,
63,103721582,44246303,CCOC1=C(C(=O)N(N=C1)C2CCCCC2)Cl,Unspecified,,,,50,IC50,>,50000,nM,
64,103721583,2856783,CC1=CC=C(C=C1)N2C(=O)C(=C(N2)C)C=NC3=CC=C(C=C3)[N+](=O)[O-],Unspecified,,,,62,IC50,=,62000,nM,
65,103721584,2856604,CC1=C(C(=O)N(N1)C2=CC=C(C=C2)Cl)C=NC3=CC=C(C=C3)[N+](=O)[O-],Unspecified,,,,48,IC50,=,48000,nM,
66,103721589,755081,COC1=CNN(C(=O)C1=S)C2=CC=CC=C2,Active,,,,9.3,IC50,=,9300,nM,
67,103721590,54694030,C1=CC=C(C=C1)COC2=C(C=NN(C2=O)C3=CC=CC=C3)O,Unspecified,,,,50,IC50,>,50000,nM,
68,103721591,54686949,COC1=C(C=NN(C1=O)C2=CC=CC=C2)O,Unspecified,,,,50,IC50,>,50000,nM,
69,103721592,72813,C1=CC=C(C=C1)N2C(=O)C(=C(C=N2)Cl)Cl,Unspecified,,,,50,IC50,>,50000,nM,
70,103721593,329050,C1=CC(=CC=C1N2C(=O)C(=C(C=N2)Cl)Cl)[N+](=O)[O-],Unspecified,,,,50,IC50,>,50000,nM,
71,103721594,43542711,C1=CC(=CC(=C1)Br)N2C(=O)C(=C(C=N2)Cl)Cl,Unspecified,,,,50,IC50,>,50000,nM,
72,103721595,2857110,CC1=C(C=CC(=C1)[N+](=O)[O-])N=CC2=C(NN(C2=O)C3=CC=C(C=C3)Cl)C,Unspecified,,,,45,IC50,=,45000,nM,
73,103721596,135432677,CC1=C(C(=S)N(N1)C2=CC=CC=C2)/C=N/C3=CC=CC=N3,Active,,,,0.76,IC50,=,760,nM,
74,103721599,2258834,CC1=CC(=CC=C1)N2C(=O)/C(=C/C3=C(C(=CC(=C3)[N+](=O)[O-])Br)O)/SC2=S,Unspecified,,,,15,IC50,=,15000,nM,
75,103721600,54690615,CCSC1=C(C=NN(C1=O)C2=CC=CC=C2)O,Unspecified,,,,50,IC50,>,50000,nM,
76,103721602,44246279,CCOC1=C(C=NN(C1=O)C2=CC=C(C=C2)[N+](=O)[O-])S,Unspecified,,,,30,IC50,=,30000,nM,
77,103721603,44246304,C1=CC(=CC(=C1)F)N2C(=O)C(=C(C=N2)Cl)Cl,Unspecified,,,,50,IC50,>,50000,nM,
78,103721604,779573,CC1=CC(=CC=C1)N2C(=O)C(=C(C=N2)Cl)Cl,Unspecified,,,,50,IC50,>,50000,nM,
79,103721605,2774756,C1=C(C=C(C=C1Cl)Cl)N2C(=O)C(=C(C=N2)Cl)Cl,Unspecified,,,,61,IC50,=,61000,nM,
80,103763077,2294062,CC1=CC(=C(C=C1)N2C(=O)/C(=C/C3=CC(=C(C(=C3)Br)O)[N+](=O)[O-])/SC2=S)C,Unspecified,,,,35,IC50,=,35000,nM,
81,163312423,5282593,CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)C(C3=CC=CC=C3)O,Unspecified,,,,50,IC50,>,50000,nM,
