PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Data Validity Comment
6,318398052,122196482,CC1=C(C=CC(=C1)S(=O)(=O)N(CC2=C(C=CC=C2F)F)[C@H](C)C(=O)NO)F,Unspecified,,,,42,IC50,=,42000,nM,
7,318398053,122196483,CC1=C(C=CC(=C1)S(=O)(=O)N(CCOCC2=CC=CC=C2)[C@H](C)C(=O)NO)F,Unspecified,,,,57,IC50,=,57000,nM,
8,318398054,122196484,CC1=C(C=CC(=C1)S(=O)(=O)N(CC2=CC=C(C=C2)CNC(=O)OC(C)(C)C)[C@H](C)C(=O)NO)F,Unspecified,,,,15,IC50,=,15000,nM,
9,318398055,122196485,CC1=C(C=CC(=C1)S(=O)(=O)N(CC2=CC=C(C=C2)CCNC(=O)OC(C)(C)C)[C@H](C)C(=O)NO)F,Active,,,,6.9,IC50,=,6900,nM,
10,318398056,122196486,CC1=C(C=CC(=C1)S(=O)(=O)N(CCCCCCCC(=O)OC(C)(C)C)[C@H](C)C(=O)NO)F,Active,,,,8,IC50,=,8000,nM,
11,318398057,122196487,CC1=C(C=CC(=C1)S(=O)(=O)N([C@H](C)C(=O)NO)C(C)C)F,Unspecified,,,,100,IC50,>,100000,nM,
12,318398058,122196488,CC1=C(C=CC(=C1)S(=O)(=O)N(CC2=CC=C(C=C2)N)[C@H](C)C(=O)NO)F,Unspecified,,,,29,IC50,=,29000,nM,
13,318398059,122196489,CC1=C(C=CC(=C1)S(=O)(=O)N(CC2=CC=CC(=C2)CN)[C@H](C)C(=O)NO)F.Cl,Active,,,,10,IC50,=,10000,nM,
14,318398060,122196490,CC1=C(C=CC(=C1)S(=O)(=O)N(CC2=CC=C(C=C2)CCN)[C@H](C)C(=O)NO)F.Cl,Active,,,,8.9,IC50,=,8900,nM,
15,318398061,122196492,CC1=C(C=CC(=C1)S(=O)(=O)N(CCCCCCN)[C@H](C)C(=O)NO)F.Cl,Active,,,,4.4,IC50,=,4400,nM,
16,318398062,122196494,CC1=C(C=CC(=C1)S(=O)(=O)N(CCCCCN)[C@H](C)C(=O)NO)F.C(=O)(C(F)(F)F)O,Active,,,,8.2,IC50,=,8200,nM,
17,318398063,122196496,CC1=C(C=CC(=C1)S(=O)(=O)N(CCCCN)[C@H](C)C(=O)NO)F.C(=O)(C(F)(F)F)O,Active,,,,7.4,IC50,=,7400,nM,
18,318398064,122196498,CC1=C(C=CC(=C1)S(=O)(=O)N(CCCN)[C@H](C)C(=O)NO)F.C(=O)(C(F)(F)F)O,Unspecified,,,,12,IC50,=,12000,nM,
19,318398065,122196500,CC1=C(C=CC(=C1)S(=O)(=O)N(CCCCCCCC(=O)O)[C@H](C)C(=O)NO)F,Unspecified,,,,91,IC50,=,91000,nM,
20,318398066,122196501,CC1=C(C=CC(=C1)S(=O)(=O)N(CC2=CC=C(C=C2)CNC(=O)C)[C@H](C)C(=O)NO)F,Unspecified,,,,16,IC50,=,16000,nM,
21,318398067,122196502,CC1=C(C=CC(=C1)S(=O)(=O)N(CC2=CC=CC(=C2)CNC(=O)C)[C@H](C)C(=O)NO)F,Unspecified,,,,15,IC50,=,15000,nM,
22,318398068,122196503,CC1=C(C=CC(=C1)S(=O)(=O)N(CC2=CC=C(C=C2)CCNC(=O)C)[C@H](C)C(=O)NO)F,Unspecified,,,,17,IC50,=,17000,nM,
23,318398069,122196504,CC1=C(C=CC(=C1)S(=O)(=O)N(CCCCCCNC(=O)C)[C@H](C)C(=O)NO)F,Unspecified,,,,14,IC50,=,14000,nM,
24,318398070,122196505,CC1=C(C=CC(=C1)S(=O)(=O)N(CCCCCNC(=O)C)[C@H](C)C(=O)NO)F,Unspecified,,,,19,IC50,=,19000,nM,
25,318398071,122196506,CC1=C(C=CC(=C1)S(=O)(=O)N(CCCNC(=O)C)[C@H](C)C(=O)NO)F,Unspecified,,,,117,IC50,=,117000,nM,Outside typical range
26,318398072,122196507,CC1=C(C=CC(=C1)S(=O)(=O)N(CCCCCCCC(=O)NC)[C@H](C)C(=O)NO)F,Unspecified,,,,19,IC50,=,19000,nM,
27,318398073,122196508,CC1=C(C=CC(=C1)S(=O)(=O)N(CC2=CC(=CC=C2)NC(=O)C)[C@H](C)C(=O)NO)F,Unspecified,,,,21,IC50,=,21000,nM,
28,318398074,122196509,CC1=C(C=CC(=C1)S(=O)(=O)N(CC2=CC=C(C=C2)CN)[C@H](C)C(=O)NO)F.Cl,Active,,,,5.6,IC50,=,5600,nM,
