PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Data Validity Comment
6,174491468,71655696,CCCNC1=NC2=C(S1)C3=C(C=C2)N=C(S3)NC(=O)C4=CC(=CC=C4)OC,Active,,,,1.1,IC50,=,1100,nM,
7,174491469,71654702,COC1=CC(=CC(=C1OC)OC)C(=O)NC2=NC3=C(S2)C4=C(C=C3)N=C(S4)NCCN5CCOCC5,Active,,,,0.2,IC50,=,200,nM,
8,174491470,4651889,CSC1=NC2=C(S1)C3=C(C=C2)N=C(S3)NC(=O)C4=CC=C(C=C4)C#N,Unspecified,,,,11,IC50,=,11000,nM,
9,174491471,3439001,CCOC1=CC=C(C=C1)C(=O)NC2=NC3=C(S2)C4=C(C=C3)N=C(S4)SC,Active,,,,6.9,IC50,=,6900,nM,
10,174491488,3340823,CSC1=NC2=C(S1)C3=C(C=C2)N=C(S3)NC(=O)C4=CC=CC=C4Br,Unspecified,,,,100,IC50,>,100000,nM,
11,174491489,3574626,COC1=CC(=C(C=C1)C(=O)NC2=NC3=C(S2)C4=C(C=C3)N=C(S4)SC)OC,Unspecified,,,,100,IC50,>,100000,nM,
12,174494738,4248576,CC1=CC=C(C=C1)C(=O)NC2=NC3=C(S2)C4=C(C=C3)N=C(S4)SC,Active,,,,7.6,IC50,=,7600,nM,
13,174496532,3369378,CSC1=NC2=C(S1)C3=C(C=C2)N=C(S3)NC(=O)COC4=C(C=C(C=C4)Cl)Cl,Unspecified,,,,100,IC50,>,100000,nM,
14,174496533,4166581,COC1=CC2=CC=CC=C2C=C1C(=O)NC3=NC4=C(S3)C5=C(C=C4)N=C(S5)SC,Unspecified,,,,50,IC50,>,50000,nM,
15,174496534,5225046,CSC1=NC2=C(S1)C3=C(C=C2)N=C(S3)NC(=O)C4=CC=C(C=C4)N5C(=O)CCC5=O,Active,,,,1.3,IC50,=,1300,nM,
16,174496548,4098531,COC1=C(C(=CC=C1)OC)C(=O)NC2=NC3=C(S2)C4=C(C=C3)N=C(S4)SC,Unspecified,,,,100,IC50,>,100000,nM,
17,174496549,5091619,CC1=C(C=C(C=C1)C(=O)NC2=NC3=C(S2)C4=C(C=C3)N=C(S4)SC)C,Active,,,,3.2,IC50,=,3200,nM,
18,174499942,3244010,CSC1=NC2=C(S1)C3=C(C=C2)N=C(S3)NC(=O)C4=CC=CS4,Unspecified,,,,90,IC50,=,90000,nM,
19,174501791,4649936,CSC1=NC2=C(S1)C3=C(C=C2)N=C(S3)NC(=O)C4=CC5=C(C=C4)OCCO5,Active,,,,3,IC50,=,3000,nM,
20,174501792,4347280,CSC1=NC2=C(S1)C3=C(C=C2)N=C(S3)NC(=O)CCC4=CC=CC=C4,Unspecified,,,,100,IC50,>,100000,nM,
21,174501793,4646592,CSC1=NC2=C(S1)C3=C(C=C2)N=C(S3)NC(=O)C4=CC=CO4,Unspecified,,,,102,IC50,=,102000,nM,Outside typical range
22,174501794,45501813,CC1=C(N(N=C1)C)C(=O)NC2=NC3=C(S2)C4=C(C=C3)N=C(S4)SC,Unspecified,,,,50,IC50,>,50000,nM,
23,174501795,71655698,CC(C)CNC1=NC2=C(S1)C3=C(C=C2)N=C(S3)NC(=O)C4=CC(=CC=C4)OC,Unspecified,,,,13,IC50,=,13000,nM,
24,174501796,71655760,COC1=CC=CC(=C1)C(=O)NC2=NC3=C(S2)C4=C(C=C3)N=C(S4)NCCO,Active,,,,2.2,IC50,=,2200,nM,
25,174501797,71654705,COC1=CC(=CC(=C1OC)OC)CNC2=NC3=C(S2)C4=C(C=C3)N=C(S4)SC,Unspecified,,,,100,IC50,>,100000,nM,
26,174501798,4455414,CSC1=NC2=C(S1)C3=C(C=C2)N=C(S3)NC(=O)C4=CC=C(C=C4)Cl,Active,,,,5,IC50,=,5000,nM,
27,174501799,49676222,CN(C)C1=CC=C(C=C1)C(=O)NC2=NC3=C(S2)C4=C(C=C3)N=C(S4)SC,Active,,,,2.4,IC50,=,2400,nM,
28,174501800,4220239,COC1=CC=CC(=C1)C(=O)NC2=NC3=C(S2)C4=C(C=C3)N=C(S4)SC,Unspecified,,,,12.5,IC50,=,12500,nM,
29,174501801,3587194,CSC1=NC2=C(S1)C3=C(C=C2)N=C(S3)NC(=O)C4=CC(=CC=C4)[N+](=O)[O-],Active,,,,2.8,IC50,=,2800,nM,
30,174501811,4088386,CSC1=NC2=C(S1)C3=C(C=C2)N=C(S3)NC(=O)C4=C(C=CC=C4F)F,Unspecified,,,,64.5,IC50,=,64500,nM,
31,174506985,71655756,COC1=CC=CC(=C1)C(=O)NC2=NC3=C(S2)C4=C(C=C3)N=C(S4)NCC5=CC=CC=C5,Unspecified,,,,75,IC50,=,75000,nM,
32,174506986,71655761,CNC1=NC2=C(S1)C3=C(C=C2)N=C(S3)NC(=O)C4=CC(=C(C(=C4)OC)OC)OC,Active,,,,0.2,IC50,=,200,nM,
33,174506987,3598847,CC(C)(C)C1=CC=C(C=C1)C(=O)NC2=NC3=C(S2)C4=C(C=C3)N=C(S4)SC,Unspecified,,,,100,IC50,>,100000,nM,
34,174506988,5129128,CSC1=NC2=C(S1)C3=C(C=C2)N=C(S3)NC(=O)C4=CC=C(C=C4)OC5=CC=CC=C5,Unspecified,,,,100,IC50,>,100000,nM,
35,174506989,4175300,CSC1=NC2=C(S1)C3=C(C=C2)N=C(S3)NC(=O)C4=CC(=CC=C4)F,Active,,,,3.3,IC50,=,3300,nM,
36,174512098,4300924,CSC1=NC2=C(S1)C3=C(C=C2)N=C(S3)NC(=O)C4CC4,Unspecified,,,,100,IC50,>,100000,nM,
37,174512099,5085616,CSC1=NC2=C(S1)C3=C(C=C2)N=C(S3)NC(=O)CC4=CC=CC=C4,Unspecified,,,,47,IC50,=,47000,nM,
38,174512100,73353493,CN1C(=C(C=N1)C(=O)NC2=NC3=C(S2)C4=C(C=C3)N=C(S4)SC)OC,Unspecified,,,,100,IC50,>,100000,nM,
39,174512101,71655695,CNC1=NC2=C(S1)C3=C(C=C2)N=C(S3)NC(=O)C4=CC(=CC=C4)OC,Active,,,,0.5,IC50,=,500,nM,
40,174512102,71655697,CC(C)NC1=NC2=C(S1)C3=C(C=C2)N=C(S3)NC(=O)C4=CC(=CC=C4)OC,Unspecified,,,,65,IC50,=,65000,nM,
41,174512103,71655699,COC1=CC=CC(=C1)C(=O)NC2=NC3=C(S2)C4=C(C=C3)N=C(S4)NC5CCCCC5,Unspecified,,,,90,IC50,=,90000,nM,
42,174512104,71654704,COC1=CC(=CC(=C1OC)OC)C(=O)NC2=NC3=C(S2)C4=C(C=C3)N=C(S4)NCCO,Active,,,,0.2,IC50,=,200,nM,
43,174512105,3375425,CSC1=NC2=C(S1)C3=C(C=C2)N=C(S3)NC(=O)C4=CC(=CC=C4)N5C(=O)CCC5=O,Active,,,,5,IC50,=,5000,nM,
44,174512106,15996488,CCN(CC)C1=CC=C(C=C1)C(=O)NC2=NC3=C(S2)C4=C(C=C3)N=C(S4)SC,Unspecified,,,,100,IC50,>,100000,nM,
45,174512121,3536746,CC1=CC=CC=C1C(=O)NC2=NC3=C(S2)C4=C(C=C3)N=C(S4)SC,Active,,,,6.6,IC50,=,6600,nM,
46,174517150,71655758,COC1=CC=CC(=C1)C(=O)NC2=NC3=C(S2)C4=C(C=C3)N=C(S4)NCCN5CCOCC5,Active,,,,0.5,IC50,=,500,nM,
47,174517151,71654706,COC1=CC(=CC(=C1OC)OC)/C=N/C2=NC3=C(S2)C4=C(C=C3)N=C(S4)SC,Unspecified,,,,100,IC50,>,100000,nM,
48,174517152,3524535,COC(=O)C1=CC=C(C=C1)C(=O)NC2=NC3=C(S2)C4=C(C=C3)N=C(S4)SC,Active,,,,3.7,IC50,=,3700,nM,
49,174517153,4134431,COC1=CC=C(C=C1)C(=O)NC2=NC3=C(S2)C4=C(C=C3)N=C(S4)SC,Active,,,,2.2,IC50,=,2200,nM,
50,174517154,49676223,CN(C)C1=CC=CC(=C1)C(=O)NC2=NC3=C(S2)C4=C(C=C3)N=C(S4)SC,Unspecified,,,,36,IC50,=,36000,nM,
51,174517155,3646039,CSC1=NC2=C(S1)C3=C(C=C2)N=C(S3)NC(=O)C4=CC(=CC=C4)Br,Active,,,,2.3,IC50,=,2300,nM,
52,174517156,5150971,CSC1=NC2=C(S1)C3=C(C=C2)N=C(S3)NC(=O)C4=CC=CC=C4OC5=CC=CC=C5,Unspecified,,,,100,IC50,>,100000,nM,
53,174522342,4576034,COC1=CC(=CC(=C1)C(=O)NC2=NC3=C(S2)C4=C(C=C3)N=C(S4)SC)OC,Active,,,,1.7,IC50,=,1700,nM,
54,174522343,4295619,COC1=CC(=CC(=C1OC)OC)C(=O)NC2=NC3=C(S2)C4=C(C=C3)N=C(S4)SC,Active,,,,0.7,IC50,=,700,nM,
55,174522344,45497409,CSC1=NC2=C(S1)C3=C(C=C2)N=C(S3)NC(=O)C4=NC=CN=C4,Unspecified,,,,28,IC50,=,28000,nM,
56,174522345,71655757,CN(C)CCNC1=NC2=C(S1)C3=C(C=C2)N=C(S3)NC(=O)C4=CC(=CC=C4)OC,Active,,,,1,IC50,=,1000,nM,
57,174522346,71655759,COC1=CC=CC(=C1)C(=O)NC2=NC3=C(S2)C4=C(C=C3)N=C(S4)N5CCOCC5,Active,,,,2.3,IC50,=,2300,nM,
58,174522347,71654701,CN(C)CCNC1=NC2=C(S1)C3=C(C=C2)N=C(S3)NC(=O)C4=CC(=C(C(=C4)OC)OC)OC,Active,,,,0.2,IC50,=,200,nM,
59,174522348,4099847,CC(C)OC1=CC=C(C=C1)C(=O)NC2=NC3=C(S2)C4=C(C=C3)N=C(S4)SC,Unspecified,,,,100,IC50,>,100000,nM,
60,174522349,5048791,CCN(CC)S(=O)(=O)C1=CC=C(C=C1)C(=O)NC2=NC3=C(S2)C4=C(C=C3)N=C(S4)SC,Unspecified,,,,100,IC50,>,100000,nM,
61,174522350,4688133,CSC1=NC2=C(S1)C3=C(C=C2)N=C(S3)NC(=O)C4=CC(=CC=C4)Cl,Active,,,,5.3,IC50,=,5300,nM,
62,174522360,5159938,CSC1=NC2=C(S1)C3=C(C=C2)N=C(S3)NC(=O)C4=CC=CC=C4F,Unspecified,,,,50,IC50,=,50000,nM,
