"ChEMBL ID";"Assay Type";"Description";"Organism";"Compounds";"Activities";"BAO Format ID";"BAO Format";"Confidence Score";"Confidence Label";"Strain";"Source";"Tax ID";"Tissue ChEMBL ID";"Tissue Name";"Cell Type";"Subcellular Fraction";"Document ChEMBL ID";"PubMed ID";"DOI";"Year";"Journal";"Volume";"First Page";"Last Page";"Assay Parameters";"Assay Classification L1";"Assay Classification L2";"Assay Classification L3";"Variant Sequence Accession";"Variant Sequence Mutation"
"CHEMBL1775561";"F";"Antiviral activity against Zaire ebolavirus expressing enhanced GFP in Vero 76 cells after 48 hrs by standard Plaque assay";"Zaire ebolavirus";"3";"3";"BAO_0000219";"cell-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"186538";"";"";"Vero";"";"CHEMBL1773055";"21265542";"10.1021/jm100938u";"2011";"J Med Chem";"54";"1157";"1169";"";"";"";"";"";""
"CHEMBL1268491";"F";"Antiviral activity against Zaire ebolavirus expressing GFP in african green monkey Vero E6 cells after 48 hrs by standard plaque assay";"Zaire ebolavirus";"1";"3";"BAO_0000219";"cell-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"186538";"";"";"Vero";"";"CHEMBL1255462";"20211898";"10.1128/aac.01315-09";"2010";"Antimicrob Agents Chemother";"54";"2152";"2159";"";"";"";"";"";""
"CHEMBL1268611";"F";"Antiviral activity against Ebola-like viruses infected in C57BL/6 mouse liver assessed as viral antigen at 10 mg/kg, ip single dose measured after 6 days";"Ebolavirus";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"186536";"CHEMBL3559723";"Liver";"";"";"CHEMBL1255462";"20211898";"10.1128/aac.01315-09";"2010";"Antimicrob Agents Chemother";"54";"2152";"2159";"standard_type:DOSE standard_relation:= standard_value:10.0 standard_units:mg.kg-1 comments:None | standard_type:ROUTE standard_relation:None standard_value:None standard_units:None comments:None";"";"";"";"";""
"CHEMBL1268506";"F";"Antiviral activity against Ebola-like viruses infected in C57BL/6 mouse assessed as increase in mouse survival at 5 mg/kg, ip single injection";"Ebolavirus";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"186536";"";"";"";"";"CHEMBL1255462";"20211898";"10.1128/aac.01315-09";"2010";"Antimicrob Agents Chemother";"54";"2152";"2159";"standard_type:DOSE standard_relation:= standard_value:5.0 standard_units:mg.kg-1 comments:None | standard_type:ROUTE standard_relation:None standard_value:None standard_units:None comments:None";"";"";"";"";""
"CHEMBL1268591";"F";"Antiviral activity against Ebola-like viruses infected in C57BL/6 mouse assessed as increase in mouse survival at 10 mg/kg, ip single injection administered 2 days postinfection";"Ebolavirus";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"186536";"";"";"";"";"CHEMBL1255462";"20211898";"10.1128/aac.01315-09";"2010";"Antimicrob Agents Chemother";"54";"2152";"2159";"standard_type:DOSE standard_relation:= standard_value:10.0 standard_units:mg.kg-1 comments:None | standard_type:ROUTE standard_relation:None standard_value:None standard_units:None comments:None";"";"";"";"";""
"CHEMBL1268598";"F";"Antiviral activity against Ebola-like viruses infected in C57BL/6 mouse assessed as serum aspartate aminotransferase at 10 mg/kg, ip after 24 hrs measured on 4 days postinfection";"Ebolavirus";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"186536";"CHEMBL3638229";"Serum";"";"";"CHEMBL1255462";"20211898";"10.1128/aac.01315-09";"2010";"Antimicrob Agents Chemother";"54";"2152";"2159";"standard_type:DOSE standard_relation:= standard_value:10.0 standard_units:mg.kg-1 comments:None | standard_type:ROUTE standard_relation:None standard_value:None standard_units:None comments:None";"";"";"";"";""
"CHEMBL1268600";"F";"Antiviral activity against Ebola-like viruses infected in C57BL/6 mouse assessed as serum alanine aminotransferase at 10 mg/kg, ip after 24 hrs measured on 6 days postinfection";"Ebolavirus";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"186536";"CHEMBL3638229";"Serum";"";"";"CHEMBL1255462";"20211898";"10.1128/aac.01315-09";"2010";"Antimicrob Agents Chemother";"54";"2152";"2159";"standard_type:DOSE standard_relation:= standard_value:10.0 standard_units:mg.kg-1 comments:None | standard_type:ROUTE standard_relation:None standard_value:None standard_units:None comments:None";"";"";"";"";""
"CHEMBL1268595";"F";"Antiviral activity against Ebola-like viruses infected in C57BL/6 mouse assessed as serum aspartate aminotransferase at 10 mg/kg, ip after 24 hrs measured on 2 days postinfection";"Ebolavirus";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"186536";"CHEMBL3638229";"Serum";"";"";"CHEMBL1255462";"20211898";"10.1128/aac.01315-09";"2010";"Antimicrob Agents Chemother";"54";"2152";"2159";"standard_type:DOSE standard_relation:= standard_value:10.0 standard_units:mg.kg-1 comments:None | standard_type:ROUTE standard_relation:None standard_value:None standard_units:None comments:None";"";"";"";"";""
"CHEMBL1268602";"F";"Antiviral activity against Ebola-like viruses infected in C57BL/6 mouse assessed as serum alkaline phosphatase at 10 mg/kg, ip after 24 hrs measured on 6 days postinfection";"Ebolavirus";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"186536";"CHEMBL3638229";"Serum";"";"";"CHEMBL1255462";"20211898";"10.1128/aac.01315-09";"2010";"Antimicrob Agents Chemother";"54";"2152";"2159";"standard_type:DOSE standard_relation:= standard_value:10.0 standard_units:mg.kg-1 comments:None | standard_type:ROUTE standard_relation:None standard_value:None standard_units:None comments:None";"";"";"";"";""
"CHEMBL4330317";"F";"Antiviral activity against Ebolavirus infected in mouse assessed as protection against viral infection at 24 mg/kg/day relative to control";"Ebolavirus";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"186536";"";"";"";"";"CHEMBL4330057";"30408747";"10.1016/j.ejmech.2018.10.061";"2019";"Eur J Med Chem";"162";"32";"50";"";"";"";"";"";""
"CHEMBL4737341";"F";"Antiviral activity against Ebola virus infected in human HuH7 cells assessed as reduction in viral infection pretreated for 2 hrs followed by viral infection and measured after 3 days by ZsGreen fluorescence assay";"Ebolavirus";"17";"17";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"186536";"";"";"Huh-7";"";"CHEMBL4732182";"33548632";"10.1016/j.ejmech.2021.113211";"2021";"Eur J Med Chem";"214";"113211";"113211";"";"";"";"";"";""
"CHEMBL1639010";"F";"Antiviral activity against Ebolavirus infected in african green monkey COS1 cells assessed as inhibition of viral replication after 32 hrs by luciferase reporter gene assay";"Ebolavirus";"6";"6";"BAO_0000219";"cell-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"186536";"";"";"COS-1";"";"CHEMBL1629687";"20421407";"10.1128/aac.00138-10";"2010";"Antimicrob Agents Chemother";"54";"3007";"3010";"";"";"";"";"";""
"CHEMBL4021659";"F";"Antiviral activity against Ebolavirus Makona harboring ZsG infected in human HuH7 cells pretreated for 2 to 3 hrs followed by viral infection measured after 3 days by fluorescence assay";"Zaire ebolavirus Makona";"2";"2";"BAO_0000219";"cell-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"1891187";"";"";"";"";"CHEMBL4020744";"28465098";"10.1016/j.bmcl.2017.04.069";"2017";"Bioorg Med Chem Lett";"27";"2800";"2802";"";"";"";"";"";""
"CHEMBL4008293";"F";"Antiviral activity against Ebolavirus infected in rhesus monkey assessed as survival rate at 10 mg/kg, iv administered daily starting from day 3 post infection for 12 days relative to control";"Ebolavirus";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"186536";"";"";"";"";"CHEMBL4007399";"28124907";"10.1021/acs.jmedchem.6b01594";"2017";"J Med Chem";"60";"1648";"1661";"";"";"";"";"";""
"CHEMBL3363825";"F";"Antiviral activity against Ebolavirus Zaire infected in african green monkey Vero cells cells assessed as inhibition of viral-induced cytopathicity";"Ebolavirus";"2";"2";"BAO_0000219";"cell-based format";"1";"1 - Target assigned is non-molecular";"Zaire";"Scientific Literature";"186536";"";"";"Vero";"";"CHEMBL3351357";"25155914";"10.1016/j.bmc.2014.07.051";"2014";"Bioorg Med Chem";"22";"5315";"5319";"";"";"";"";"";""
"CHEMBL4026208";"F";"Antiviral activity against Ebolavirus assessed as reduction in viral titer";"Ebolavirus";"1";"1";"BAO_0000019";"assay format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"186536";"";"";"";"";"CHEMBL4024736";"28462833";"10.1016/j.bmcl.2017.04.028";"2017";"Bioorg Med Chem Lett";"27";"2364";"2368";"";"";"";"";"";""
"CHEMBL5585459";"F";"Antiviral activity against recombinant Ebola virus Mayinga expressing GFP infected in human HeLa cells with ATP6V0a2 KO assessed as reduction in viral entry into cells pretreated for 1 hr followed by viral infection measured after 24 to 48 hrs by imaging analysis";"Ebolavirus";"35";"35";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"Mayinga";"Scientific Literature";"186536";"";"";"HeLa";"";"CHEMBL5584240";"38875806";"10.1016/j.ejmech.2024.116537";"2024";"Eur J Med Chem";"275";"116537";"116537";"";"";"";"";"";""
"CHEMBL4195633";"F";"Antiviral activity against VSV pseudotyped Ebolavirus expressing M-GFP infected in African green monkey Vero E6 cells assessed as inhibition of viral infection pre-incubated for 2 hrs before infection and measured after 8 to 12 hrs in presence of 10% FBS and 50% NHS by fluorescence microscopic method";"Ebolavirus";"2";"2";"BAO_0000019";"assay format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"186536";"";"";"Vero C1008";"";"CHEMBL4190400";"29920098";"10.1021/acs.jmedchem.8b00704";"2018";"J Med Chem";"61";"6293";"6307";"";"";"";"";"";""
"CHEMBL3756554";"F";"Antiviral activity against Zaire ebolavirus infected in human HepG2 cells";"Zaire ebolavirus";"3";"6";"BAO_0000219";"cell-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"186538";"";"";"HepG2";"";"CHEMBL3751697";"26750250";"10.1016/j.bmcl.2015.12.061";"2016";"Bioorg Med Chem Lett";"26";"928";"930";"";"";"";"";"";""
"CHEMBL5384524";"F";"Antiviral activity against pseudotyped Ebola virus infected in HeLa cells at 10 uM preincubated for 1 hr followed by viral infection and measured after 48 hrs by steady-glo luciferase assay relative to control";"Ebolavirus";"32";"32";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"186536";"";"";"HeLa";"";"CHEMBL5380852";"37021830";"10.1021/acs.jmedchem.2c01785";"2023";"J Med Chem";"66";"5465";"5483";"";"";"";"";"";""
"CHEMBL4330382";"F";"Antiviral activity against Ebolavirus H. sapiens-wt/1995/Kikwit-9510621 infected in human HeLa cells assessed as inhibition of viral infection at 2 uM treated for 2 hrs after viral infection and measured after 24 hrs by EboV GP immunostaining based high content imaging analysis";"Ebolavirus";"2";"2";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"H. sapiens-wt/1995/Kikwit-9510621";"Scientific Literature";"186536";"";"";"";"";"CHEMBL4330057";"30408747";"10.1016/j.ejmech.2018.10.061";"2019";"Eur J Med Chem";"162";"32";"50";"";"";"";"";"";""
"CHEMBL5096480";"F";"Antiviral activity against pseudo typed EBOV infected in human HEK293T cells assessed as inhibition of viral growth";"Ebolavirus";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"186536";"";"";"HEK293T";"";"CHEMBL5096148";"33352046";"10.1021/acs.jnatprod.0c00968";"2021";"J Nat Prod";"84";"161";"182";"";"";"";"";"";""
"CHEMBL5337674";"F";"Antiviral activity against Ebola virus infected in human HeLa cells assessed as reduction in viral cytopathic effect";"Ebolavirus";"2";"2";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"186536";"";"";"";"";"CHEMBL5335821";"38394369";"10.1021/acs.jmedchem.3c01543";"2024";"J Med Chem";"67";"3205";"3231";"";"";"";"";"";""
"CHEMBL4026207";"F";"Antiviral activity against Ebolavirus E718 infected in Vero E6 cells assessed as effective dose after 6 days by neutral red stain based microscopic method";"Ebolavirus";"1";"1";"BAO_0000219";"cell-based format";"1";"1 - Target assigned is non-molecular";"E718";"Scientific Literature";"186536";"";"";"Vero C1008";"";"CHEMBL4024736";"28462833";"10.1016/j.bmcl.2017.04.028";"2017";"Bioorg Med Chem Lett";"27";"2364";"2368";"";"";"";"";"";""
"CHEMBL3860576";"F";"Antiviral activity against Ebolavirus assessed as reduction in viral replication";"Ebolavirus";"2";"2";"BAO_0000019";"assay format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"186536";"";"";"";"";"CHEMBL3860042";"27559756";"10.1021/acs.jmedchem.6b00523";"2016";"J Med Chem";"59";"10400";"10410";"";"";"";"";"";""
"CHEMBL4027958";"F";"Antiviral activity against Ebolavirus infected in african green monkey Vero E6 cells assessed as reduction in virus entry after 48 hrs by by Celltiter-Glo luminescent assay";"Ebolavirus";"5";"5";"BAO_0000019";"assay format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"186536";"";"";"Vero C1008";"";"CHEMBL4024787";"29272110";"10.1021/acs.jmedchem.7b01249";"2018";"J Med Chem";"61";"724";"733";"";"";"";"";"";""
"CHEMBL1268493";"F";"Antiviral activity against Sudan ebolavirus expressing GFP in african green monkey Vero E6 cells after 48 hrs by standard plaque assay";"Sudan ebolavirus";"1";"2";"BAO_0000219";"cell-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"186540";"";"";"Vero";"";"CHEMBL1255462";"20211898";"10.1128/aac.01315-09";"2010";"Antimicrob Agents Chemother";"54";"2152";"2159";"";"";"";"";"";""
"CHEMBL1268604";"F";"Antiviral activity against Ebola-like viruses infected in C57BL/6 mouse liver assessed as reduction in viral burden at 10 mg/kg, ip single dose";"Ebolavirus";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"186536";"";"";"";"";"CHEMBL1255462";"20211898";"10.1128/aac.01315-09";"2010";"Antimicrob Agents Chemother";"54";"2152";"2159";"standard_type:DOSE standard_relation:= standard_value:10.0 standard_units:mg.kg-1 comments:None | standard_type:ROUTE standard_relation:None standard_value:None standard_units:None comments:None";"";"";"";"";""
"CHEMBL4008268";"F";"Antiviral activity against Ebolavirus Kikwit infected in human macrophages preincubated with cells for 2 hrs followed by viral infection measured after 48 hrs";"Ebolavirus";"7";"8";"BAO_0000019";"assay format";"1";"1 - Target assigned is non-molecular";"Kikwit";"Scientific Literature";"186536";"";"";"";"";"CHEMBL4007399";"28124907";"10.1021/acs.jmedchem.6b01594";"2017";"J Med Chem";"60";"1648";"1661";"";"";"";"";"";""
"CHEMBL1268608";"F";"Antiviral activity against Ebola-like viruses infected in C57BL/6 mouse assessed as reduction in cytokine IL-6 at 10 mg/kg, ip single dose";"Ebolavirus";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"186536";"";"";"";"";"CHEMBL1255462";"20211898";"10.1128/aac.01315-09";"2010";"Antimicrob Agents Chemother";"54";"2152";"2159";"standard_type:DOSE standard_relation:= standard_value:10.0 standard_units:mg.kg-1 comments:None | standard_type:ROUTE standard_relation:None standard_value:None standard_units:None comments:None";"";"";"";"";""
"CHEMBL1268504";"F";"Antiviral activity against Ebola-like viruses infected in C57BL/6 mouse assessed as increase in mouse survival at 10 mg/kg, ip treated 1 hr before infection and on day 2, 5 of postinfection";"Ebolavirus";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"186536";"";"";"";"";"CHEMBL1255462";"20211898";"10.1128/aac.01315-09";"2010";"Antimicrob Agents Chemother";"54";"2152";"2159";"standard_type:DOSE standard_relation:= standard_value:10.0 standard_units:mg.kg-1 comments:None | standard_type:ROUTE standard_relation:None standard_value:None standard_units:None comments:None";"";"";"";"";""
"CHEMBL4330310";"F";"Antiviral activity against Ebolavirus";"Ebolavirus";"5";"5";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"186536";"";"";"";"";"CHEMBL4330057";"30408747";"10.1016/j.ejmech.2018.10.061";"2019";"Eur J Med Chem";"162";"32";"50";"";"";"";"";"";""
"CHEMBL5033673";"F";"Antiviral activity against Ebola virus constitutively expressed firefly infected in human Huh-7 cells expressing pretreated for 1 hrs followed by viral infection and measured after 24 hrs by dual luciferase reporter assay";"Ebolavirus";"17";"17";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"186536";"";"";"";"";"CHEMBL5032526";"34583312";"10.1016/j.ejmech.2021.113862";"2021";"Eur J Med Chem";"226";"113862";"113862";"";"";"";"";"";""
"CHEMBL4305757";"F";"Antiviral activity against Ebolavirus Kikwit isolate infected in African green monkey Vero cells assessed as plaque reduction after 48 hrs by neutral red-staining based assay";"Ebolavirus";"1";"2";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"Kikwit";"Scientific Literature";"186536";"";"";"Vero";"";"CHEMBL4304760";"31136173";"10.1021/acs.jmedchem.9b00136";"2019";"J Med Chem";"62";"5810";"5831";"";"";"";"";"";""
"CHEMBL5098256";"F";"Antiviral activity against Ebola virus";"Ebolavirus";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"186536";"";"";"";"";"CHEMBL5096193";"34175537";"10.1016/j.ejmech.2021.113654";"2021";"Eur J Med Chem";"223";"113654";"113654";"";"";"";"";"";""
"CHEMBL4008247";"F";"Antiviral activity against Ebolavirus Kikwit infected in human HeLa cells assessed as reduction in viral glycoprotein levels preincubated with cells for 2 hrs followed by viral infection measured after 48 hrs by immunostaining based assay";"Ebolavirus";"21";"22";"BAO_0000219";"cell-based format";"1";"1 - Target assigned is non-molecular";"Kikwit";"Scientific Literature";"186536";"";"";"HeLa";"";"CHEMBL4007399";"28124907";"10.1021/acs.jmedchem.6b01594";"2017";"J Med Chem";"60";"1648";"1661";"";"";"";"";"";""
"CHEMBL4008286";"F";"Antiviral activity against Ebolavirus in phase-1 acute meningoencephalytis patient assessed as viral clearance in plasma at 150 mg, iv qd administered daily for 2 days followed by 225 mg for 14 days";"Ebolavirus";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"186536";"";"";"";"";"CHEMBL4007399";"28124907";"10.1021/acs.jmedchem.6b01594";"2017";"J Med Chem";"60";"1648";"1661";"";"";"";"";"";""
"CHEMBL5581293";"F";"Selectivity ratio of IC50 for antiviral activity against HIV-based lentiviral pseudotyped Ebolavirus harboring GP M548A mutant infected in HEK293T cells to IC50 for antiviral activity against HIV-based lentiviral pseudotyped Ebolavirus harboring mucin domain deleted GP infected in HEK293T cells";"";"11";"11";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"";"";"";"";"";"CHEMBL5579834";"38889610";"10.1016/j.ejmech.2024.116596";"2024";"Eur J Med Chem";"275";"116596";"116596";"";"";"";"";"";""
"CHEMBL5611042";"F";"Antiviral activity against EBOV-GP pseudotyped virus infected in Vero E6 cells preincubated with cells for 1 hr followed by viral addition and measured after 24 hrs by Steady-Glo microplate luminometer analysis";"Ebolavirus";"22";"22";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"186536";"";"";"Vero E6";"";"CHEMBL5608238";"39248591";"10.1021/acs.jmedchem.4c01267";"2024";"J Med Chem";"67";"16381";"16402";"";"";"";"";"";""
"CHEMBL5581289";"F";"Selectivity ratio of IC50 for antiviral activity against HIV-based lentiviral pseudotyped Ebolavirus harboring GP Y517A mutant infected in HEK293T cells to IC50 for antiviral activity against HIV-based lentiviral pseudotyped Ebolavirus harboring mucin domain deleted GP infected in HEK293T cells";"";"11";"11";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"";"";"";"";"";"CHEMBL5579834";"38889610";"10.1016/j.ejmech.2024.116596";"2024";"Eur J Med Chem";"275";"116596";"116596";"";"";"";"";"";""
"CHEMBL5098250";"F";"Antiviral activity against Ebola virus makona";"Ebolavirus";"2";"2";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"makona";"Scientific Literature";"186536";"";"";"";"";"CHEMBL5096193";"34175537";"10.1016/j.ejmech.2021.113654";"2021";"Eur J Med Chem";"223";"113654";"113654";"";"";"";"";"";""
"CHEMBL5098257";"F";"Antiviral activity against Ebola virus infected in African green monkey assessed as reduction in viral infection incubated for 48 hrs by CellTiter-Glo Luminescent Cell Viability Assay";"Ebolavirus";"6";"6";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"186536";"";"";"Vero E6";"";"CHEMBL5096193";"34175537";"10.1016/j.ejmech.2021.113654";"2021";"Eur J Med Chem";"223";"113654";"113654";"";"";"";"";"";""
"CHEMBL4401871";"F";"Antiviral activity against HIV-1-derived Ebolavirus pseudoparticle infected in human TZM-bl cells after 48 hrs by beta-gal based reporter assay";"Ebolavirus";"3";"6";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"186536";"";"";"";"";"CHEMBL4400548";"30785281";"10.1021/acs.jmedchem.8b01328";"2019";"J Med Chem";"62";"2928";"2937";"";"";"";"";"";""
