"ChEMBL ID";"Assay Type";"Description";"Organism";"Compounds";"Activities";"BAO Format ID";"BAO Format";"Confidence Score";"Confidence Label";"Strain";"Source";"Tax ID";"Tissue ChEMBL ID";"Tissue Name";"Cell Type";"Subcellular Fraction";"Document ChEMBL ID";"PubMed ID";"DOI";"Year";"Journal";"Volume";"First Page";"Last Page";"Assay Parameters";"Assay Classification L1";"Assay Classification L2";"Assay Classification L3";"Variant Sequence Accession";"Variant Sequence Mutation"
"CHEMBL4303092";"F";"Overall antiviral activity against SARS-CoV-2 (isolate France/IDF0372/2020) in the Vero E6 cell line at 48 h based on three assays 1) detection of viral RNA by qRT-PCR (targeting the N-gene), 2) plaque assay using lysate 3 days after addition of compound by crystal violet staining 3) Cell viability (cytotoxicity) measuring percentage viable Vero E6 cells 48 h after compound addition by AlamarBlue assay.";"Chlorocebus sabaeus";"59";"59";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"SARS-CoV-2 Screening Data";"60711";"";"";"Vero C1008";"";"CHEMBL4303773";"32353859";"10.1038/s41586-020-2286-9";"2020";"Nature";"None";"None";"None";"";"";"";"";"";""
"CHEMBL5225075";"F";"Antiviral activity against SARS-CoV-2 infected in African green monkey Vero E6 cells assessed as inhibition of plaque formation pretreated for 1 hr followed by viral infection and measured 24 hrs post infection";"Severe acute respiratory syndrome coronavirus 2";"2";"2";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"2697049";"";"";"Vero E6";"";"CHEMBL5223130";"36169610";"10.1021/acs.jmedchem.2c01005";"2022";"J Med Chem";"65";"12500";"12534";"";"";"";"";"";""
"CHEMBL5135607";"F";"Antiviral activity against SARS-CoV-2 infected in African Green monkey Vero cells assessed as inhibition of viral cytopathic effect measured after 72 hrs by inverted microscopic method";"Severe acute respiratory syndrome coronavirus 2";"12";"12";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"2697049";"";"";"Vero E6";"";"CHEMBL5131509";"35344901";"10.1016/j.ejmech.2022.114295";"2022";"Eur J Med Chem";"235";"114295";"114295";"";"";"";"";"";""
"CHEMBL5136653";"F";"Antiviral activity against SARS-COV 2 infected in human Calu-3 cells assessed as inhibition of viral replication preincubated for 1 hr followed by viral infection and further incubated with compound for 24 hrs";"Severe acute respiratory syndrome coronavirus 2";"12";"12";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"2697049";"";"";"Calu-3";"";"CHEMBL5131566";"35709506";"10.1021/acs.jmedchem.2c00636";"2022";"J Med Chem";"65";"9376";"9395";"";"";"";"";"";""
"CHEMBL5250571";"F";"Antiviral activity against SARS-CoV-2 strain BetaCov/Belgium/GHB-03021/2020 infected in African Vero-E6 tagged with GFP assessed as decrease in cytopathic effect measured after 72 hrs";"Severe acute respiratory syndrome coronavirus 2";"11";"11";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"BetaCov/Belgium/GHB-03021/2020";"Scientific Literature";"2697049";"";"";"Vero E6";"";"CHEMBL5247628";"36332546";"10.1016/j.ejmech.2022.114853";"2022";"Eur J Med Chem";"244";"114853";"114853";"";"";"";"";"";""
"CHEMBL5323534";"F";"Antiviral activity against SARS-CoV-2 Italian strain PV10734 infected in African green monkey Vero E6 cells assessed as reduction in virus-induced cytopathic effect at 37.5 uM preincubated with virus for 1 hr followed by infection with cells and measured after 72 hrs by microscopic analysis";"Severe acute respiratory syndrome coronavirus 2";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"PV10734";"Scientific Literature";"2697049";"";"";"Vero E6";"";"CHEMBL5321262";"37402317";"10.1021/acs.jnatprod.3c00111";"2023";"J Nat Prod";"86";"1698";"1707";"";"";"";"";"";""
"CHEMBL5323542";"F";"Antiviral activity against SARS-CoV-2 variant Delta infected in African green monkey Vero E6 cells assessed as reduction in virus-induced cytopathic effect preincubated with virus for 1 hr followed by infection with cells and measured after 72 hrs by microscopic analysis";"Severe acute respiratory syndrome coronavirus 2";"6";"6";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"Delta";"Scientific Literature";"2697049";"";"";"Vero E6";"";"CHEMBL5321262";"37402317";"10.1021/acs.jnatprod.3c00111";"2023";"J Nat Prod";"86";"1698";"1707";"";"";"";"";"";""
"CHEMBL5323545";"F";"Antiviral activity against SARS-CoV-2 variant Omicron BA.3 infected African green monkey Vero E6 cells assessed as reduction in virus-induced cytopathic effect preincubated with virus for 1 hr followed by infection with cells and measured after 72 hrs by microscopic analysis";"Severe acute respiratory syndrome coronavirus 2";"6";"6";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"Omicron BA.3";"Scientific Literature";"2697049";"";"";"Vero E6";"";"CHEMBL5321262";"37402317";"10.1021/acs.jnatprod.3c00111";"2023";"J Nat Prod";"86";"1698";"1707";"";"";"";"";"";""
"CHEMBL5323546";"F";"Antiviral activity against SARS-CoV-2 variant Omicron BA.4 infected African green monkey Vero E6 cells assessed as reduction in virus-induced cytopathic effect preincubated with virus for 1 hr followed by infection with cells and measured after 72 hrs by microscopic analysis";"Severe acute respiratory syndrome coronavirus 2";"6";"6";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"Omicron BA.4";"Scientific Literature";"2697049";"";"";"Vero E6";"";"CHEMBL5321262";"37402317";"10.1021/acs.jnatprod.3c00111";"2023";"J Nat Prod";"86";"1698";"1707";"";"";"";"";"";""
"CHEMBL4825154";"F";"Antiviral activity against SARS COV-2 infected in African green monkey Vero E6 cells expressing human ACE2 assessed as reduction in virus-induced cytopathic effect measured after 72 hrs by cell titer glo-based luminescence assay";"Severe acute respiratory syndrome coronavirus 2";"12";"12";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"2697049";"";"";"Vero E6";"";"CHEMBL4823303";"34394844";"10.1021/acsmedchemlett.1c00263";"2021";"ACS Med Chem Lett";"12";"1267";"1274";"";"";"";"";"";""
"CHEMBL5320551";"F";"Antiviral activity against SARS-CoV-2 in human A549-ACE2 cells assessed as reduction in viral growth";"Severe acute respiratory syndrome coronavirus 2";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"2697049";"";"";"A549-ACE2";"";"CHEMBL5316353";"36857133";"10.1021/acs.jmedchem.2c01229";"2023";"J Med Chem";"66";"3664";"3702";"";"";"";"";"";""
"CHEMBL5336368";"F";"Antiviral activity against SARS-CoV-2 USA-WA1/2020 infected in Vero E6 cells assessed as reduction in viral replication incubated for 3 days by viral plaque assay";"Severe acute respiratory syndrome coronavirus 2";"7";"7";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"USA-WA1/2020";"Scientific Literature";"2697049";"";"";"Vero C1008";"";"CHEMBL5335779";"37244162";"10.1016/j.ejmech.2023.115491";"2023";"Eur J Med Chem";"257";"115491";"115491";"";"";"";"";"";""
"CHEMBL5336371";"F";"Antiviral activity against SARS CoV-2 nCoV-2019BetaCoV/Wuhan/WIV04/2019 infected in African green monkey Vero E6 cells by CCK8 assay";"Severe acute respiratory syndrome coronavirus 2";"4";"4";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"nCoV-2019BetaCoV/Wuhan/WIV04/2019";"Scientific Literature";"2697049";"";"";"Vero C1008";"";"CHEMBL5335779";"37244162";"10.1016/j.ejmech.2023.115491";"2023";"Eur J Med Chem";"257";"115491";"115491";"";"";"";"";"";""
"CHEMBL5372018";"F";"Antiviral activity against SARS-CoV-2 Omicron BA.1 infected in African green monkey Vero E6 cells assessed as inhibition of plaque formation at 50 uM incubated for 1 hr followed by virus-drug mixture washout and further addition of media without compound for 5 to 7 days by crystal violet staining based assay relative to control";"Severe acute respiratory syndrome coronavirus 2";"12";"12";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"Omicron BA.1";"Scientific Literature";"2697049";"";"";"Vero E6";"";"CHEMBL5370560";"37267066";"10.1021/acs.jnatprod.3c00104";"2023";"J Nat Prod";"86";"1428";"1436";"";"";"";"";"";""
"CHEMBL5372022";"F";"Antiviral activity against SARS-CoV-2 Delta infected in African green monkey Vero E6 cells assessed as inhibition of plaque formation at 0.5 uM incubated for 1 hr followed by virus-drug mixture washout and further addition of media without compound for 5 to 7 days by crystal violet staining based assay relative to control";"Severe acute respiratory syndrome coronavirus 2";"2";"2";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"Delta";"Scientific Literature";"2697049";"";"";"Vero E6";"";"CHEMBL5370560";"37267066";"10.1021/acs.jnatprod.3c00104";"2023";"J Nat Prod";"86";"1428";"1436";"";"";"";"";"";""
"CHEMBL5372023";"F";"Antiviral activity against SARS-CoV-2 Omicron BA.1 infected in African green monkey Vero E6 cells assessed as inhibition of plaque formation at 5 uM incubated for 1 hr followed by virus-drug mixture washout and further addition of media without compound for 5 to 7 days by crystal violet staining based assay relative to control";"Severe acute respiratory syndrome coronavirus 2";"10";"10";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"Omicron BA.1";"Scientific Literature";"2697049";"";"";"Vero E6";"";"CHEMBL5370560";"37267066";"10.1021/acs.jnatprod.3c00104";"2023";"J Nat Prod";"86";"1428";"1436";"";"";"";"";"";""
"CHEMBL5369860";"F";"Antiviral activity against SARS-CoV-2 infected in Vero E6 cells assessed as fold change preincubated with cells for 1 day followed by viral infection and measured after 3 days by qRT-PCR analysis relative to YH-53";"Severe acute respiratory syndrome coronavirus 2";"3";"3";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"2697049";"";"";"Vero E6";"";"CHEMBL5365531";"37756225";"10.1021/acs.jmedchem.3c00777";"2023";"J Med Chem";"66";"13516";"13529";"";"";"";"";"";""
"CHEMBL4651403";"F";"Antiviral activity determined as inhibition of SARS-CoV-2 induced cytotoxicity of VERO-6 cells at 10 uM after 48 hours exposure to 0.01 MOI SARS CoV-2 virus by high content imaging";"Chlorocebus sabaeus";"4306";"8710";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"IMI-CARE SARS-CoV-2 Data";"60711";"";"";"Vero C1008";"";"CHEMBL4651402";"None";"10.6019/CHEMBL4651402";"2021";"None";"None";"None";"None";"";"";"";"";"";""
"CHEMBL5324258";"F";"Antiviral activity against SARS-CoV-2 Omicron BA.2 infected in human A549-hACE2-TMPRSS2 cells assessed as fold reduction in viral replication pre-incubated with compound followed by viral infection measured after 72 hrs by ELISA assay relative to SARS-CoV-2 WA1";"Severe acute respiratory syndrome coronavirus 2";"3";"3";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"Omicron BA.2";"Scientific Literature";"2697049";"";"";"A549-hACE2-TMPRSS2";"";"CHEMBL5321279";"37596939";"10.1021/acs.jmedchem.3c00750";"2023";"J Med Chem";"66";"11701";"11717";"";"";"";"";"";""
"CHEMBL5030360";"F";"Antiviral activity against SARS CoV-2 infected in African green monkey Vero cells assessed as inhibition of viral replication incubated for 48 to 72 hrs by plaque reduction assay";"Severe acute respiratory syndrome coronavirus 2";"3";"3";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"2697049";"";"";"Vero";"";"CHEMBL5029188";"34865476";"10.1021/acs.jmedchem.1c01037";"2021";"J Med Chem";"64";"17846";"17865";"";"";"";"";"";""
"CHEMBL5390946";"F";"Antiviral activity against SARS-CoV-2 infected Chlorocebus sabaeus Vero E6 cells assessed as inhibition of viral replication";"Severe acute respiratory syndrome coronavirus 2";"21";"21";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"2697049";"";"";"Vero E6";"";"CHEMBL5390215";"37770002";"10.1016/j.bmcl.2023.129489";"2023";"Bioorg Med Chem Lett";"96";"129489";"129489";"";"";"";"";"";""
"CHEMBL5508586";"F";"Antiviral activity against SARS-CoV-2 WA1 harboring NSP5 T21I mutant infected in HEK293T cells measured after 48 hrs by Nano-Glo luciferase assay";"Severe acute respiratory syndrome coronavirus 2";"3";"3";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"WA1";"Scientific Literature";"2697049";"";"";"HEK293T";"";"CHEMBL5505997";"38432056";"10.1016/j.ejmech.2024.116263";"2024";"Eur J Med Chem";"268";"116263";"116263";"";"";"";"";"";""
"CHEMBL5336307";"F";"Antiviral activity against SARS-CoV-2 variant Omicron BA.2 infected in African green monkey Vero E6 cells assessed as reduction in virus-induced cytopathic effect";"Severe acute respiratory syndrome coronavirus 2";"13";"13";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"Omicron BA.2";"Scientific Literature";"2697049";"";"";"Vero C1008";"";"CHEMBL5335778";"37229831";"10.1016/j.ejmech.2023.115503";"2023";"Eur J Med Chem";"257";"115503";"115503";"";"";"";"";"";""
"CHEMBL5323222";"F";"Antiviral activity against SARS-CoV-2 B.1 lineage infected in human Calu-3 cells assessed as inhibition of viral replication";"Severe acute respiratory syndrome coronavirus 2";"4";"4";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"B.1";"Scientific Literature";"2697049";"";"";"Calu-3";"";"CHEMBL5321246";"37257024";"10.1021/acs.jnatprod.3c00249";"2023";"J Nat Prod";"86";"1536";"1549";"";"";"";"";"";""
"CHEMBL5323517";"F";"Antiviral activity against SARS-CoV-2 variant Omicron BA.3 infected in African green monkey Vero E6 cells assessed as inhibition of virus titers of progeny virus in supernatant at 75 uM measured after 72 hrs by CPE assay relative to control";"Severe acute respiratory syndrome coronavirus 2";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"Omicron BA.3";"Scientific Literature";"2697049";"";"";"Vero E6";"";"CHEMBL5321262";"37402317";"10.1021/acs.jnatprod.3c00111";"2023";"J Nat Prod";"86";"1698";"1707";"";"";"";"";"";""
"CHEMBL5323540";"F";"Antiviral activity against SARS-CoV-2 variant Omicron BA.5 infected African green monkey Vero E6 cells assessed as reduction in virus-induced cytopathic effect at 37.5 uM preincubated with virus for 1 hr followed by infection with cells and measured after 72 hrs by microscopic analysis";"Severe acute respiratory syndrome coronavirus 2";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"Omicron BA.5";"Scientific Literature";"2697049";"";"";"Vero E6";"";"CHEMBL5321262";"37402317";"10.1021/acs.jnatprod.3c00111";"2023";"J Nat Prod";"86";"1698";"1707";"";"";"";"";"";""
"CHEMBL5336392";"F";"Antiviral activity against SARS-CoV-2 WA1 infected in human A549-hACE2-TMPRSS2 cells assessed as reduction in viral replication";"Severe acute respiratory syndrome coronavirus 2";"2";"2";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"WA1";"Scientific Literature";"2697049";"";"";"";"";"CHEMBL5335779";"37244162";"10.1016/j.ejmech.2023.115491";"2023";"Eur J Med Chem";"257";"115491";"115491";"";"";"";"";"";""
"CHEMBL5324247";"F";"Antiviral activity against SARS-CoV-2 Omicron BA.2 infected in human A549-hACE2-TMPRSS2 cells assessed as reduction in viral replication pre-incubated with compound followed by viral infection measured after 72 hrs by ELISA assay";"Severe acute respiratory syndrome coronavirus 2";"3";"3";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"Omicron BA.2";"Scientific Literature";"2697049";"";"";"A549-hACE2-TMPRSS2";"";"CHEMBL5321279";"37596939";"10.1021/acs.jmedchem.3c00750";"2023";"J Med Chem";"66";"11701";"11717";"";"";"";"";"";""
"CHEMBL5132024";"F";"Antiviral activity against SARS-CoV-2 inoculated in african green monkey Vero E6 cells expressing ACE2 assessed as reduction of cytopathic effect measured after 72 hrs by CellTitre-Glo based plate reader method";"Severe acute respiratory syndrome coronavirus 2";"7";"7";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"2697049";"";"";"Vero E6";"";"CHEMBL5131378";"34081439";"10.1021/acs.jmedchem.1c00335";"2022";"J Med Chem";"65";"955";"982";"";"";"";"";"";""
"CHEMBL5146802";"F";"Antiviral activity against SARS-CoV-2 isolate USA-WA1/2020 infected in Calu-3 cells at 2.8 uM preincubated for 24 hrs followed by viral infection and measured after 48 hrs by Hoechst 33342 staining based microscopic method";"Severe acute respiratory syndrome coronavirus 2";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"USA-WA1/2020";"Scientific Literature";"2697049";"";"";"";"";"CHEMBL5143626";"35290044";"10.1021/acs.jnatprod.2c00015";"2022";"J Nat Prod";"85";"657";"665";"";"";"";"";"";""
"CHEMBL5355706";"F";"Antiviral activity against SARS-CoV-2 infected in human A549-ACE2 cells assessed as viral growth inhibition";"Severe acute respiratory syndrome coronavirus 2";"5";"5";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"2697049";"";"";"A549-ACE2";"";"CHEMBL5352471";"36508969";"10.1016/j.ejmech.2022.114998";"2023";"Eur J Med Chem";"246";"114998";"114998";"";"";"";"";"";""
"CHEMBL5372031";"F";"Antiviral activity against SARS-CoV-2 Omicron BA.1 infected in African green monkey Vero E6 cells assessed as inhibition of plaque formation incubated for 1 hr followed by virus-drug mixture washout and further addition of media without compound for 5 to 7 days by crystal violet staining based assay";"Severe acute respiratory syndrome coronavirus 2";"3";"3";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"Omicron BA.1";"Scientific Literature";"2697049";"";"";"Vero E6";"";"CHEMBL5370560";"37267066";"10.1021/acs.jnatprod.3c00104";"2023";"J Nat Prod";"86";"1428";"1436";"";"";"";"";"";""
"CHEMBL5259386";"F";"Antiviral activity against SARS-CoV-2 delta infected in African green monkey Vero E6 cells expressing ACE-2/TMPRSS2 assessed as reduction in virus-induced cytopathic effect at 0.31 to 2.5 uM measured after 48 hrs by cellular ATP assay";"Severe acute respiratory syndrome coronavirus 2";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"Delta";"Scientific Literature";"2697049";"";"";"Vero E6";"";"CHEMBL5257090";"37043739";"10.1021/acs.jnatprod.3c00159";"2023";"J Nat Prod";"86";"1061";"1073";"";"";"";"";"";""
"CHEMBL5330091";"F";"Antiviral activity against SARS-CoV-2 infected in A549 cells expressing ACE2";"Severe acute respiratory syndrome coronavirus 2";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"2697049";"";"";"A549";"";"CHEMBL5329186";"37859715";"10.1039/d3md00306j";"2023";"RSC Med Chem";"14";"2068";"2078";"";"";"";"";"";""
"CHEMBL5348323";"F";"Antiviral activity against SARS-CoV-2 spike pseudotyped lentivirus infected in HEK293 cells expressing human ACE2 assessed as inhibition of viral entry into cells preincubated with cell for 1 hrs followed by viral infection for 1 hrs and further replaced with fresh medium and measured 48 hrs post transduction by luminescence based luciferase reporter assay";"Severe acute respiratory syndrome coronavirus 2";"2";"4";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"2697049";"";"";"HEK293T";"";"CHEMBL5346896";"36724633";"10.1016/j.ejmech.2023.115152";"2023";"Eur J Med Chem";"249";"115152";"115152";"";"";"";"";"";""
"CHEMBL5348053";"F";"Antiviral activity against SARS-CoV-2 infected in African green monkey Vero E6 cells assessed as inhibition of virus growth";"Severe acute respiratory syndrome coronavirus 2";"7";"7";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"2697049";"";"";"Vero E6";"";"CHEMBL5346888";"36708678";"10.1016/j.ejmech.2023.115136";"2023";"Eur J Med Chem";"249";"115136";"115136";"";"";"";"";"";""
"CHEMBL5377125";"F";"Antiviral activity against SARS-CoV-2 Delta (B.1.617.2) infected in African green monkey Vero E6 cells assessed as reduction in viral replication treated for 1 hr followed by replacement with fresh medium containing compounds measured after 23 hrs in presence of CP-100356 by qRT-PCR analysis";"Severe acute respiratory syndrome coronavirus 2";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"Delta (B.1.617.2)";"Scientific Literature";"2697049";"";"";"Vero E6";"";"CHEMBL5375961";"37992202";"10.1021/acs.jmedchem.3c01876";"2023";"J Med Chem";"66";"16426";"16440";"";"";"";"";"";""
