PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Data Validity Comment
6,103293253,44320600,CC(C)C[C@@H](C(=O)N)NC(=O)[C@H](CC1=CC(=C(C=C1)CC(=O)O)C(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)OCC2C3=CC=CC=C3C4=CC=CC=C24,Active,,,,0.7,IC50,=,700,nM,
7,103293334,44320648,CC(C)C[C@@H](C(=O)N)NC(=O)[C@H](CC1=CC(=C(C=C1)OCC(=O)O)C(=O)O)NC(=O)[C@H](CCC(=O)OCC2=CC=CC=C2)NC(=O)OCC3C4=CC=CC=C4C5=CC=CC=C35,Active,,,,8.3,IC50,=,8300,nM,
8,103293352,44320663,CC(C)C[C@@H](C(=O)N)NC(=O)[C@H](CC1=CC(=C(C=C1)OCC(=O)O)OCC(=O)O)NC(=O)[C@H](CCC(=O)OCC2=CC=CC=C2)NC(=O)OCC3C4=CC=CC=C4C5=CC=CC=C35,Unspecified,,,,19.4,IC50,=,19400,nM,
9,103293384,44320672,CC(C)C[C@@H](C(=O)N)NC(=O)[C@H](CC1=CC(=C(C=C1)CC(=O)O)C(=O)O)NC(=O)[C@H](CCC(=O)OCC2=CC=CC=C2)NC(=O)OCC3C4=CC=CC=C4C5=CC=CC=C35,Unspecified,,,,44,IC50,=,44000,nM,
10,103293385,44320673,CC(C)C[C@@H](C(=O)N)NC(=O)[C@H](CC1=CC=C(C=C1)C(C(=O)O)C(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)OCC2C3=CC=CC=C3C4=CC=CC=C24,Active,,,,0.8,IC50,=,800,nM,
11,103293809,10327524,CC(C)C[C@@H](C(=O)N)NC(=O)[C@H](CC1=CC=C(C=C1)OCC(=O)O)NC(=O)[C@H](CCC(=O)OCC2=CC=CC=C2)NC(=O)OCCC3=CC=CC=C3,Unspecified,,,,58.2,IC50,=,58200,nM,
12,103293819,44320854,CC(C)C[C@@H](C(=O)N)NC(=O)[C@H](CC1=CC=C(C=C1)C(C(=O)O)(F)F)NC(=O)[C@H](CCC(=O)O)NC(=O)OCC2C3=CC=CC=C3C4=CC=CC=C24,Active,,,,1.4,IC50,=,1400,nM,
13,103293820,44320855,CC(C)C[C@@H](C(=O)N)NC(=O)[C@H](CC1=CC(=C(C=C1)CC(=O)O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)OCC2C3=CC=CC=C3C4=CC=CC=C24,Active,,,,4,IC50,=,4000,nM,
14,103293851,44320874,CC(C)C[C@@H](C(=O)N)NC(=O)[C@H](CC1=CC=C(C=C1)C(F)(F)P(=O)(O)O)NC(=O)[C@H](CCC(=O)OCC2=CC=CC=C2)NC(=O)OCC3C4=CC=CC=C4C5=CC=CC=C35,Active,,,,1.41,IC50,=,1410,nM,
15,103293874,44320886,CC(C)C[C@@H](C(=O)N)NC(=O)[C@H](CC1=CC=C(C=C1)OCC(=O)O)NC(=O)[C@H](CCC(=O)OCC2=CC=CC=C2)NC(=O)OCC3=CC=CC=C3,Unspecified,,,,72,IC50,=,72000,nM,
16,103293875,9810983,CC(C)C[C@@H](C(=O)N)NC(=O)[C@H](CC1=CC=C(C=C1)OCC(=O)O)NC(=O)[C@H](CCC(=O)OCC2=CC=CC=C2)NC(=O)OCC3C4=CC=CC=C4C5=CC=CC=C35,Active,,,,4.6,IC50,=,4600,nM,
