PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Data Validity Comment
8,136922528,136196485,C1[C@H](NN=C1C2=CC=CC=C2O)C3=CC=CC=C3O,Unspecified,,,,31,MIC90,=,31000,nM,
9,136922529,136196486,C1[C@H](N(N=C1C2=CC=CC=C2O)C(=O)NO)C3=CC=CC=C3O,Active,,,,8,IC50,=,8000,nM,
10,136922529,136196486,C1[C@H](N(N=C1C2=CC=CC=C2O)C(=O)NO)C3=CC=CC=C3O,Unspecified,,,,31,MIC90,>,31000,nM,
11,136922530,136196487,C1=CC=C(C(=C1)/C=N/NC(=O)NO)O,Unspecified,,,,16,MIC90,>,16000,nM,
12,136922530,136196487,C1=CC=C(C(=C1)/C=N/NC(=O)NO)O,Unspecified,,,,16,IC50,>,16000,nM,
13,136922531,136196488,C/C(=N\NC(=O)NO)/C1=CC=CC=C1O,Unspecified,,,,4,MIC90,>,4000,nM,
14,136922531,136196488,C/C(=N\NC(=O)NO)/C1=CC=CC=C1O,Unspecified,,,,4,IC50,>,4000,nM,
15,136925762,136196517,C1[C@H](N(N=C1C2=CC=CC=C2O)C(=O)NO)C3=CC=C(C=C3)O,Unspecified,,,,31,MIC90,>,31000,nM,
16,136925762,136196517,C1[C@H](N(N=C1C2=CC=CC=C2O)C(=O)NO)C3=CC=C(C=C3)O,Unspecified,,,,13,IC50,=,13000,nM,
17,136925763,136196518,C1[C@H](N(N=C1C2=CC=CC=C2O)C(=O)C3=CC=NC=C3)C4=CC=C(C=C4)O,Unspecified,,,,8,MIC90,>,8000,nM,
18,136925763,136196518,C1[C@H](N(N=C1C2=CC=CC=C2O)C(=O)C3=CC=NC=C3)C4=CC=C(C=C4)O,Unspecified,,,,8,IC50,>,8000,nM,
19,136925764,136196519,C1[C@H](N(N=C1C2=CC=CC=C2O)S(=O)(=O)C3=CC=CC=C3)C4=CC=C(C=C4)O,Unspecified,,,,16,MIC90,>,16000,nM,
20,136925764,136196519,C1[C@H](N(N=C1C2=CC=CC=C2O)S(=O)(=O)C3=CC=CC=C3)C4=CC=C(C=C4)O,Unspecified,,,,16,IC50,>,16000,nM,
21,136925765,136196520,C/C(=N\NC(=O)NO)/C1=CC=C(C=C1)O,Unspecified,,,,500,MIC90,>,500000,nM,
22,136925765,136196520,C/C(=N\NC(=O)NO)/C1=CC=C(C=C1)O,Unspecified,,,,500,IC50,>,500000,nM,Outside typical range
23,136928994,136196555,C1[C@H](N(N=C1C2=CC=CC=C2O)/C(=N/O)/N)C3=CC=C(C=C3)O,Active,,,,5,IC50,=,5000,nM,
24,136928994,136196555,C1[C@H](N(N=C1C2=CC=CC=C2O)/C(=N/O)/N)C3=CC=C(C=C3)O,Unspecified,,,,21,MIC90,=,21000,nM,
25,136932227,719839,C1[C@H](NN=C1C2=CC=CC=C2O)C3=CC=C(C=C3)O,Unspecified,,,,31,MIC90,>,31000,nM,
26,136932227,719839,C1[C@H](NN=C1C2=CC=CC=C2O)C3=CC=C(C=C3)O,Unspecified,,,,20,IC50,=,20000,nM,
27,136932228,136126519,C1[C@H](N(N=C1C2=CC=CC=C2O)C(=N)N)C3=CC=CC=C3O,Active,,,,7,IC50,=,7000,nM,
28,136932228,136126519,C1[C@H](N(N=C1C2=CC=CC=C2O)C(=N)N)C3=CC=CC=C3O,Unspecified,,,,42,MIC90,=,42000,nM,
29,136932229,136126520,C1[C@H](N(N=C1C2=CC=CC=C2O)/C(=N/O)/N)C3=CC=CC=C3O,Active,,,,4,IC50,=,4000,nM,
30,136932229,136126520,C1[C@H](N(N=C1C2=CC=CC=C2O)/C(=N/O)/N)C3=CC=CC=C3O,Unspecified,,,,16,MIC90,=,16000,nM,
31,136932230,136126521,C1[C@H](N(N=C1C2=CC=CC=C2O)C(=O)C3=CC=CC=C3)C4=CC=CC=C4O,Unspecified,,,,31,MIC90,>,31000,nM,
32,136932230,136126521,C1[C@H](N(N=C1C2=CC=CC=C2O)C(=O)C3=CC=CC=C3)C4=CC=CC=C4O,Unspecified,,,,31,IC50,>,31000,nM,
33,136932231,136126522,CC1=CC=C(C=C1)S(=O)(=O)N2[C@@H](CC(=N2)C3=CC=CC=C3O)C4=CC=C(C=C4)O,Unspecified,,,,31,MIC90,>,31000,nM,
34,136932231,136126522,CC1=CC=C(C=C1)S(=O)(=O)N2[C@@H](CC(=N2)C3=CC=CC=C3O)C4=CC=C(C=C4)O,Unspecified,,,,31,IC50,>,31000,nM,
35,136935690,136126554,CC1=CC=CC=C1[C@@H]2CC(=NN2C(=S)N)C3=CC=CC=C3O,Unspecified,,,,63,MIC90,>,63000,nM,
36,136935690,136126554,CC1=CC=CC=C1[C@@H]2CC(=NN2C(=S)N)C3=CC=CC=C3O,Unspecified,,,,62,IC50,>,62000,nM,
37,136935691,136126555,C1[C@H](N(N=C1C2=CC=CC=C2O)C(=O)C3=CC=NC=C3)C4=CC=CC=C4O,Unspecified,,,,16,MIC90,>,16000,nM,
38,136935691,136126555,C1[C@H](N(N=C1C2=CC=CC=C2O)C(=O)C3=CC=NC=C3)C4=CC=CC=C4O,Unspecified,,,,16,IC50,>,16000,nM,
39,136935692,136126556,CC1=CC=C(C=C1)S(=O)(=O)N2[C@@H](CC(=N2)C3=CC=CC=C3O)C4=CC=CC=C4O,Unspecified,,,,31,MIC90,>,31000,nM,
40,136935692,136126556,CC1=CC=C(C=C1)S(=O)(=O)N2[C@@H](CC(=N2)C3=CC=CC=C3O)C4=CC=CC=C4O,Unspecified,,,,31,IC50,>,31000,nM,
41,136938816,136126598,CC(=O)N1[C@@H](CC(=N1)C2=CC=CC=C2O)C3=CC=CC=C3O,Unspecified,,,,31,MIC90,>,31000,nM,
42,136938816,136126598,CC(=O)N1[C@@H](CC(=N1)C2=CC=CC=C2O)C3=CC=CC=C3O,Unspecified,,,,31,IC50,>,31000,nM,
43,136938817,136126599,C1[C@H](N(N=C1C2=CC=CC=C2O)C(=N)N)C3=CC=C(C=C3)O,Unspecified,,,,125,MIC90,>,125000,nM,
44,136938817,136126599,C1[C@H](N(N=C1C2=CC=CC=C2O)C(=N)N)C3=CC=C(C=C3)O,Unspecified,,,,125,IC50,>,125000,nM,Outside typical range
45,136938818,136126600,C1[C@H](N(N=C1C2=CC=CC=C2O)S(=O)(=O)C3=CC=CC=C3)C4=CC=CC=C4O,Active,,,,8,IC50,=,8000,nM,
46,136938818,136126600,C1[C@H](N(N=C1C2=CC=CC=C2O)S(=O)(=O)C3=CC=CC=C3)C4=CC=CC=C4O,Unspecified,,,,31,MIC90,>,31000,nM,
47,136938819,136126601,C1=CC(=CC=C1/C=N/NC(=O)NO)O,Unspecified,,,,250,MIC90,>,250000,nM,
48,136938819,136126601,C1=CC(=CC=C1/C=N/NC(=O)NO)O,Unspecified,,,,250,IC50,>,250000,nM,Outside typical range
49,136938820,135545742,CSC(=S)N/N=C/C1=CC=CC=C1O,Active,,,,4,IC50,=,4000,nM,
50,136938820,135545742,CSC(=S)N/N=C/C1=CC=CC=C1O,Unspecified,,,,15,MIC90,=,15000,nM,
51,136942015,136202982,C1[C@H](N(N=C1C2=CC=CC=C2O)C(=O)N)C3=CC=C(C=C3)O,Unspecified,,,,31,MIC90,>,31000,nM,
52,136942015,136202982,C1[C@H](N(N=C1C2=CC=CC=C2O)C(=O)N)C3=CC=C(C=C3)O,Unspecified,,,,31,IC50,>,31000,nM,
53,136942016,136202983,C1[C@H](N(N=C1C2=CC=CC=C2O)C(=O)C3=CC=CC=C3)C4=CC=C(C=C4)O,Unspecified,,,,31,MIC90,>,31000,nM,
54,136942016,136202983,C1[C@H](N(N=C1C2=CC=CC=C2O)C(=O)C3=CC=CC=C3)C4=CC=C(C=C4)O,Unspecified,,,,31,IC50,>,31000,nM,
55,136942017,135583288,C/C(=N\NC(=S)SC)/C1=CC=CC=C1O,Unspecified,,,,116,MIC90,=,116000,nM,
56,136942017,135583288,C/C(=N\NC(=S)SC)/C1=CC=CC=C1O,Unspecified,,,,61,IC50,=,61000,nM,
57,136945185,136203025,CC(=O)N1[C@@H](CC(=N1)C2=CC=CC=C2O)C3=CC=C(C=C3)O,Unspecified,,,,16,MIC90,>,16000,nM,
58,136945185,136203025,CC(=O)N1[C@@H](CC(=N1)C2=CC=CC=C2O)C3=CC=C(C=C3)O,Unspecified,,,,16,IC50,>,16000,nM,
59,136945186,136203026,C1[C@H](N(N=C1C2=CC=CC=C2O)C(=O)N)C3=CC=CC=C3O,Unspecified,,,,250,MIC90,>,250000,nM,
60,136945186,136203026,C1[C@H](N(N=C1C2=CC=CC=C2O)C(=O)N)C3=CC=CC=C3O,Unspecified,,,,250,IC50,>,250000,nM,Outside typical range
61,136945187,136203027,C1[C@H](N(N=C1C2=CC=CC=C2O)C(=S)N)C3=CC=CC=C3O,Unspecified,,,,250,MIC90,>,250000,nM,
62,136945187,136203027,C1[C@H](N(N=C1C2=CC=CC=C2O)C(=S)N)C3=CC=CC=C3O,Unspecified,,,,181,IC50,=,181000,nM,Outside typical range
63,136945188,135400532,CSC(=S)N/N=C/C1=CC=C(C=C1)O,Unspecified,,,,388,MIC90,=,388000,nM,
64,136945188,135400532,CSC(=S)N/N=C/C1=CC=C(C=C1)O,Unspecified,,,,137,IC50,=,137000,nM,Outside typical range
65,242084574,19649,C[C@H]1[C@@]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H]([C@@H]([C@H]2O)O)N=C(N)N)O)N=C(N)N)O[C@H]3[C@H]([C@@H]([C@H]([C@@H](O3)CO)O)O)NC)(C=O)O,Active,,,,1,MIC90,=,1000,nM,
66,242084574,19649,C[C@H]1[C@@]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H]([C@@H]([C@H]2O)O)N=C(N)N)O)N=C(N)N)O[C@H]3[C@H]([C@@H]([C@H]([C@@H](O3)CO)O)O)NC)(C=O)O,Active,,,,1,IC50,=,1000,nM,
