"ChEMBL ID";"Assay Type";"Description";"Organism";"Compounds";"Activities";"BAO Format ID";"BAO Format";"Confidence Score";"Confidence Label";"Strain";"Source";"Tax ID";"Tissue ChEMBL ID";"Tissue Name";"Cell Type";"Subcellular Fraction";"Document ChEMBL ID";"PubMed ID";"DOI";"Year";"Journal";"Volume";"First Page";"Last Page";"Assay Parameters";"Assay Classification L1";"Assay Classification L2";"Assay Classification L3";"Variant Sequence Accession";"Variant Sequence Mutation"
"CHEMBL987589";"F";"Antibacterial activity against Bacillus subtilis after 18 hrs by serial dilution method";"Bacillus subtilis";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"1423";"";"";"";"";"CHEMBL1158262";"8926488";"10.1021/np960325m";"1996";"J Nat Prod";"59";"646";"649";"";"";"";"";"";""
"CHEMBL1647921";"F";"Antibacterial activity against Bacillus subtilis NBRC 3513 after overnight incubation by medium dilution method";"Bacillus subtilis";"11";"11";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"NBRC 3513";"Scientific Literature";"1423";"";"";"";"";"CHEMBL1641423";"21095123";"10.1016/j.bmcl.2010.10.122";"2011";"Bioorg Med Chem Lett";"21";"440";"443";"";"";"";"";"";""
"CHEMBL998782";"F";"Antibacterial activity against Bacillus subtilis assessed as zone of inhibition at 1.0 mg/mL by agar well diffusion method";"Bacillus subtilis";"10";"10";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"1423";"";"";"";"";"CHEMBL1156637";"18681480";"10.1021/np800305b";"2008";"J Nat Prod";"71";"1481";"1484";"";"";"";"";"";""
"CHEMBL1013357";"F";"Antibacterial activity against Bacillus subtilis by broth microdilution method";"Bacillus subtilis";"2";"2";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"1423";"";"";"";"";"CHEMBL1152869";"18801997";"10.1126/science.1159961";"2008";"Science";"321";"1673";"1675";"";"";"";"";"";""
"CHEMBL998790";"F";"Antibacterial activity against Bacillus subtilis by agar well diffusion method";"Bacillus subtilis";"11";"11";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"1423";"";"";"";"";"CHEMBL1156637";"18681480";"10.1021/np800305b";"2008";"J Nat Prod";"71";"1481";"1484";"";"";"";"";"";""
"CHEMBL1696165";"F";"Induction of promoter liaI in Bacillus subtilis at 0.5 to 2 ug/ml";"Bacillus subtilis";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"1423";"";"";"";"";"CHEMBL1687728";"19164157";"10.1128/aac.01046-08";"2009";"Antimicrob Agents Chemother";"53";"1619";"1623";"";"";"";"";"";""
"CHEMBL1696160";"F";"Induction of sigX gene expression in Bacillus subtilis by real-time RT-PCR";"Bacillus subtilis";"2";"2";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"1423";"";"";"";"";"CHEMBL1687728";"19164157";"10.1128/aac.01046-08";"2009";"Antimicrob Agents Chemother";"53";"1619";"1623";"";"";"";"";"";""
"CHEMBL1696142";"F";"Induction of ypuD gene expression in Bacillus subtilis at 1 ug/ml by microarray analysis relative to untreated control";"Bacillus subtilis";"2";"2";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"1423";"";"";"";"";"CHEMBL1687728";"19164157";"10.1128/aac.01046-08";"2009";"Antimicrob Agents Chemother";"53";"1619";"1623";"";"";"";"";"";""
"CHEMBL995434";"F";"Antibacterial activity against Bacillus subtilis ATCC 6051 at 37 degC after 24 hrs by filter paper disk method";"Bacillus subtilis";"21";"41";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"ATCC 6051";"Scientific Literature";"1423";"";"";"";"";"CHEMBL1137675";"18472189";"10.1016/j.ejmech.2008.03.026";"2009";"Eur J Med Chem";"44";"1751";"1757";"";"";"";"";"";""
"CHEMBL917004";"F";"Antibacterial activity against Bacillus subtils at 100 ug/100 uL after 24 hrs";"Bacillus subtilis";"4";"4";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"1423";"";"";"";"";"CHEMBL1147125";"17385913";"10.1021/np068052a";"2007";"J Nat Prod";"70";"849";"852";"";"";"";"";"";""
"CHEMBL892916";"F";"Antibacterial activity against Bacillus subtilis at 20 ug/ml by agar plate diffusion technique";"Bacillus subtilis";"42";"42";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"1423";"";"";"";"";"CHEMBL1147862";"17331622";"10.1016/j.ejmech.2006.12.010";"2007";"Eur J Med Chem";"42";"823";"840";"";"";"";"";"";""
"CHEMBL978098";"F";"Antibacterial activity against Bacillus subtilis ATCC 6633 after 24 hrs by MTT assay";"Bacillus subtilis";"28";"28";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"1423";"";"";"";"";"CHEMBL1156708";"18192085";"10.1016/j.ejmech.2007.11.026";"2008";"Eur J Med Chem";"43";"1828";"1836";"";"";"";"";"";""
"CHEMBL962579";"F";"Antimicrobial activity against Bacillus subtilis at 50 ug/disk";"Bacillus subtilis";"3";"3";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"1423";"";"";"";"";"CHEMBL1151153";"None";"10.1021/np50069a012";"1990";"J Nat Prod";"53";"615";"622";"";"";"";"";"";""
"CHEMBL962596";"F";"Antimicrobial activity against Bacillus subtilis by at 20 ug/disk by disk diffusion method";"Bacillus subtilis";"4";"4";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"1423";"";"";"";"";"CHEMBL1158905";"None";"10.1021/np50069a021";"1990";"J Nat Prod";"53";"669";"674";"";"";"";"";"";""
"CHEMBL1038486";"F";"Antibacterial activity against Bacillus subtilis at 1 mg/mL after 18 hrs by disc diffusion assay";"Bacillus subtilis";"14";"14";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"1423";"";"";"";"";"CHEMBL1154647";"19853328";"10.1016/j.ejmech.2009.09.045";"2010";"Eur J Med Chem";"45";"203";"209";"";"";"";"";"";""
"CHEMBL957747";"F";"Antimicrobial activity against Bacillus subtilis ATCC 9372 after 2 days by twofold serial broth dilution method";"Bacillus subtilis";"13";"13";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"ATCC 9372";"Scientific Literature";"1423";"";"";"";"";"CHEMBL1159028";"1517735";"10.1021/np50083a010";"1992";"J Nat Prod";"55";"620";"625";"";"";"";"";"";""
"CHEMBL983186";"F";"Antibacterial activity against Bacillus subtilis at 100 ug/mL";"Bacillus subtilis";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"1423";"";"";"";"";"CHEMBL1158277";"None";"10.1021/np960396l";"1996";"J Nat Prod";"59";"1157";"1158";"";"";"";"";"";""
"CHEMBL986186";"F";"Antibacterial activity against Bacillus subtilis ATCC 6051 by dilution assay";"Bacillus subtilis";"7";"7";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"1423";"";"";"";"";"CHEMBL1151706";"18990580";"10.1016/j.bmc.2008.10.033";"2008";"Bioorg Med Chem";"16";"9898";"9903";"";"";"";"";"";""
"CHEMBL921679";"F";"Antibacterial activity against Bacillus subtilis ATCC 6633 after 18 hrs by serial agar dilution method";"Bacillus subtilis";"4";"4";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"1423";"";"";"";"";"CHEMBL1144800";"18375122";"10.1016/j.bmcl.2008.03.038";"2008";"Bioorg Med Chem Lett";"18";"2585";"2589";"";"";"";"";"";""
"CHEMBL1056083";"F";"Antibacterial activity against Bacillus subtilis NCIM 2613 at 50 ug/ml by agar cup plate method";"Bacillus subtilis";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"NCIM 2613";"Scientific Literature";"1423";"";"";"";"";"CHEMBL1154632";"19837487";"10.1016/j.ejmech.2009.09.028";"2010";"Eur J Med Chem";"45";"85";"89";"";"";"";"";"";""
"CHEMBL1016335";"F";"Antibacterial activity against Bacillus subtilis PTCC 1023 after 24 hrs by microplate alamar blue assay";"Bacillus subtilis";"13";"13";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"PTCC 1023";"Scientific Literature";"1423";"";"";"";"";"CHEMBL1137743";"19056147";"10.1016/j.ejmech.2008.10.022";"2009";"Eur J Med Chem";"44";"2145";"2157";"";"";"";"";"";""
"CHEMBL826284";"F";"Zone of inhibition of Bacillus subtilis at compound concentration of 160 mg/mL";"Bacillus subtilis";"10";"10";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"1423";"";"";"";"";"CHEMBL1145222";"15582443";"10.1016/j.bmcl.2004.09.084";"2005";"Bioorg Med Chem Lett";"15";"221";"226";"";"";"";"";"";""
"CHEMBL650436";"F";"Inhibition of Bacillus subtilis spore germination, activity is expressed as log of the reciprocal of Casida's I50 value.";"Bacillus subtilis";"7";"7";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"1423";"";"";"";"";"CHEMBL1122474";"6887198";"10.1021/jm00363a006";"1983";"J Med Chem";"26";"1235";"1239";"";"";"";"";"";""
"CHEMBL1067283";"F";"Antimicrobial activity against Bacillus subtilis MTCC 1789 at 10 ug/ml after 24 hrs by agar diffusion method";"Bacillus subtilis";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"MTCC 1789";"Scientific Literature";"1423";"";"";"";"";"CHEMBL1153097";"19896853";"10.1016/j.bmc.2009.10.035";"2009";"Bioorg Med Chem";"17";"8168";"8173";"";"";"";"";"";""
"CHEMBL1634847";"F";"Antibacterial activity against Bacillus subtilis isolate 6 harboring 272C-G KsgA mutant and expressing amino acid exchange at Ser 91 -stop codon in KsgA gene";"Bacillus subtilis";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"isolate 6";"Scientific Literature";"1423";"";"";"";"";"CHEMBL1629584";"19001112";"10.1128/aac.00873-08";"2009";"Antimicrob Agents Chemother";"53";"193";"201";"";"";"";"";"";""
"CHEMBL1009346";"F";"Antibacterial activity against Bacillus subtilis ATCC 9372 up to 400 ug/ml after 2 days by twofold serial dilution method";"Bacillus subtilis";"3";"3";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"ATCC 9372";"Scientific Literature";"1423";"";"";"";"";"CHEMBL1149749";"1453180";"10.1021/np50088a008";"1992";"J Nat Prod";"55";"1436";"1440";"";"";"";"";"";""
"CHEMBL1029431";"F";"Antimicrobial activity against Bacillus subtilis UFPEDA 16 at 300 ug/disk after 24 hrs by disk diffusion method";"Bacillus subtilis";"15";"15";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"UFPEDA 16";"Scientific Literature";"1423";"";"";"";"";"CHEMBL1158358";"19027993";"10.1016/j.ejmech.2008.10.006";"2009";"Eur J Med Chem";"44";"2038";"2043";"";"";"";"";"";""
"CHEMBL650973";"F";"Minimum inhibitory concentration of salt was tested against Bacillus subtilis at 0.1 M NaH2PO4 adjusted to pH 7.0";"Bacillus subtilis";"12";"12";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"1423";"";"";"";"";"CHEMBL1121429";"7381846";"10.1021/jm00179a001";"1980";"J Med Chem";"23";"469";"473";"";"";"";"";"";""
"CHEMBL1781650";"F";"Antibacterial activity against Bacillus subtilis NCIM 2063 at 100 ug/ml after 24 hrs by agar disc diffusion method";"Bacillus subtilis";"20";"20";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"NCIM 2063";"Scientific Literature";"1423";"";"";"";"";"CHEMBL1777684";"21612921";"10.1016/j.bmcl.2011.04.142";"2011";"Bioorg Med Chem Lett";"21";"3536";"3540";"";"";"";"";"";""
"CHEMBL1174354";"F";"Antibacterial activity against Bacillus subtilis after 24 hrs by serial dilution method";"Bacillus subtilis";"21";"41";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"1423";"";"";"";"";"CHEMBL1177846";"20347509";"10.1016/j.ejmech.2010.03.002";"2010";"Eur J Med Chem";"45";"2806";"2816";"";"";"";"";"";""
"CHEMBL650415";"F";"Compound was tested in vitro for antibacterial activity against Bacillus subtilis.";"Bacillus subtilis";"5";"5";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"1423";"";"";"";"";"CHEMBL1130611";"9873624";"10.1016/s0960-894x(98)00502-2";"1998";"Bioorg Med Chem Lett";"8";"2793";"2796";"";"";"";"";"";""
"CHEMBL923284";"F";"Antibacterial activity against Bacillus subtilis ATCC 6633 by broth microdilution method";"Bacillus subtilis";"13";"13";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"1423";"";"";"";"";"CHEMBL1139755";"17624776";"10.1016/j.bmcl.2007.06.075";"2007";"Bioorg Med Chem Lett";"17";"5227";"5232";"";"";"";"";"";""
"CHEMBL1634454";"F";"Bactericidal activity against Bacillus subtilis DSM 347 after 24 hrs";"Bacillus subtilis";"4";"4";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"DSM 347";"Scientific Literature";"1423";"";"";"";"";"CHEMBL1629652";"19104020";"10.1128/aac.01254-08";"2009";"Antimicrob Agents Chemother";"53";"1132";"1141";"";"";"";"";"";""
"CHEMBL1114377";"F";"Antibacterial activity against Bacillus subtilis at 100 ug/disk after 24 hrs by disk diffusion method";"Bacillus subtilis";"2";"2";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"1423";"";"";"";"";"CHEMBL1156232";"20350811";"10.1016/j.bmc.2010.03.019";"2010";"Bioorg Med Chem";"18";"2849";"2863";"";"";"";"";"";""
"CHEMBL922050";"F";"Antibacterial activity against Bacillus subtilis NRRLB-558 after 18 hrs by serial agar dilution method";"Bacillus subtilis";"8";"8";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"1423";"";"";"";"";"CHEMBL1144047";"17904373";"10.1016/j.bmc.2007.09.022";"2008";"Bioorg Med Chem";"16";"428";"436";"";"";"";"";"";""
"CHEMBL832800";"F";"Minimum inhibitory concentration against gram positive Bacillus subtilis (MTCC 441) using broth dilution method";"Bacillus subtilis";"19";"19";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"1423";"";"";"";"";"CHEMBL1142803";"16046127";"10.1016/j.bmcl.2005.05.045";"2005";"Bioorg Med Chem Lett";"15";"3953";"3956";"";"";"";"";"";""
"CHEMBL650976";"F";"Minimum inhibitory concentration required against Bacillus subtilis was determined";"Bacillus subtilis";"16";"16";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"1423";"";"";"";"";"CHEMBL1137973";"14684293";"10.1016/j.bmcl.2003.10.032";"2004";"Bioorg Med Chem Lett";"14";"37";"41";"";"";"";"";"";""
"CHEMBL650779";"F";"Antimicrobial activity against Bacillus subtilis after 96 hr incubation";"Bacillus subtilis";"25";"25";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"1423";"";"";"";"";"CHEMBL1135862";"12443764";"10.1016/s0960-894x(02)00824-7";"2002";"Bioorg Med Chem Lett";"12";"3509";"3513";"";"";"";"";"";""
"CHEMBL875066";"F";"Antimicrobial activity against Bacillus subtilis after 96h incubation";"Bacillus subtilis";"26";"26";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"1423";"";"";"";"";"CHEMBL1135862";"12443764";"10.1016/s0960-894x(02)00824-7";"2002";"Bioorg Med Chem Lett";"12";"3509";"3513";"";"";"";"";"";""
"CHEMBL1054054";"F";"Antibacterial activity against Bacillus subtilis at 1000 ug/ml after 24 hrs by agar diffusion method";"Bacillus subtilis";"11";"11";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"1423";"";"";"";"";"CHEMBL1153007";"19371978";"10.1016/j.ejmech.2009.03.022";"2009";"Eur J Med Chem";"44";"3330";"3339";"";"";"";"";"";""
"CHEMBL1061467";"F";"Antimicrobial activity against Bacillus subtilis ATCC 11229 after 24 hrs by dilution susceptibility assay";"Bacillus subtilis";"12";"12";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"ATCC 11229";"Scientific Literature";"1423";"";"";"";"";"CHEMBL1152963";"19481948";"10.1016/j.bmc.2009.05.023";"2009";"Bioorg Med Chem";"17";"4323";"4326";"";"";"";"";"";""
"CHEMBL892643";"F";"Antibacterial activity against Bacillus subtilis ATCC 6051 after 18 hrs";"Bacillus subtilis";"17";"17";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"1423";"";"";"";"";"CHEMBL1147210";"17316916";"10.1016/j.ejmech.2006.12.034";"2007";"Eur J Med Chem";"42";"985";"992";"";"";"";"";"";""
"CHEMBL1250169";"F";"Antibacterial activity against Bacillus subtilis 168 1A1 after 24 hrs by CLSI method";"Bacillus subtilis";"13";"13";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"subsp. subtilis str. 168 1A1";"Scientific Literature";"1423";"";"";"";"";"CHEMBL1240320";"17143270";"10.1038/nchembio842";"2007";"Nat Chem Biol";"3";"44";"49";"";"";"";"";"";""
"CHEMBL926276";"F";"Antibacterial activity against Bacillus subtilis at 100 ug/disk";"Bacillus subtilis";"6";"6";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"1423";"";"";"";"";"CHEMBL1140638";"17608440";"10.1021/np070241l";"2007";"J Nat Prod";"70";"1308";"1311";"";"";"";"";"";""
"CHEMBL970103";"F";"Antimicrobial activity against Bacillus subtilis CECT39";"Bacillus subtilis";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"1423";"";"";"";"";"CHEMBL1141847";"10346960";"10.1021/np980359p";"1999";"J Nat Prod";"62";"750";"751";"";"";"";"";"";""
"CHEMBL1168535";"F";"Antibacterial activity against Bacillus subtilis NCIM 2546 at > 100 mg/ml after 24 hrs by disc diffusion method";"Bacillus subtilis";"3";"3";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"NCIM 2546";"Scientific Literature";"1423";"";"";"";"";"CHEMBL1165858";"20171758";"10.1016/j.ejmech.2010.01.050";"2010";"Eur J Med Chem";"45";"2629";"2633";"";"";"";"";"";""
"CHEMBL1166954";"F";"Antibacterial activity against Bacillus subtilis ATCC 6633 by double-microdilution method";"Bacillus subtilis";"6";"6";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"ATCC 6633";"Scientific Literature";"1423";"";"";"";"";"CHEMBL1165913";"20409719";"10.1016/j.bmc.2010.03.060";"2010";"Bioorg Med Chem";"18";"3735";"3746";"";"";"";"";"";""
"CHEMBL1106940";"F";"Antimicrobial activity against Bacillus subtilis after 24 hrs by liquid dilution method";"Bacillus subtilis";"9";"9";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"1423";"";"";"";"";"CHEMBL1154835";"20005020";"10.1016/j.ejmech.2009.11.038";"2010";"Eur J Med Chem";"45";"1200";"1205";"";"";"";"";"";""
"CHEMBL1250160";"F";"Antibacterial activity against Bacillus subtilis 168 M1 harboring G163A mutation in P4 motif after 24 hrs by CLSI method";"Bacillus subtilis";"4";"4";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"subsp. subtilis str. 168 M1";"Scientific Literature";"1423";"";"";"";"";"CHEMBL1240320";"17143270";"10.1038/nchembio842";"2007";"Nat Chem Biol";"3";"44";"49";"";"";"";"";"";""
"CHEMBL1039727";"F";"Antimicrobial activity against Bacillus subtilis at 5 ug/mL by agar diffusion method";"Bacillus subtilis";"8";"8";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"1423";"";"";"";"";"CHEMBL1152689";"19864149";"10.1016/j.bmc.2009.10.012";"2009";"Bioorg Med Chem";"17";"8012";"8019";"";"";"";"";"";""
"CHEMBL1696151";"F";"Induction of pbpI gene expression in Bacillus subtilis at 1 ug/ml by microarray analysis relative to untreated control";"Bacillus subtilis";"2";"2";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"1423";"";"";"";"";"CHEMBL1687728";"19164157";"10.1128/aac.01046-08";"2009";"Antimicrob Agents Chemother";"53";"1619";"1623";"";"";"";"";"";""
"CHEMBL1696038";"F";"Induction of yrhH gene expression in Bacillus subtilis at 1 ug/ml by microarray analysis relative to untreated control";"Bacillus subtilis";"2";"2";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"1423";"";"";"";"";"CHEMBL1687728";"19164157";"10.1128/aac.01046-08";"2009";"Antimicrob Agents Chemother";"53";"1619";"1623";"";"";"";"";"";""
"CHEMBL1696035";"F";"Induction of ydaH gene expression in Bacillus subtilis at 1 ug/ml by microarray analysis relative to untreated control";"Bacillus subtilis";"2";"2";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"1423";"";"";"";"";"CHEMBL1687728";"19164157";"10.1128/aac.01046-08";"2009";"Antimicrob Agents Chemother";"53";"1619";"1623";"";"";"";"";"";""
"CHEMBL925670";"F";"Antimicrobial activity against Bacillus subtilis at 40 ug after 24 hrs by agar diffusion method";"Bacillus subtilis";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"1423";"";"";"";"";"CHEMBL1141304";"17887721";"10.1021/np070196h";"2007";"J Nat Prod";"70";"1545";"1550";"";"";"";"";"";""
"CHEMBL1173933";"F";"Antibacterial activity against Bacillus subtilis MTCC 441 at 10 ug/ml after 24 hrs by cup-plate method";"Bacillus subtilis";"4";"4";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"MTCC 441";"Scientific Literature";"1423";"";"";"";"";"CHEMBL1177873";"20413186";"10.1016/j.ejmech.2010.03.019";"2010";"Eur J Med Chem";"45";"2938";"2942";"";"";"";"";"";""
"CHEMBL650770";"F";"Inhibitory activity on germination of Bacillus subtilis PCI219 spores was determined.";"Bacillus subtilis";"46";"46";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"1423";"";"";"";"";"CHEMBL1122024";"6802973";"10.1021/jm00345a016";"1982";"J Med Chem";"25";"315";"320";"";"";"";"";"";""
