PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Data Validity Comment
6,194147299,76314610,C[C@@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)NCC1=CC=C(C=C1)C(=N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)C,Active,,,,0.0038,Ki,=,3.8,nM,
7,194174898,76329062,C[C@H]([C@@H](C(=O)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](C)NC(=O)[C@H](CCCN=C(N)N)NC(=O)C)O,Active,,,,0.019,Ki,=,19,nM,
8,194174899,76329063,C[C@H]([C@@H](C(=O)N)NC(=O)CN(CCCN=C(N)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](C)NC(=O)CN(CCCN=C(N)N)NC(=O)C)O,Active,,,,0.046,Ki,=,46,nM,
9,482050021,168271251,C1CCNC(=O)CCCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](C1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)NCC2=CC=C(C=C2)C(=N)N)CCCN=C(N)N)CCCN=C(N)N)CCCN=C(N)N,Active,,,,0.00068,Ki,=,0.68,nM,
10,482053303,168273547,C1CCNC(=O)CCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](C1)C(=O)N[C@@H](CCCCN)C(=O)NCC2=CC=C(C=C2)C(=N)N)CCCN=C(N)N)CCCN=C(N)N)CCCN=C(N)N)CC3=CC4=CC=CC=C4C=C3)CC5=CC=CC=C5,Active,,,,0.000618,Ki,=,0.618,nM,
11,482055139,168274901,C1CCNC(=O)CCCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](C1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)NCC2=CC=C(C=C2)C(=N)N)CCCN=C(N)N)CCCN=C(N)N,Active,,,,0.000504,Ki,=,0.504,nM,
12,482055269,168275009,CC(C)(C)[C@@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)NCC1=CC=C(C=C1)CN)NC(=O)[C@H](CCCN=C(N)N)NC(=O)CC2=CC=C(C=C2)CN=C(N)N,Active,,,,0.00252,Ki,=,2.52,nM,
13,482055269,168275009,CC(C)(C)[C@@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)NCC1=CC=C(C=C1)CN)NC(=O)[C@H](CCCN=C(N)N)NC(=O)CC2=CC=C(C=C2)CN=C(N)N,Active,,,,0.00953,IC50,=,9.53,nM,
14,482060048,168278503,CC(C)(C)[C@@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)NCC1=CC=CC=C1)NC(=O)[C@H](CCCN=C(N)N)NC(=O)CC2=CC=C(C=C2)CN=C(N)N,Active,,,,0.00056,IC50,=,0.56,nM,
15,482062211,168280076,CC(C)(C)[C@H]1C(=O)N[C@@H](CCCCNC(=O)CCCC(=O)NCC2=CC=C(CC(=O)NCCCC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CCCN=C(N)N)CCCN=C(N)N)N)C=C2)C(=O)NCC3=CC=C(C=C3)C(=N)N,Active,,,,0.00117,Ki,=,1.17,nM,
16,482063446,168280961,C[C@H]([C@@H](C(=O)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](C)NC(=O)C(C)N1C=C(N=N1)C(CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)N)O,Active,,,,0.013,Ki,=,13,nM,
17,482071133,44656821,CSC1=C(N=C(O1)C2=C(C=C(C=C2)Cl)Cl)[P+](C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C5.[I-],Active,,,,1.57,Ki,=,1570,nM,
18,482076808,168290671,C[C@H]([C@@H](C(=O)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](C)NC(=O)CN(CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)C)O,Active,,,,0.012,Ki,=,12,nM,
19,482077814,168291421,CC(C)(C)[C@@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)NCC1=CN=C(C=C1)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)CC2=CC=C(C=C2)CN=C(N)N,Active,,,,0.0008,Ki,=,0.8,nM,
20,482077814,168291421,CC(C)(C)[C@@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)NCC1=CN=C(C=C1)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)CC2=CC=C(C=C2)CN=C(N)N,Active,,,,0.00298,IC50,=,2.98,nM,
21,482079092,168292341,C[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CCCCNC(C2=CN(C(C(=O)N[C@H](C(=O)N1)CCCN=C(N)N)C)N=N2)CCCN=C(N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H]([C@@H](C)O)C(=O)N)CCCN=C(N)N)CCCN=C(N)N)CCCN=C(N)N,Active,,,,0.0167,Ki,=,16.7,nM,
22,482079221,168292436,CC(C)(C)[C@@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)NCC1=CC(=C(C=C1)C(=N)N)F)NC(=O)[C@H](CCCN=C(N)N)NC(=O)CC2=CC=C(C=C2)CN=C(N)N,Active,,,,2.23e-05,Ki,=,0.0223,nM,
23,482079221,168292436,CC(C)(C)[C@@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)NCC1=CC(=C(C=C1)C(=N)N)F)NC(=O)[C@H](CCCN=C(N)N)NC(=O)CC2=CC=C(C=C2)CN=C(N)N,Active,,,,0.00056,IC50,=,0.56,nM,
24,482079816,168292864,C[C@H]([C@@H](C(=O)N)NN(CCCNC(N)N)CNC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](C)NC(=O)[C@H](CCCN=C(N)N)NC(=O)C)O,Active,,,,0.028,Ki,=,28,nM,
25,482079847,168292887,CC(C)(C)[C@H]1C(=O)N[C@@H](CCCCNC(=O)CCN2CCN(CCC(=O)NCCCC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CCCNC(N)N)CCCN=C(N)N)N)CC2)C(=O)NCC3=CC=C(C=C3)C(=N)N,Active,,,,0.000491,Ki,=,0.491,nM,
26,482080460,168293320,CC(C)(C)[C@@H](C(=O)N[C@@H](CCCN)C(=O)NCC1=CC=C(C=C1)C(=N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)CC2=CC=C(C=C2)CN=C(N)N,Active,,,,8.8e-06,Ki,=,0.0088,nM,Outside typical range
27,482081960,132281928,CC(C)(C)[C@@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)NCC1=CC=C(C=C1)C(=N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)CC2=CC=C(C=C2)CN,Active,,,,2.24e-05,Ki,=,0.0224,nM,
28,482082438,168294632,C1CCNC(=O)CCCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](C1)C(=O)N[C@@H](CCCCN)C(=O)NCC2=CC=C(C=C2)C(=N)N)CCCN=C(N)N)CCCN=C(N)N,Active,,,,0.00105,Ki,=,1.05,nM,
29,482083493,168295205,C1CCNC(=O)CCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](C1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC2=CC=C(C=C2)C(=N)N)CCCNC(=N)N)CCCNC(=N)N)CCCNC(=N)N)CCCNC(=N)N)CC3=CC4=CC=CC=C4C=C3)CC5=CC=CC=C5,Active,,,,5.38e-05,Ki,=,0.0538,nM,
30,482087039,168297222,CC(C)[C@@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)NCC1=CC=C(C=C1)C(=N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)N,Active,,,,0.00011,Ki,=,0.11,nM,
