PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Data Validity Comment
6,475984257,156907271,C[C@H](C1=CC=CC2=CC=CC=C21)NC(=O)C3=C(C=CC(=C3)N)C=C,Unspecified,,,,54.6,Kd,=,54600,nM,
7,475984805,156907094,CC1=C(C=C(C=C1)NC(=O)C2CN(C2)C(=O)OC(C)(C)C)C(=O)N[C@H](C)C3=CC=CC4=CC=CC=C43,Unspecified,,,,32.6,Kd,=,32600,nM,
8,475985761,156907317,CC1=C(C=C(C=C1)NC2CNC2)C(=O)N[C@H](C)C3=CC=CC(=C3)C4=CC=C(S4)CNC5CCCC5,Active,,,,0.235,Kd,=,235,nM,
9,475986287,155801617,CC1=C(C=C(C=C1)NC2CNC2)C(=O)N[C@H](C)C3=CC=CC(=C3)C4=CC=C(S4)CN[C@H]5CC[C@H](C5)O,Active,,,,0.113,Kd,=,113,nM,
10,475987293,156907286,CC[C@H](C1=CC=CC2=CC=CC=C21)NC(=O)C3=C(C=CC(=C3)N(C)C4CNC4)C,Unspecified,,,,281.5,Kd,=,281500,nM,Outside typical range
11,475987592,155801618,CC1=C(C=C(C=C1)NC2CNC2)C(=O)N[C@H](C)C3=CC=CC(=C3)C4=CC=C(S4)CN5CCCC5,Active,,,,0.372,Kd,=,372,nM,
12,475988154,156907262,C[C@H](C1=CC=CC2=CC=CC=C21)NC(=O)C3=C(C=CC(=C3)N)Cl,Active,,,,2,Kd,=,2000,nM,
13,475988291,156907305,CC1=C(C=C(C=C1)NC2CNC2)C(=O)N[C@H](C)C3=CSC4=CC=CC=C43,Active,,,,8.4,Kd,=,8400,nM,
14,475988457,156907270,C[C@H](C1=CC=CC2=CC=CC=C21)NC(=O)C3=C(C=CC(=C3)N)C(F)(F)F,Unspecified,,,,454,Kd,=,454000,nM,Outside typical range
15,475989180,156907310,CC1=C(C=C(C=C1)NC2CNC2)C(=O)N[C@H](C)C3=CC=CC(=C3)C4=CC=CS4,Active,,,,0.963,Kd,=,963,nM,
16,475989360,156907307,CC1=C(C=C(C=C1)N(C)C2CNC2)C(=O)N[C@H](C)C3=NC=CC4=CC=CC=C43,Unspecified,,,,19.6,Kd,=,19600,nM,
17,475989677,156907148,CC1=C(C=C(C=C1)NC2CCNCC2)C(=O)N[C@H](C)C3=CC=CC4=CC=CC=C43,Active,,,,1.8,Kd,=,1800,nM,
18,475991216,156907306,CC1=C(C=C(C=C1)NC2CNC2)C(=O)N[C@H](C)C3=C4C5=CC=CC=C5NC4=CC=C3,Active,,,,3.9,Kd,=,3900,nM,
19,475991237,155801621,CC1=C(C=C(C=C1)NC2CNC2)C(=O)N[C@H](C)C3=CC=CC(=C3)C4=CC=C(S4)CN[C@@H]5CC[C@@H](C5)O,Active,,,,0.337,Kd,=,337,nM,
20,475991869,156907298,CC1=C(C=C(C=C1)N(C)C2CNC2)C(=O)NC(C)C3=CC=CC4=C3NC=C4,Unspecified,,,,18.8,Kd,=,18800,nM,
21,475992813,156907339,CC1=C(C=C(C=C1)NC(=O)C)C(=O)N[C@H](C)C2=CC=CC(=C2)C3=CC=C(S3)CN[C@H]4CC[C@H](C4)O,Active,,,,1.88,Kd,=,1880,nM,
22,475992962,156907183,CC1=C(C=C(C=C1)CNCC(=O)O)C(=O)N[C@H](C)C2=CC=CC3=CC=CC=C32,Unspecified,,,,26.5,Kd,=,26500,nM,
23,475993015,156907272,C[C@H](C1=CC=CC2=CC=CC=C21)NC(=O)C3=C(C=CC(=C3)N)Br,Unspecified,,,,83,Kd,=,83000,nM,
24,475993993,156907198,CC1=C(C=C(C=C1)CNC2CNC2)C(=O)N[C@H](C)C3=CC=CC4=CC=CC=C43,Active,,,,6,Kd,=,6000,nM,
25,475994001,156907311,CC1=C(C=C(C=C1)NC2CNC2)C(=O)N[C@H](C)C3=CC=CC(=C3)C4=CSC=C4,Active,,,,1.39,Kd,=,1390,nM,
26,475995380,156907248,C[C@H](C1=CC=CC2=CC=CC=C21)NC(=O)C3=C(C=CC(=C3)N)F,Unspecified,,,,1000,Kd,>,1e+06,nM,Outside typical range
27,475997788,156907182,CC1=C(C=C(C=C1)N(C)C2CNC2)C(=O)N[C@H](C)C3=CC=CC4=CC=CC=C43,Active,,,,2.8,Kd,=,2800,nM,
28,475998407,156907156,CC1=C(C=C(C=C1)NC(=O)C2CNC2)C(=O)N[C@H](C)C3=CC=CC4=CC=CC=C43,Active,,,,3.1,Kd,=,3100,nM,
29,475998937,156907285,CC1=C(C=C(C=C1)N)C(=O)N[C@H](CCO)C2=CC=CC3=CC=CC=C32,Unspecified,,,,721.5,Kd,=,721500,nM,Outside typical range
