PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Activity Comment
30,520009022,46257223,COC1=CC=C(C=C1)NC(=O)C2C3=CC=CC=[N+]3CC(=O)N2C4=CC=CC=C4O,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
31,520009735,46257219,CCC1=CC=CC(=C1N2C(C3=CC=CC=[N+]3CC2=O)C(=O)NC4=CC=CC=C4C)C,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
32,520010265,46257187,CCOC1=CC=C(C=C1)NC(=O)C2C3=CC=CC=[N+]3CC(=O)N2C4=CC=CC=C4,Active,,,,5,IC50,=,5000,nM,
33,520010281,46257142,CC1=CC(=CC=C1)N2C(C3=CC=CC=[N+]3CC2=O)C(=O)NC4=CC=CC=C4,Active,,,,6.1,IC50,=,6100,nM,
34,520010281,46257142,CC1=CC(=CC=C1)N2C(C3=CC=CC=[N+]3CC2=O)C(=O)NC4=CC=CC=C4,Unspecified,,,Potential missing data,,Inhibition,,,%,Dose-Dependent Effect
35,520010293,46257214,CC1=CC=CC=C1NC(=O)C2C3=CC=CC=[N+]3CC(=O)N2C4=CC(=CC(=C4)C)C,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
36,520010378,46257145,CC1=CC=C(C=C1)N2C(C3=CC=CC=[N+]3CC2=O)C(=O)NC4=CC=CC=C4C,Active,,,,6.1,IC50,=,6100,nM,
37,520010394,46257211,CC1=C(C(=CC=C1)C)NC(=O)C2C3=CC=CC=[N+]3CC(=O)N2C4=CC=CC(=C4)C(F)(F)F,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
38,520010478,46506027,COC1=CC=C(C=C1)N2C(C3=CC=CC=[N+]3CC2=O)C(=O)NC4=CC=C(C=C4)Cl,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
39,520010490,46246386,CCOC1=CC=C(C=C1)NC(=O)C2C3=CC=CC=[N+]3CC(=O)N2C4=CC=C(C=C4)OC,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
40,520011120,46257195,C1C(=O)N(C(C2=CC=CC=[N+]21)C(=O)NC3=CC=CC=C3)C4=CC=C(C=C4)Br,Active,,,,8.6,IC50,=,8600,nM,
41,520011686,46257156,CC1=C(C(=CC=C1)C)NC(=O)C2C3=CC=CC=[N+]3CC(=O)N2C4=CC=C(C=C4)Cl,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
42,520012243,46257172,CC1=CC=C(C=C1)N2C(=O)C[N+]3=CC=CC=C3C2(C)C(=O)NC4=CC=C(C=C4)Cl,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
43,520012327,45106270,CC1=C(C(=CC=C1)C)NC(=O)C2C3=CC=CC=[N+]3CC(=O)N2CCO,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
