PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Data Validity Comment
6,482061154,168279314,CC[C@H](C)[C@H]1C(=O)NCC(=O)N[C@H](C(=O)NCC(=O)NCC(=O)N[C@@H](CSSC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CCCN=C(N)N)C)CCCN=C(N)N)N)C(=O)N[C@@H](C)C(=O)O)CC2=CC=C(C=C2)O,Unspecified,,,,145.1,Ki,=,145100,nM,Outside typical range
7,482068504,168284659,CC[C@H](C)[C@H]1C(=O)NCC(=O)N[C@@H](CSSC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CCCN=C(N)N)C)CCCN=C(N)N)NC(=O)[C@@H]2CCCN2)C(=O)N[C@@H](C)C(=O)O,Unspecified,,,,101.2,Ki,=,101200,nM,Outside typical range
8,482070017,168285754,CC[C@H](C)[C@H]1C(=O)NCC(=O)NCC(=O)N[C@@H](CSSC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CCCN=C(N)N)C)CCCN=C(N)N)NC(=O)[C@@H]2CCCN2)C(=O)N[C@@H](C)C(=O)O,Unspecified,,,,780.3,Ki,=,780300,nM,Outside typical range
9,482072933,168287872,CC[C@H](C)[C@H]1C(=O)N[C@H](C(=O)NCC(=O)NCC(=O)N[C@@H](CSSC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CCCN=C(N)N)C(C)C)CCCN=C(N)N)NC(=O)[C@@H]2CCCN2)C(=O)N[C@H](C)C(=O)O)CC3=CC=C(C=C3)O,Unspecified,,,,25.6,Ki,=,25600,nM,
10,482076880,168290723,CC[C@H](C)[C@H]1C(=O)N[C@H](C(=O)NCC(=O)NCC(=O)N[C@@H](CSSC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CC2=CNC3=CC=CC=C32)C)CCCN=C(N)N)NC(=O)[C@@H]4CCCN4)C(=O)N[C@H](C)C(=O)O)CC5=CC=C(C=C5)O,Unspecified,,,,144.8,Ki,=,144800,nM,Outside typical range
11,482078726,168292088,CC[C@H](C)[C@H]1C(=O)NCC(=O)N[C@H](C(=O)NCC(=O)NCC(=O)N[C@@H](CSSC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CCCN=C(N)N)C)CCCCN)NC(=O)[C@@H]2CCCN2)C(=O)N[C@@H](C)C(=O)O)CC3=CC=C(C=C3)O,Unspecified,,,,376.8,Ki,=,376800,nM,Outside typical range
12,482078740,168292098,CC[C@H](C)[C@H]1C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CSSC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CCCN=C(N)N)C)CCCN=C(N)N)NC(=O)[C@@H]2CCCN2)C(=O)N[C@@H](C)C(=O)O)CC3=CC=C(C=C3)O,Unspecified,,,,467.9,Ki,=,467900,nM,Outside typical range
13,482079984,168292983,CC[C@H](C)[C@H]1C(=O)N[C@H](C(=O)NCC(=O)NCC(=O)N[C@@H](CSSC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CCCN=C(N)N)C)CCCCN)NC(=O)[C@@H]2CCCN2)C(=O)N[C@@H](C)C(=O)O)CC3=CC=C(C=C3)O,Unspecified,,,,14.5,Ki,=,14500,nM,
14,482081915,168294315,CC[C@H](C)[C@H]1C(=O)NCC(=O)NCC(=O)N[C@@H](CSSC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CCCN=C(N)N)C)CCCN=C(N)N)NC(=O)[C@@H]2CCCN2)C(=O)N[C@@H](CCCN=C(N)N)C(=O)O,Unspecified,,,,29.7,Ki,=,29700,nM,
15,482083932,168295442,CC[C@H](C)[C@H]1C(=O)N[C@H](C(=O)NCC(=O)NCC(=O)N[C@@H](CSSC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CC2=CNC3=CC=CC=C32)C)CCCN=C(N)N)NC(=O)[C@@H]4CCCN4)C(=O)N[C@H](CCCN=C(N)N)C(=O)O)CC5=CC=C(C=C5)O,Unspecified,,,,19.7,Ki,=,19700,nM,
16,482087065,168297244,CC[C@H](C)[C@H]1C(=O)N[C@H](C(=O)NCC(=O)NCC(=O)N[C@@H](CSSC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CCCN=C(N)N)C)CCCN=C(N)N)NC(=O)C2=CC=CC=C2)C(=O)N[C@H](C)C(=O)O)CC3=CC=C(C=C3)O,Unspecified,,,,33.2,Ki,=,33200,nM,
