PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Activity Comment
28,103683969,10047612,CC1=C2CC[C@@H](C[C@@H](C2=CC=C1)O)CN3CCC(CC3)C4=C(C=CC=C4Cl)Cl,Active,,,,0.77,IC50,=,770,nM,0.77 ± 0.29
29,103689473,104827,CN(C)C1=CC2=C(C=C1)N=C3C=CC(=[N+](C)C)C=C3S2.O.O.O.[Cl-],Active,,,,2.03,IC50,=,2030,nM,2.03 ± 0.02
30,103691394,1712095,CCOC1=C(C=C(C=C1)/C=C\2/C3=CC(=C(C=C3CCN2)OCC)OCC)OCC,Active,,,,6.07,IC50,=,6070,nM,6.07 ± 0.12
31,103744991,22049997,CC1=C(C=C(C=C1)C(=O)NC)N2C(=CC(=C(C2=O)Br)OCC3=C(C=C(C=C3)F)F)C,Unspecified,,,,18.85,IC50,=,18850,nM,18.85 ± 2.5
32,103770468,406563,CC1=CC=C(C=C1)S(=O)(=O)O.CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F,Active,,,,1.55,IC50,=,1550,nM,1.55 ± 0.63
33,103770819,9556529,C1=CC(=C(C=C1Cl)Cl)CO/N=C(\CN2C=CN=C2)/C3=C(C=C(C=C3)Cl)Cl.[N+](=O)(O)[O-],Unspecified,,,,20.82,IC50,=,20820,nM,20.82 ± 0.45
34,103770848,444025,CCOC(=O)O[C@@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)C=C[C@]34C)O)C)C(=O)OCCl,Unspecified,,,,17.92,IC50,=,17920,nM,17.92 ± 0.4
35,104247904,656641,CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,Active,,,,0.22,IC50,=,220,nM,0.22 ± 0.02
36,123093463,9889366,C[C@@H](CNS(=O)(=O)C(C)C)C1=CC=C(C=C1)C2=CC=C(C=C2)CCNS(=O)(=O)C,Active,,,,3.28,IC50,=,3280,nM,3.28 ± 2.04
37,124956564,11513676,CC[C@H]1C(=O)N([C@@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N1)[C@@H]([C@H](C)C/C=C/C)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)C(C)C)CC)C)C,Active,,,,3.1,IC50,=,3100,nM,3.1 ± 1.25
38,136923685,11681588,C1CCC(CC1)N2C=NC(=C2C3=NC(=NC=C3)N)C4=CC=C(C=C4)F,Unspecified,,,,19.23,IC50,=,19230,nM,19.23 ± 0.7
39,136937804,11167602,CNC(=O)C1=NC=CC(=C1)OC2=CC(=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F)F,Active,,,,1.67,IC50,=,1670,nM,1.67 ± 0.3
40,160681960,11978813,C1CN(CCN1CCCCOC2=CC3=C(C=C2)C=CC(=O)N3)C4=C5C=CSC5=CC=C4,Unspecified,,,,16.04,IC50,=,16040,nM,16.04 ± 5.96
41,160682508,5702159,CCOC1=C(C=C(C=C1)CC2=NC=CC3=CC(=C(C=C32)OCC)OCC)OCC.Cl,Active,,,,0.64,IC50,=,640,nM,0.64 ± 0.53
42,160682669,22324,CCCCCCCCCCCCCCCC[N+]1=CC=CC=C1.O.[Cl-],Active,,,,0.62,IC50,=,620,nM,0.62 ± 0.05
43,160687891,121926,CCOC(=O)C1=NC=C2C(=C1COC)C3=C(N2)C=CC(=C3)OCC4=CC=CC=C4,Active,,,,1.34,IC50,=,1340,nM,1.34 ± 0.92
44,160692474,9852519,C1CCC(CC1)N2CCN(CC2)C3=C(N=C(S3)NC(=O)C4=CC(=C(N=C4)N5CCC(CC5)C(=O)O)Cl)C6=CC(=CS6)Cl,Active,,,,5.71,IC50,=,5710,nM,5.71 ± 0.05
45,160703517,9910986,CN1CC[C@@H]([C@@H](C1)O)C2=C(C=C(C3=C2OC(=CC3=O)C4=CC=CC=C4Cl)O)O.Cl,Active,,,,0.59,IC50,=,590,nM,0.59 ± 0
46,160703568,135413553,CCN=C1NC2=C(C=C(C=C2)Cl)C(O1)(C)C3=CC=CC=C3,Unspecified,,,,20.64,IC50,=,20640,nM,20.64 ± 12.93
47,160708511,11282283,C1CN(CCN1C2=NC=NC3=C2OC4=CC=CC=C43)C(=S)NCC5=CC6=C(C=C5)OCO6,Active,,,,0.02,IC50,=,20,nM,0.02 ± 0
48,160708744,24775005,C[C@@H]1CN(C[C@@H](O1)C)C2=NC=C(C=C2)NC(=O)C3=CC=CC(=C3C)C4=CC=C(C=C4)OC(F)(F)F,Unspecified,,,,10.67,IC50,=,10670,nM,10.67 ± 7.19
49,163314148,53469448,CN1C=C(C2=C(N=CN=C21)N)C3=CC4=C(C=C3)N(CC4)C(=O)CC5=CC(=CC=C5)C(F)(F)F,Active,,,,0.25,IC50,=,250,nM,0.25 ± 0.06
50,163315720,3823,CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl,Active,,,,2.36,IC50,=,2360,nM,2.36 ± 0.78
51,163333106,4239764,C1C2CC3CC1CC(C2)C3N=C(N)NC4=CC=C(C=C4)I,Active,,,,5.96,IC50,=,5960,nM,5.96 ± 0.57
52,164141656,11570805,CC(C)(C)CN1C2=C(C=CC(=N2)C3=C(N=C(N3)C(C)(C)C)C4=CC=C(C=C4)F)N=C1N.CS(=O)(=O)O.CS(=O)(=O)O,Active,,,,0.87,IC50,=,870,nM,0.87 ± 0.02
53,164147217,66576990,C1CC2=CC=CC=C2[C@H]1NC3=C4C=CN(C4=NC=N3)[C@@H]5C[C@H]([C@H](C5)O)COS(=O)(=O)N.Cl,Active,,,,0.63,IC50,=,630,nM,0.63 ± 0.28
54,174505180,5351307,C/C(=N\NC(=S)N1CCC1)/C2=CC=CC=N2,Active,,,,0.02,IC50,<,20,nM,
55,242179345,10223146,CC1=NN(C2=C1C(=CC(=N2)NNC(=O)NC3=CC(=NC(=C3)Cl)Cl)C(C)C)C,Active,,,,5.97,IC50,=,5970,nM,5.97 ± 0.15
56,242361486,72331,CC(C)(CC[C@](CC(=O)OC)(C(=O)O[C@H]1[C@@H]2C3=CC4=C(C=C3CCN5[C@@]2(CCC5)C=C1OC)OCO4)O)O,Unspecified,,,,19,IC50,=,19000,nM,19 ± 0.74
57,242584970,6918543,CS(=O)(=O)O.CS(=O)(=O)O.C=CCNC1=NC(=NC(=N1)N2CCN(CC2)C(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F)NCC=C,Active,,,,1.42,IC50,=,1420,nM,1.42 ± 0.66
58,242591399,46926973,CC1=CC(=CN=C1C2=CC(=NC=C2)C)CC(=O)NC3=NC=C(C=C3)C4=NC=CN=C4,Active,,,,3.27,IC50,=,3270,nM,3.27 ± 1.94
59,312365754,12761153,CCCC[C@]1(CC2=CC(=C(C(=C2C1=O)Cl)Cl)OCCCC(=O)O)C3CCCC3,Unspecified,,,,12.78,IC50,=,12780,nM,12.78 ± 11.06
60,318375450,58298316,CC(C)(C1=NC=C(C=C1)C2=CN=C3C(=N2)N(C(=O)CN3)C4CCC(CC4)OC)O,Unspecified,,,,16.78,IC50,=,16780,nM,16.78 ± 6.9
61,336907714,25151352,C1=CC(=NC=C1CC2=CNC3=C2C=C(C=N3)Cl)NCC4=CN=C(C=C4)C(F)(F)F,Active,,,,5.43,IC50,=,5430,nM,5.43 ± 1.01
62,374355250,5311180,CS(=O)(=O)O.CS(=O)(=O)O.C1=CC(=CC=C1C(=O)OC2=CC3=C(C=C2)C=C(C=C3)C(=N)N)N=C(N)N,Active,,,,0.04,IC50,=,40,nM,0.04 ± 0.02
63,381838043,121304016,CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@@H]1[C@H]([C@H]([C@](O1)(C#N)C2=CC=C3N2N=CN=C3N)O)O)OC4=CC=CC=C4,Active,,,,0.76,IC50,=,760,nM,0.76 ± 0.18
64,405270178,9864510,CCS(=O)(=O)N(CC1=CN=CC=C1)C2=CC=CC(=C2)C3=CC=C(C=C3)C#N,Unspecified,,,,17.05,IC50,=,17050,nM,17.05 ± 1.17
65,405270412,49806644,C1=CC2=C(C=C1OC(F)(F)F)NC(=N2)C3=NC=C(C=C3)OCCOCCOC4=CN=C(C=C4)C5=NC6=C(N5)C=C(C=C6)OC(F)(F)F,Active,,,,0.19,IC50,=,190,nM,0.19 ± 0.06
66,405270614,4581100,CCCCCCCCCCCCCCCCCC[S+](CCC)C1=CC=CC=C1C(=O)OCC,Active,,,,0.77,IC50,=,770,nM,0.77 ± 0.11
67,461553357,6410104,CC1=C2C(=CC=C1)C3=C(N2)N=C(N=N3)N/N=C(\C)/C4=CC=CC=N4,Active,,,,0.24,IC50,=,240,nM,0.24 ± 0.07
