PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Activity Comment
25,475987353,166629961,[2H]C([2H])(C1CCC(CC1)(F)F)OC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C=O,Inconclusive,,,Potential missing data,,EC50,,,,Not Determined
26,475988238,166630385,[2H]C([2H])(C1CCC(CC1)CCC)OC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C(O)S(=O)(=O)[O-].[Na+],Inconclusive,,,Potential missing data,,EC50,,,,Not Determined
27,475988490,166630520,[2H]C([2H])(C1=C(C(=C(C(=C1F)F)F)F)F)OC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C(O)S(=O)(=O)[O-].[Na+],Inconclusive,,,Potential missing data,,EC50,,,,Not Determined
28,475988755,154699460,CCCCC1CCC(CC1)OC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C=O,Active,,,,4.84,EC50,=,4840,nM,
29,475988896,166630725,CCCCC(C1CCC(CC1)(F)F)OC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C=O,Inconclusive,,,Potential missing data,,EC50,,,,Not Determined
30,475992282,166632410,[2H]C([2H])(C1=CC=C(C=C1)F)OC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C=O,Inconclusive,,,Potential missing data,,EC50,,,,Not Determined
31,475992433,166632489,CCCCC1CCC(CC1)OC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C(O)S(=O)(=O)[O-].[Na+],Active,,,,4.23,EC50,=,4230,nM,
32,475992719,155818548,CCCC1CCC(CC1)COC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]2CCNC2=O)CO,Active,,,,1.03,EC50,=,1030,nM,
33,475992811,166632672,CCCCC(C1CCC(CC1)(F)F)OC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C(O)S(=O)(=O)[O-].[Na+],Inconclusive,,,Potential missing data,,EC50,,,,Not Determined
34,475993554,166633031,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OCC2=CC(=CC=C2)F.[Na+],Active,,,,3.4,EC50,=,3400,nM,
35,475993584,166633045,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OC(CC2=CC=CC=C2)C3=CC=CC=C3.[Na+],Inconclusive,,,Potential missing data,,EC50,,,,Not Determined
36,475993592,166633050,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OCC2=C(C(=C(C(=C2F)F)F)F)F.[Na+],Active,,,,4.84,EC50,=,4840,nM,
37,475994937,166633720,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C=O)NC(=O)OC(C)(C)C2CCC(CC2)(F)F,Inconclusive,,,Potential missing data,,EC50,,,,Not Determined
38,475995330,166633923,CCCC1CCC(CC1)COC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C(O)S(=O)(=O)[O-].[Na+],Active,,,,4.43,EC50,=,4430,nM,
39,475995665,166634097,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C=O)NC(=O)OC(CC2=CC=CC=C2)C3CCC(CC3)(F)F,Active,,,,2.95,EC50,=,2950,nM,
40,475995767,162533666,CCCC1CCC(CC1)OC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C=O,Inconclusive,,,Potential missing data,,EC50,,,,Not Determined
41,475996204,166634366,[2H]C([2H])(C1=CC=C(C=C1)F)OC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C(O)S(=O)(=O)[O-].[Na+],Inconclusive,,,Potential missing data,,EC50,,,,Not Determined
42,475996576,166634545,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OCC2CCC(CC2)(F)F.[Na+],Inconclusive,,,Potential missing data,,EC50,,,,Not Determined
43,475996657,166628262,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OCC2CCC(CC2)C(F)(F)F.[Na+],Inconclusive,,,Potential missing data,,EC50,,,,Not Determined
44,475997612,166627187,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C=O)NC(=O)OCC2CCC(CC2)C(F)(F)F,Inconclusive,,,Potential missing data,,EC50,,,,Not Determined
45,475997831,166635166,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C=O)NC(=O)OC(C)C2CCC(CC2)(F)F,Inconclusive,,,Potential missing data,,EC50,,,,Not Determined
46,475997916,166635217,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C=O)NC(=O)OC2CCC(CC2)C3=CC=CC=C3,Inconclusive,,,Potential missing data,,EC50,,,,Not Determined
47,475998092,162641714,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C=O)NC(=O)OC(C2CCC(CC2)(F)F)C3=CC=CC=C3,Active,,,,1.03,EC50,=,1030,nM,
48,476000303,166636390,CCCC1CCC(CC1)OC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C(O)S(=O)(=O)[O-].[Na+],Inconclusive,,,Potential missing data,,EC50,,,,Not Determined
49,476000528,166636514,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C=O)NC(=O)OC2CCC(CC2)(C)C,Active,,,,3.48,EC50,=,3480,nM,
