PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Activity Comment
31,103188977,2267,CN1CCCC(CC1)N2C(=O)C3=CC=CC=C3C(=N2)CC4=CC=C(C=C4)Cl,Unspecified,,,,17.8,CC50,,17800,nM,No. Measurements = 1
32,103188977,2267,CN1CCCC(CC1)N2C(=O)C3=CC=CC=C3C(=N2)CC4=CC=C(C=C4)Cl,Unspecified,,,,,pCC50,,4.75,,No. Measurements = 1
33,103189029,4927,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C,Unspecified,,,,33.1,CC50,,33100,nM,No. Measurements = 1
34,103189029,4927,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C,Unspecified,,,,,pCC50,,4.48,,No. Measurements = 1
35,103189208,71301,C1CC2=C(C=CC(=C2)F)OC1C(CNCC(C3CCC4=C(O3)C=CC(=C4)F)O)O,Unspecified,,,,8.71,CC50,,8710,nM,No. Measurements = 2
36,103189208,71301,C1CC2=C(C=CC(=C2)F)OC1C(CNCC(C3CCC4=C(O3)C=CC(=C4)F)O)O,Unspecified,,,,,pCC50,,5.06,,No. Measurements = 2
37,103189215,4095,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2,Unspecified,,,,13.2,CC50,,13200,nM,No. Measurements = 2
38,103189215,4095,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2,Unspecified,,,,,pCC50,,4.88,,No. Measurements = 2
39,103189728,4976,CNCCCC1C2=CC=CC=C2C=CC3=CC=CC=C13,Unspecified,,,,26.3,CC50,,26300,nM,No. Measurements = 1
40,103189728,4976,CNCCCC1C2=CC=CC=C2C=CC3=CC=CC=C13,Unspecified,,,,,pCC50,,4.58,,No. Measurements = 1
41,103192496,9801,CC(CC1=CC=CC=C1)NCCC(C2=CC=CC=C2)C3=CC=CC=C3,Unspecified,,,,10.7,CC50,,10700,nM,No. Measurements = 2
42,103192496,9801,CC(CC1=CC=CC=C1)NCCC(C2=CC=CC=C2)C3=CC=CC=C3,Unspecified,,,,,pCC50,,4.97,,No. Measurements = 2
43,103194907,3038495,COC1=CC=CC=C1N2CCN(CC2)CCCCNC(=O)C3=CC4=CC=CC=C4C=C3,Unspecified,,,,30.2,CC50,,30200,nM,No. Measurements = 1
44,103194907,3038495,COC1=CC=CC=C1N2CCN(CC2)CCCCNC(=O)C3=CC4=CC=CC=C4C=C3,Unspecified,,,,,pCC50,,4.52,,No. Measurements = 1
45,103195284,5736,CN(C)CCOC1=CC2=CC=CC=C2SC3=C1C=C(C=C3)Cl,Unspecified,,,,12.3,CC50,,12300,nM,No. Measurements = 2
46,103195284,5736,CN(C)CCOC1=CC2=CC=CC=C2SC3=C1C=C(C=C3)Cl,Unspecified,,,,,pCC50,,4.91,,No. Measurements = 2
47,103195570,4416,COC1=CC2=C(C=C1)C(=C(CC2)C3=CC=CC=C3)C4=CC=C(C=C4)OCCN5CCCC5,Unspecified,,,,3.85,CC50,,3850,nM,No. Measurements = 2
48,103195570,4416,COC1=CC2=C(C=C1)C(=C(CC2)C3=CC=CC=C3)C4=CC=C(C=C4)OCCN5CCCC5,Unspecified,,,,,pCC50,,5.42,,No. Measurements = 2
49,103196273,4910,CCCC(C1=CC=CC=C1)(C2=CC=CC=C2)C(=O)OCCN(CC)CC,Unspecified,,,,24,CC50,,24000,nM,No. Measurements = 1
50,103196273,4910,CCCC(C1=CC=CC=C1)(C2=CC=CC=C2)C(=O)OCCN(CC)CC,Unspecified,,,,,pCC50,,4.62,,No. Measurements = 1
51,103197419,6603820,C1CC2=CC(=C(C=C2[C@@H]3[C@@H]1NCC4=CC=CC=C34)O)O,Unspecified,,,,18.6,CC50,,18600,nM,No. Measurements = 1
52,103197419,6603820,C1CC2=CC(=C(C=C2[C@@H]3[C@@H]1NCC4=CC=CC=C34)O)O,Unspecified,,,,,pCC50,,4.73,,No. Measurements = 1
53,103197484,2585,COC1=CC=CC=C1OCCNCC(COC2=CC=CC3=C2C4=CC=CC=C4N3)O,Unspecified,,,,17,CC50,,17000,nM,No. Measurements = 2
54,103197484,2585,COC1=CC=CC=C1OCCNCC(COC2=CC=CC3=C2C4=CC=CC=C4N3)O,Unspecified,,,,,pCC50,,4.77,,No. Measurements = 2
55,103197648,3372,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO,Unspecified,,,,7.76,CC50,,7760,nM,No. Measurements = 2
56,103197648,3372,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO,Unspecified,,,,,pCC50,,5.11,,No. Measurements = 2
57,103198077,92727,CC1=C(C(=CC=C1)C)OCC(=O)N[C@@H](CC2=CC=CC=C2)[C@H](C[C@H](CC3=CC=CC=C3)NC(=O)[C@H](C(C)C)N4CCCNC4=O)O,Unspecified,,,,33.7,CC50,~,33700,nM,No. Measurements = 13
58,103198077,92727,CC1=C(C(=CC=C1)C)OCC(=O)N[C@@H](CC2=CC=CC=C2)[C@H](C[C@H](CC3=CC=CC=C3)NC(=O)[C@H](C(C)C)N4CCCNC4=O)O,Unspecified,,,,,pCC50,~,4.47,,No. Measurements = 13
59,103207967,10407016,COC1=C(C=C(C=C1)[C@@H](CC2=CC=NC=C2)C3=CC=CC=C3)OC4CCCC4,Unspecified,,,,23.4,CC50,,23400,nM,No. Measurements = 1
60,103207967,10407016,COC1=C(C=C(C=C1)[C@@H](CC2=CC=NC=C2)C3=CC=CC=C3)OC4CCCC4,Unspecified,,,,,pCC50,,4.63,,No. Measurements = 1
61,103211025,55752,C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NSC5=CC=CC=C54,Unspecified,,,,24.6,CC50,,24600,nM,No. Measurements = 1
62,103211025,55752,C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NSC5=CC=CC=C54,Unspecified,,,,,pCC50,,4.61,,No. Measurements = 1
63,103215883,159324,CN1C=NC=C1[C@@](C2=CC=C(C=C2)Cl)(C3=CC4=C(C=C3)N(C(=O)C=C4C5=CC(=CC=C5)Cl)C)N,Unspecified,,,,13.3,CC50,,13300,nM,No. Measurements = 2
64,103215883,159324,CN1C=NC=C1[C@@](C2=CC=C(C=C2)Cl)(C3=CC4=C(C=C3)N(C(=O)C=C4C5=CC(=CC=C5)Cl)C)N,Unspecified,,,,,pCC50,,4.88,,No. Measurements = 2
65,103216428,6077,CC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN(C)C,Unspecified,,,,22.4,CC50,,22400,nM,No. Measurements = 1
66,103216428,6077,CC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN(C)C,Unspecified,,,,,pCC50,,4.65,,No. Measurements = 1
67,103220983,3955,CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4,Unspecified,,,,22,CC50,~,22000,nM,No. Measurements = 13
68,103220983,3955,CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4,Unspecified,,,,,pCC50,~,4.66,,No. Measurements = 13
69,103224021,6433099,CC1=C(N(C2=C1C=C(C=C2)O)CC3=CC=C(C=C3)OCCN4CCCCC4)C5=CC=C(C=C5)O,Unspecified,,,,4.62,CC50,,4620,nM,No. Measurements = 2
70,103224021,6433099,CC1=C(N(C2=C1C=C(C=C2)O)CC3=CC=C(C=C3)OCCN4CCCCC4)C5=CC=C(C=C5)O,Unspecified,,,,,pCC50,,5.34,,No. Measurements = 2
71,103224052,2247,COC1=CC=C(C=C1)CCN2CCC(CC2)NC3=NC4=CC=CC=C4N3CC5=CC=C(C=C5)F,Unspecified,,,,7.5,CC50,,7500,nM,No. Measurements = 2
72,103224052,2247,COC1=CC=C(C=C1)CCN2CCC(CC2)NC3=NC4=CC=CC=C4N3CC5=CC=C(C=C5)F,Unspecified,,,,,pCC50,,5.13,,No. Measurements = 2
73,103224650,3396,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F,Unspecified,,,,7,CC50,,7000,nM,No. Measurements = 2
74,103224650,3396,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F,Unspecified,,,,,pCC50,,5.16,,No. Measurements = 2
75,103224682,43215,CN1CCC(=C2C3=CC=CC=C3OC4=C2C=C(C=C4)Cl)CC1,Unspecified,,,,15,CC50,,15000,nM,No. Measurements = 2
76,103224682,43215,CN1CCC(=C2C3=CC=CC=C3OC4=C2C=C(C=C4)Cl)CC1,Unspecified,,,,,pCC50,,4.83,,No. Measurements = 2
77,103224720,1547484,C1CN(CCN1C/C=C/C2=CC=CC=C2)C(C3=CC=CC=C3)C4=CC=CC=C4,Unspecified,,,,14.5,CC50,,14500,nM,No. Measurements = 1
78,103224720,1547484,C1CN(CCN1C/C=C/C2=CC=CC=C2)C(C3=CC=CC=C3)C4=CC=CC=C4,Unspecified,,,,,pCC50,,4.84,,No. Measurements = 1
79,103225088,2202,C1C2=C(C(=CC=C2)O)C(=O)C3=C1C=CC=C3O,Unspecified,,,,100,CC50,>,100000,nM,No. Measurements = 2
80,103225088,2202,C1C2=C(C(=CC=C2)O)C(=O)C3=C1C=CC=C3O,Unspecified,,,,,pCC50,<,4,,No. Measurements = 2
81,103225238,33630,C1CN(CCC1(C2=CC(=C(C=C2)Cl)C(F)(F)F)O)CCCC(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F,Unspecified,,,,3.59,CC50,,3590,nM,No. Measurements = 2
82,103225238,33630,C1CN(CCC1(C2=CC(=C(C=C2)Cl)C(F)(F)F)O)CCCC(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F,Unspecified,,,,,pCC50,,5.45,,No. Measurements = 2
83,103230651,5284373,CC[C@H]1C(=O)N(CC(=O)N([C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N1)[C@@H]([C@H](C)C/C=C/C)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C,Unspecified,,,,26.3,CC50,,26300,nM,No. Measurements = 1
84,103230651,5284373,CC[C@H]1C(=O)N(CC(=O)N([C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N1)[C@@H]([C@H](C)C/C=C/C)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C,Unspecified,,,,,pCC50,,4.58,,No. Measurements = 1
85,103237480,667467,CN(C)CC/C=C\1/C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,Unspecified,,,,13.8,CC50,,13800,nM,No. Measurements = 2
86,103237480,667467,CN(C)CC/C=C\1/C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,Unspecified,,,,,pCC50,,4.86,,No. Measurements = 2
87,103237600,5311507,C1CN(CCN1CC/C=C\2/C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO,Unspecified,,,,6.68,CC50,,6680,nM,No. Measurements = 2
88,103237600,5311507,C1CN(CCN1CC/C=C\2/C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO,Unspecified,,,,,pCC50,,5.18,,No. Measurements = 2
89,103243869,51174,C1CN(CC2=C1N(C3=C2C=C(C=C3)F)C4=CC=C(C=C4)F)CCCC(C5=CC=C(C=C5)F)O,Unspecified,,,,6.92,CC50,,6920,nM,No. Measurements = 2
90,103243869,51174,C1CN(CC2=C1N(C3=C2C=C(C=C3)F)C4=CC=C(C=C4)F)CCCC(C5=CC=C(C=C5)F)O,Unspecified,,,,,pCC50,,5.16,,No. Measurements = 2
91,103244854,392622,CC(C)C1=NC(=CS1)CN(C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC2=CC=CC=C2)C[C@@H]([C@H](CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O,Unspecified,,,,37.2,CC50,~,37200,nM,No. Measurements = 1
92,103244854,392622,CC(C)C1=NC(=CS1)CN(C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC2=CC=CC=C2)C[C@@H]([C@H](CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O,Unspecified,,,,,pCC50,~,4.43,,No. Measurements = 1
93,103244999,7099,C1=CC(=CC2=NC3=C(C=CC(=C3)N)C=C21)N,Unspecified,,,,6.61,CC50,~,6610,nM,No. Measurements = 2
94,103244999,7099,C1=CC(=CC2=NC3=C(C=CC(=C3)N)C=C21)N,Unspecified,,,,,pCC50,~,5.18,,No. Measurements = 2
95,103245522,5291,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,Unspecified,,,,11.9,CC50,,11900,nM,No. Measurements = 2
96,103245522,5291,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,Unspecified,,,,,pCC50,,4.93,,No. Measurements = 2
97,103246467,,,Unspecified,,,,11.1,CC50,,11100,nM,No. Measurements = 2
98,103246467,,,Unspecified,,,,,pCC50,,4.96,,No. Measurements = 2
99,103246652,9850582,CC(=O)NC1(CCN(CC1)CCC(CN(C)C(=O)C2=CC=CC=C2)C3=CC(=C(C=C3)Cl)Cl)C4=CC=CC=C4,Unspecified,,,,23.4,CC50,,23400,nM,No. Measurements = 1
100,103246652,9850582,CC(=O)NC1(CCN(CC1)CCC(CN(C)C(=O)C2=CC=CC=C2)C3=CC(=C(C=C3)Cl)Cl)C4=CC=CC=C4,Unspecified,,,,,pCC50,,4.63,,No. Measurements = 1
101,103251115,158797,C[C@H](C1=CC(=CC=C1)OC)NCCCC2=CC=CC=C2Cl,Unspecified,,,,28.2,CC50,,28200,nM,No. Measurements = 1
102,103251115,158797,C[C@H](C1=CC(=CC=C1)OC)NCCCC2=CC=CC=C2Cl,Unspecified,,,,,pCC50,,4.55,,No. Measurements = 1
103,103255258,65663,CCOC(=O)[C@@H]1[C@H](O1)C(=O)N[C@@H](CC(C)C)C(=O)NCCC(C)C,Unspecified,,,,100,CC50,>,100000,nM,No. Measurements = 2
104,103255258,65663,CCOC(=O)[C@@H]1[C@H](O1)C(=O)N[C@@H](CC(C)C)C(=O)NCCC(C)C,Unspecified,,,,,pCC50,<,4,,No. Measurements = 2
105,103267575,4066,C1CN2CCC1C(C2)CN3C4=CC=CC=C4SC5=CC=CC=C53,Unspecified,,,,7.76,CC50,,7760,nM,No. Measurements = 2
106,103267575,4066,C1CN2CCC1C(C2)CN3C4=CC=CC=C4SC5=CC=CC=C53,Unspecified,,,,,pCC50,,5.11,,No. Measurements = 2
107,103270704,1687,CN1C2CCC1CC(C2)OC(C3=CC=CC=C3)C4=CC=C(C=C4)Cl,Unspecified,,,,8.13,CC50,,8130,nM,No. Measurements = 2
108,103270704,1687,CN1C2CCC1CC(C2)OC(C3=CC=CC=C3)C4=CC=C(C=C4)Cl,Unspecified,,,,,pCC50,,5.09,,No. Measurements = 2
109,103271733,3315,CC1=C(C=CC(=C1)C2=CC(=C(C=C2)N=NC3=C(C4=C(C=C3)C(=CC(=C4N)S(=O)(=O)O)S(=O)(=O)O)O)C)N=NC5=C(C6=C(C=C5)C(=CC(=C6N)S(=O)(=O)O)S(=O)(=O)O)O,Unspecified,,,,18,CC50,,18000,nM,No. Measurements = 2
110,103271733,3315,CC1=C(C=CC(=C1)C2=CC(=C(C=C2)N=NC3=C(C4=C(C=C3)C(=CC(=C4N)S(=O)(=O)O)S(=O)(=O)O)O)C)N=NC5=C(C6=C(C=C5)C(=CC(=C6N)S(=O)(=O)O)S(=O)(=O)O)O,Unspecified,,,,,pCC50,,4.75,,No. Measurements = 2
111,103288972,16850,C1=CC=C2C(=C1)C(=O)OC23C4=C(C=C(C=C4)O)OC5=C3C=CC(=C5)O,Unspecified,,,,20,CC50,>,20000,nM,No. Measurements = 2
112,103288972,16850,C1=CC=C2C(=C1)C(=O)OC23C4=C(C=C(C=C4)O)OC5=C3C=CC(=C5)O,Unspecified,,,,,pCC50,<,4.7,,No. Measurements = 2
113,103292901,2781,CC(C1=CC=CC=C1)(C2=CC=C(C=C2)Cl)OCCC3CCCN3C,Unspecified,,,,18.4,CC50,~,18400,nM,No. Measurements = 2
114,103292901,2781,CC(C1=CC=CC=C1)(C2=CC=C(C=C2)Cl)OCCC3CCCN3C,Unspecified,,,,,pCC50,~,4.74,,No. Measurements = 2
115,103292984,4614,C1=CC=C(C=C1)C2=C(OC(=N2)CCC(=O)O)C3=CC=CC=C3,Unspecified,,,,50.1,CC50,>,50100,nM,No. Measurements = 2
116,103292984,4614,C1=CC=C(C=C1)C2=C(OC(=N2)CCC(=O)O)C3=CC=CC=C3,Unspecified,,,,,pCC50,<,4.3,,No. Measurements = 2
117,103301246,17676,CC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCN(CC4)CCO,Unspecified,,,,14.6,CC50,~,14600,nM,No. Measurements = 2
118,103301246,17676,CC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCN(CC4)CCO,Unspecified,,,,,pCC50,~,4.84,,No. Measurements = 2
119,103301275,3025,CCCCOC1=NC2=CC=CC=C2C(=C1)C(=O)NCCN(CC)CC,Unspecified,,,,39.6,CC50,~,39600,nM,No. Measurements = 13
120,103301275,3025,CCCCOC1=NC2=CC=CC=C2C(=C1)C(=O)NCCN(CC)CC,Unspecified,,,,,pCC50,~,4.4,,No. Measurements = 13
121,103304009,3926,CC1=C(C(=CC=C1)C)NC(=O)CN2CCN(CC2)CCCC(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F,Unspecified,,,,8.41,CC50,,8410,nM,No. Measurements = 2
122,103304009,3926,CC1=C(C(=CC=C1)C)NC(=O)CN2CCN(CC2)CCCC(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F,Unspecified,,,,,pCC50,,5.08,,No. Measurements = 2
123,103305814,37393,CCCCN(CCCC)CCC(C1=C2C=CC(=CC2=C3C=C(C=C(C3=C1)Cl)Cl)C(F)(F)F)O,Unspecified,,,,11.5,CC50,,11500,nM,No. Measurements = 2
124,103305814,37393,CCCCN(CCCC)CCC(C1=C2C=CC(=CC2=C3C=C(C=C(C3=C1)Cl)Cl)C(F)(F)F)O,Unspecified,,,,,pCC50,,4.94,,No. Measurements = 2
125,103307946,60795,C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,Unspecified,,,,11.4,CC50,,11400,nM,No. Measurements = 2
126,103307946,60795,C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,Unspecified,,,,,pCC50,,4.95,,No. Measurements = 2
127,103312508,51045,CC(C)(CC1=CNC2=CC=CC=C21)NCC(COC3=CC=CC=C3C#N)O,Unspecified,,,,30.9,CC50,,30900,nM,No. Measurements = 1
128,103312508,51045,CC(C)(CC1=CNC2=CC=CC=C21)NCC(COC3=CC=CC=C3C#N)O,Unspecified,,,,,pCC50,,4.51,,No. Measurements = 1
129,103313167,58505,CCN(CC)CCNC(=O)C1=CC=C(C=C1)NS(=O)(=O)C,Unspecified,,,,100,CC50,>,100000,nM,No. Measurements = 2
130,103313167,58505,CCN(CC)CCNC(=O)C1=CC=C(C=C1)NS(=O)(=O)C,Unspecified,,,,,pCC50,<,4,,No. Measurements = 2
131,103340697,,,Unspecified,,,,14.8,CC50,,14800,nM,No. Measurements = 2
132,103340697,,,Unspecified,,,,,pCC50,,4.83,,No. Measurements = 2
133,103354744,3038522,CC(C)OC1=CC=C(C=C1)NC(=O)N2CCN(CC2)C3=NC=NC4=CC(=C(C=C43)OC)OCCCN5CCCCC5,Unspecified,,,,11.5,CC50,,11500,nM,No. Measurements = 2
134,103354744,3038522,CC(C)OC1=CC=C(C=C1)NC(=O)N2CCN(CC2)C3=NC=NC4=CC(=C(C=C43)OC)OCCCN5CCCCC5,Unspecified,,,,,pCC50,,4.94,,No. Measurements = 2
