PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Data Validity Comment
6,475978056,156027239,C1=CC(=CC(=C1)Cl)CN(C2=CC=C(C=C2)C3=CNN=C3)C(=O)CC4=CN=CN=C4,Active,,,,3.44,IC50,=,3440,nM,
7,475978969,156027219,CC(C)CCN(C1=CC=C(C=C1)C2=CN=CC=C2)C(=O)CN3C4=CC=CC=C4N=N3,Active,,,,4.62,IC50,=,4620,nM,
8,475979251,156027221,C1CC(C1)CN(C2=CC=C(C=C2)C3=CN=CC=C3)C(=O)CN4C5=CC=CC=C5N=N4,Active,,,,0.83,IC50,=,830,nM,
9,475979454,156027225,C1=CC=C2C(=C1)N=NN2CC(=O)N(CC3=CC(=CC=C3)Cl)C4=CC=C(C=C4)C5=CN=CC=C5,Active,,,,0.39,IC50,=,390,nM,
10,475979773,156027234,COC1=C(C=CC(=C1)C2=CNN=C2)N(CC3=CC(=CC=C3)Cl)C(=O)CN4C5=CC=CC=C5N=N4,Active,,,,0.197,IC50,=,197,nM,
11,475979933,166626248,C1=CC=C2C(=C1)N=NN2CC(=O)N(CC3=CC(=C(C=C3)Cl)Cl)C4=CC=C(C=C4)C5=CN=CC=C5,Unspecified,,,,200,IC50,>,200000,nM,Outside typical range
12,475981009,156027238,C1=CC(=CC(=C1)Cl)CN(C2=CC=C(C=C2)C3=CNN=C3)C(=O)CC4=CN=CC=C4,Active,,,,1.27,IC50,=,1270,nM,
13,475981651,156027232,C1=CC=C2C(=C1)N=NN2CC(=O)N(CC3=CC(=CC=C3)Cl)C4=CC=C(C=C4)C5=CNN=C5,Active,,,,0.27,IC50,=,270,nM,
14,475982623,156027215,C1=CC=C2C(=C1)N=NN2CC(=O)N(CC3=CSC=C3)C4=CC=C(C=C4)C5=CC=CC=N5,Active,,,,1.4,IC50,=,1400,nM,
15,475982636,156027226,C1=CC=C2C(=C1)N=NN2CC(=O)N(CC3=CC(=C(C=C3)F)Cl)C4=CC=C(C=C4)C5=CN=CC=C5,Active,,,,8.53,IC50,=,8530,nM,
16,475982688,156026028,C1=CC=C2C(=C1)N=NN2CC(=O)N(CC3=CC(=CC=C3)Cl)C4=CC=C(C=C4)C5=CC=CNC5=O,Active,,,,0.746,IC50,=,746,nM,
17,475982904,156027235,C1=CC=C2C(=C1)N=NN2CC(=O)N(CC3=CC(=CC=C3)Cl)C4=CN=C(C=C4)C5=CNN=C5,Active,,,,0.333,IC50,=,333,nM,
18,475984408,156027222,C1CCC(C1)CN(C2=CC=C(C=C2)C3=CN=CC=C3)C(=O)CN4C5=CC=CC=C5N=N4,Active,,,,1.16,IC50,=,1160,nM,
19,475985786,166629211,C1=CC=C2C(=C1)N=NN2CC(=O)N(CC3=CSC=C3)C4=CC=C(C=C4)C5=CC=CNC5=O,Active,,,,0.92,IC50,=,920,nM,
20,475988703,156027223,C1COCC1CN(C2=CC=C(C=C2)C3=CN=CC=C3)C(=O)CN4C5=CC=CC=C5N=N4,Unspecified,,,,23,IC50,=,23000,nM,
21,475991296,156027230,C1=CC=C2C(=C1)N=NN2CC(=O)N(CC3=CC(=CN=C3)Cl)C4=CC=C(C=C4)C5=CN=CC=C5,Active,,,,0.54,IC50,=,540,nM,
22,475991667,156027213,CS(=O)(=O)NC1=CC=C(C=C1)N(CC2=CSC=C2)C(=O)CN3C4=CC=CC=C4N=N3,Active,,,,1.61,IC50,=,1610,nM,
23,475992007,156027227,C1=CC=C2C(=C1)N=NN2CC(=O)N(CC3=CC(=CC(=C3)Cl)F)C4=CC=C(C=C4)C5=CN=CC=C5,Active,,,,0.119,IC50,=,119,nM,
24,475992403,156027217,CN1C=C(C=N1)C2=CC=C(C=C2)N(CC3=CSC=C3)C(=O)CN4C5=CC=CC=C5N=N4,Unspecified,,,,20.39,IC50,=,20390,nM,
25,475992988,156027210,C1=CC=C(C=C1)N(CC2=CSC=C2)C(=O)CN3C4=CC=CC=C4N=N3,Unspecified,,,,18.87,IC50,=,18870,nM,
26,475993395,156027214,C1CC1S(=O)(=O)NC2=CC=C(C=C2)N(CC3=CSC=C3)C(=O)CN4C5=CC=CC=C5N=N4,Active,,,,8.77,IC50,=,8770,nM,
27,475994143,156027211,C1=CC=C2C(=C1)N=NN2CC(=O)N(CC3=CSC=C3)C4=CC=C(C=C4)C(=O)N,Active,,,,0.44,IC50,=,440,nM,
28,475994661,156027212,C1CC1NC(=O)C2=CC=C(C=C2)N(CC3=CSC=C3)C(=O)CN4C5=CC=CC=C5N=N4,Unspecified,,,,15.94,IC50,=,15940,nM,
29,475994921,156027236,C1=CC=C2C(=C1)N=NN2CC(=O)N(CC3=CC(=CC=C3)Cl)C4=NC=C(C=C4)C5=CNN=C5,Active,,,,0.171,IC50,=,171,nM,
30,475996926,156027218,CN1C=C(N=C1)C2=CC=C(C=C2)N(CC3=CSC=C3)C(=O)CN4C5=CC=CC=C5N=N4,Active,,,,9.55,IC50,=,9550,nM,
31,475996949,156026026,C1=CC=C2C(=C1)N=NN2CC(=O)N(CC3=CSC=C3)C4=CC=C(C=C4)C5=CNN=C5,Active,,,,0.106,IC50,=,106,nM,
32,475997357,156027228,C1=CC=C2C(=C1)N=NN2CC(=O)N(CC3=CC(=CC(=C3)Cl)Cl)C4=CC=C(C=C4)C5=CN=CC=C5,Active,,,,0.176,IC50,=,176,nM,
33,475997380,156027237,C1=CC=C2C(=C1)N=NN2CC(=O)N(CC3=CC(=CC=C3)Cl)C4=CC=C(C=C4)C5=CN=CN5,Active,,,,0.068,IC50,=,68,nM,
34,475997619,156027220,C1CC1CN(C2=CC=C(C=C2)C3=CN=CC=C3)C(=O)CN4C5=CC=CC=C5N=N4,Active,,,,2.51,IC50,=,2510,nM,
35,475999078,156026027,C1=CC=C2C(=C1)N=NN2CC(=O)N(CC3=CSC=C3)C4=CC=C(C=C4)C5=CN=CN5,Active,,,,0.063,IC50,=,63,nM,
36,475999824,156027224,C1=CC=C2C(=C1)N=NN2CC(=O)N(CC3=CSC=N3)C4=CC=C(C=C4)C5=CN=CC=C5,Active,,,,1.59,IC50,=,1590,nM,
37,475999918,166636204,COC1=C(C=CC(=C1)N(CC2=CC(=CC=C2)Cl)C(=O)CN3C4=CC=CC=C4N=N3)C5=CNN=C5,Active,,,,0.328,IC50,=,328,nM,
38,476000447,156027229,CC1=CC(=CC(=C1)Cl)CN(C2=CC=C(C=C2)C3=CN=CC=C3)C(=O)CN4C5=CC=CC=C5N=N4,Active,,,,0.312,IC50,=,312,nM,
