PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Data Validity Comment
6,103193065,72430,CC(C)[C@@H](C(=O)N[C@@H](CC1=CC=CC=C1)C=O)NC(=O)OCC2=CC=CC=C2,Unspecified,,,,20,IC50,>,20000,nM,
7,103198077,92727,CC1=C(C(=CC=C1)C)OCC(=O)N[C@@H](CC2=CC=CC=C2)[C@H](C[C@H](CC3=CC=CC=C3)NC(=O)[C@H](C(C)C)N4CCCNC4=O)O,Unspecified,,,,20,IC50,>,20000,nM,
8,103220272,9885817,CC(C)C[C@@H](C=O)NC(=O)[C@H](C(C)C)NS(=O)(=O)C1=CC=C(C=C1)F,Unspecified,,,,20,IC50,>,20000,nM,
9,103233114,3194,C1=CC=C(C=C1)N2C(=O)C3=CC=CC=C3[Se]2,Active,,,,0.66988,IC50,=,669.88,nM,
10,103244854,392622,CC(C)C1=NC(=CS1)CN(C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC2=CC=CC=C2)C[C@@H]([C@H](CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O,Unspecified,,,,20,IC50,>,20000,nM,
11,103250959,3117,CCN(CC)C(=S)SSC(=S)N(CC)CC,Active,,,,9.35406,IC50,=,9354.06,nM,
12,103255895,462382,CC(C)C[C@@H](C=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OCC1=CC=CC=C1,Active,,,,3.9,IC50,=,3900,nM,
13,103255895,462382,CC(C)C[C@@H](C=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OCC1=CC=CC=C1,Active,,,,3.89942,IC50,=,3899.42,nM,
14,103261950,443118,CCCC[C@@H](C=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)C,Active,,,,8.6,IC50,=,8600,nM,
15,103261950,443118,CCCC[C@@H](C=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)C,Active,,,,8.59014,IC50,=,8590.14,nM,
16,103305811,73364,CCCC[C@@H](C=O)NC(=O)[C@H](CC(C)C)NC(=O)OCC1=CC=CC=C1,Unspecified,,,,10.69,IC50,=,10690,nM,
17,103305811,73364,CCCC[C@@H](C=O)NC(=O)[C@H](CC(C)C)NC(=O)OCC1=CC=CC=C1,Unspecified,,,,10.6905,IC50,=,10690.5,nM,
18,103500897,10324367,CC1([C@@H]2[C@H]1[C@H](N(C2)C(=O)[C@H](C(C)(C)C)NC(=O)NC(C)(C)C)C(=O)NC(CC3CCC3)C(=O)C(=O)N)C,Active,,,,4.13,IC50,=,4130,nM,
19,103500897,10324367,CC1([C@@H]2[C@H]1[C@H](N(C2)C(=O)[C@H](C(C)(C)C)NC(=O)NC(C)(C)C)C(=O)NC(CC3CCC3)C(=O)C(=O)N)C,Active,,,,4.13048,IC50,=,4130.48,nM,
20,103564705,219104,CCC(C)SSC1=NC=CN1,Unspecified,,,,21.3796,IC50,=,21379.6,nM,
21,103581449,64982,C1=CC=C(C=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)C(=O)O)O)O)O)O)O,Active,,,,6.41,IC50,=,6410,nM,
22,103581449,64982,C1=CC=C(C=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)C(=O)O)O)O)O)O)O,Active,,,,6.4121,IC50,=,6412.1,nM,
23,103590513,2577,CCCCCCNC(=O)N1C=C(C(=O)NC1=O)F,Active,,,,1.8197,IC50,=,1819.7,nM,
24,103724215,2536,CN(C)C(=O)COC(=O)CC1=CC=C(C=C1)OC(=O)C2=CC=C(C=C2)N=C(N)N,Unspecified,,,,20,IC50,>,20000,nM,
25,123087118,11857239,CCCC[C@@H](C(=O)C(=O)NC1CC1)NC(=O)[C@@H]2[C@@H]3[C@@H](C3(C)C)CN2C(=O)[C@H](C(C)(C)C)NC(=O)NC4(CCCCC4)CS(=O)(=O)C(C)(C)C,Active,,,,5.73,IC50,=,5730,nM,
26,123087118,11857239,CCCC[C@@H](C(=O)C(=O)NC1CC1)NC(=O)[C@@H]2[C@@H]3[C@@H](C3(C)C)CN2C(=O)[C@H](C(C)(C)C)NC(=O)NC4(CCCCC4)CS(=O)(=O)C(C)(C)C,Active,,,,5.72796,IC50,=,5727.96,nM,
27,312394094,118737647,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OCC2=CC=CC=C2.[Na+],Active,,,,0.03,IC50,=,30,nM,
28,312394094,118737647,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OCC2=CC=CC=C2.[Na+],Active,,,,0.02999,IC50,=,29.99,nM,
29,312468007,11313622,C1=CC=C(C=C1)CN2C(=O)N(SC2=O)C3=CC=CC4=CC=CC=C43,Active,,,,1.54882,IC50,=,1548.82,nM,
30,440159363,9868928,CCC[C@@H](C=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OCC1=CC=CC=C1,Active,,,,3.14,IC50,=,3140,nM,
31,440159363,9868928,CCC[C@@H](C=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OCC1=CC=CC=C1,Active,,,,3.14051,IC50,=,3140.51,nM,
32,482053040,92510312,CC(C)C[C@H](C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CCSC)C=O)NC(=O)C,Active,,,,0.97,IC50,=,970,nM,
33,482053040,92510312,CC(C)C[C@H](C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CCSC)C=O)NC(=O)C,Active,,,,0.97051,IC50,=,970.51,nM,
34,482058117,168277101,CC(C)(C)OC(=O)NC1=CC=CN(C1=O)[C@H](CC2CCCCC2)C(=O)N[C@H](C[C@@H]3CCNC3=O)C(=O)C(=O)NC4CC4,Active,,,,2.39,IC50,=,2390,nM,
35,482058117,168277101,CC(C)(C)OC(=O)NC1=CC=CN(C1=O)[C@H](CC2CCCCC2)C(=O)N[C@H](C[C@@H]3CCNC3=O)C(=O)C(=O)NC4CC4,Active,,,,2.38781,IC50,=,2387.81,nM,
36,482059705,168278246,C1CNC(=O)[C@@H]1C[C@H](C=O)NC(=O)[C@@H](CC2=CC(=CC=C2)F)NC(=O)C3=CC4=CC=CC=C4N3,Active,,,,0.04,IC50,=,40,nM,
37,482059705,168278246,C1CNC(=O)[C@@H]1C[C@H](C=O)NC(=O)[C@@H](CC2=CC(=CC=C2)F)NC(=O)C3=CC4=CC=CC=C4N3,Active,,,,0.03999,IC50,=,39.99,nM,
38,482066756,168283394,C1CCC(CC1)C[C@H](C(=O)N[C@H](C[C@@H]2CCNC2=O)C=O)NC(=O)C3=CC4=CC=CC=C4N3,Active,,,,0.053,IC50,=,53,nM,
39,482066756,168283394,C1CCC(CC1)C[C@H](C(=O)N[C@H](C[C@@H]2CCNC2=O)C=O)NC(=O)C3=CC4=CC=CC=C4N3,Active,,,,0.05297,IC50,=,52.97,nM,
40,482073247,124385854,CCC[C@H](C(=O)C(=O)NCC1=CC=CC=N1)NC(=O)[C@@H](CC(C)C)NC(=O)OCC2=CC=CC=C2,Active,,,,0.45,IC50,=,450,nM,
41,482073247,124385854,CCC[C@H](C(=O)C(=O)NCC1=CC=CC=N1)NC(=O)[C@@H](CC(C)C)NC(=O)OCC2=CC=CC=C2,Active,,,,0.44978,IC50,=,449.78,nM,
42,482084805,168295948,CC(C)(C)OC(=O)NC1=CC=CN(C1=O)[C@H](CC2CC2)C(=O)N[C@H](C[C@@H]3CCNC3=O)C(=O)C(=O)NCC4=CC=CC=C4,Active,,,,0.67,IC50,=,670,nM,
43,482084805,168295948,CC(C)(C)OC(=O)NC1=CC=CN(C1=O)[C@H](CC2CC2)C(=O)N[C@H](C[C@@H]3CCNC3=O)C(=O)C(=O)NCC4=CC=CC=C4,Active,,,,0.66988,IC50,=,669.88,nM,
44,482088183,168297893,C1CCC(CC1)C[C@H](C(=O)N[C@H](C[C@@H]2CCNC2=O)C(=O)C(=O)NCC3=CC=CC=C3)NC(=O)/C=C/C4=CC=CC=C4,Active,,,,0.18,IC50,=,180,nM,
45,482088183,168297893,C1CCC(CC1)C[C@H](C(=O)N[C@H](C[C@@H]2CCNC2=O)C(=O)C(=O)NCC3=CC=CC=C3)NC(=O)/C=C/C4=CC=CC=C4,Active,,,,0.17989,IC50,=,179.89,nM,
