PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Data Validity Comment
6,482047769,168269710,CC(C)N=C1C=C2C(=NC3=CC=CC=C3N2C4=CN=C(C=C4)OC)C=C1NC5=CC=C(C=C5)Cl,Active,,,,5.03,EC50,=,5030,nM,
7,482049336,168270780,C1CC1N=C2C=C3C(=NC4=CC=CC=C4N3C5=CC=C(C=C5)Cl)C=C2NC6=CC=C(C=C6)Cl,Unspecified,,,,22.7,EC50,=,22700,nM,
8,482049629,168270980,CC(C)N=C1C=C2C(=NC3=CC=CC=C3N2C4=CC=C(C=C4)Cl)C=C1NCC5=CC=C(C=C5)Cl,Active,,,,0.76,EC50,=,760,nM,
9,482049888,168271160,COC1CCC(CC1)N=C2C=C3C(=NC4=CC=CC=C4N3C5=CN=C(C=C5)OC)C=C2NC6=CC=C(C=C6)F,Active,,,,2.55,EC50,=,2550,nM,
10,482050209,168271377,CC(C)N=C1C=C2C(=NC3=CC=CC=C3N2C4=CC=C(C=C4)Cl)C=C1NC5=C(C=C(C=C5)OC)OC,Active,,,,6.86,EC50,=,6860,nM,
11,482052569,167732684,C1=CC=C(C=C1)NC2=CC3=NC4=CC=CC=C4N(C3=CC2=N)C5=CC=C(C=C5)Cl,Unspecified,,,,20.6,EC50,=,20600,nM,
12,482053760,168273885,CC(C)N=C1C=C2C(=NC3=CC=CC=C3N2C4=CC=C(C=C4)Cl)C=C1NC5=CN=C(C=C5)OC,Active,,,,2.29,EC50,=,2290,nM,
13,482057500,125273779,CC(C)N=C1C=C2C(=NC3=CC=CC=C3N2C4=CC=C(C=C4)Cl)C=C1NC5=CC=CC=C5,Active,,,,8.44,EC50,=,8440,nM,
14,482058158,168277124,C1=CC=C(C=C1)CNC2=CC3=NC4=CC=CC=C4N(C3=CC2=N)C5=CC=CC=C5,Unspecified,,,,35.4,EC50,=,35400,nM,
15,482058785,168277560,CC(C)N=C1C=C2C(=NC3=CC=CC=C3N2C4=CC=CC=C4)C=C1NCC5=CC=C(C=C5)F,Active,,,,1.9,EC50,=,1900,nM,
16,482058914,168277659,COC1=NC=C(C=C1)N2C3=CC=CC=C3N=C4C2=CC(=NC5CC5)C(=C4)NC6=CC=C(C=C6)F,Unspecified,,,,13.2,EC50,=,13200,nM,
17,482059271,168277936,CC(C)N=C1C=C2C(=NC3=CC=CC=C3N2C4=CN=C(C=C4)OC)C=C1NC5=CC=C(C=C5)OC,Unspecified,,,,13.2,EC50,=,13200,nM,
18,482059331,168277974,COC1=CC=C(C=C1)NC2=CC3=NC4=CC=CC=C4N(C3=CC2=N)C5=CC=C(C=C5)Cl,Unspecified,,,,106,EC50,=,106000,nM,Outside typical range
19,482061581,168279623,CC(C)N=C1C=C2C(=NC3=CC=CC=C3N2C4=CN=C(C=C4)OC)C=C1NC5=CC=CC=C5,Unspecified,,,,12.3,EC50,=,12300,nM,
20,482061766,168279752,CC(C)N=C1C=C2C(=NC3=CC=CC=C3N2C4=CC=C(C=C4)F)C=C1NC5=CC=C(C=C5)Cl,Active,,,,4.02,EC50,=,4020,nM,
21,482062890,168280577,CC(C)N=C1C=C2C(=NC3=CC=CC=C3N2C4=CC=C(C=C4)Cl)C=C1NC5=CC=C(C=C5)F,Active,,,,4.56,EC50,=,4560,nM,
22,482063840,168281264,CC(C)N=C1C=C2C(=NC3=CC=CC=C3N2C4=CN=C(C=C4)OC)C=C1NC5=CC(=CC=C5)F,Active,,,,1.45,EC50,=,1450,nM,
23,482063896,168281309,CCCN=C1C=C2C(=NC3=CC=CC=C3N2C4=CC=C(C=C4)Cl)C=C1NC5=CC=C(C=C5)F,Active,,,,1.67,EC50,=,1670,nM,
24,482064228,168281550,CC(C)N=C1C=C2C(=NC3=CC=CC=C3N2C4=CC=C(C=C4)Cl)C=C1NC5=CC=C(C=C5)OC,Active,,,,6.86,EC50,=,6860,nM,
25,482066455,634909,CC(C)N=C1C=C2C(=NC3=CC=CC=C3N2C4=CC=C(C=C4)F)C=C1NC5=CC=C(C=C5)F,Active,,,,2.29,EC50,=,2290,nM,
26,482066925,168283509,CC(C)N=C1C=C2C(=NC3=CC=CC=C3N2C4=CN=C(C=C4)OC)C=C1NC5=CC=C(C=C5)F,Active,,,,1.41,EC50,=,1410,nM,
27,482071115,168286534,CC(C)N=C1C=C2C(=NC3=CC=CC=C3N2C4=CC=C(C=C4)Cl)C=C1NC5=CC=C(C=C5)OC(F)(F)F,Active,,,,1.77,EC50,=,1770,nM,
28,482076308,168290316,C1CC1N=C2C=C3C(=NC4=CC=CC=C4N3C5=CC=C(C=C5)Cl)C=C2NC6=CC=C(C=C6)F,Active,,,,6.86,EC50,=,6860,nM,
29,482076613,168290531,CCCN=C1C=C2C(=NC3=CC=CC=C3N2C4=CN=C(C=C4)OC)C=C1NC5=CC=C(C=C5)F,Active,,,,1.4,EC50,=,1400,nM,
30,482078491,456266,CC(C)N=C1C=C2C(=NC3=CC=CC=C3N2C4=CC=CC=C4)C=C1NC5=CC=C(C=C5)Cl,Active,,,,1.9,EC50,=,1900,nM,
31,482080216,66805815,CC(C)N=C1C=C2C(=NC3=CC=CC=C3N2C4=CC=CC=C4)C=C1NC5=CN=C(C=C5)OC,Active,,,,5.03,EC50,=,5030,nM,
32,482086939,168297151,COC1=CC(=C(C=C1)NC2=CC3=NC4=CC=CC=C4N(C3=CC2=N)C5=CC=C(C=C5)Cl)OC,Unspecified,,,,35.4,EC50,=,35400,nM,
33,482087749,168297629,CC(C)N=C1C=C2C(=NC3=CC=CC=C3N2C4=CC=CC=C4)C=C1NCC5=CC=CC=C5,Active,,,,1.4,EC50,=,1400,nM,
