PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Activity Comment
8,520019134,177648501,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(CC[C@@H](C4)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)COS(=O)(=O)[O-])O[C@@H]6[C@@H]([C@H]([C@@H]([C@H](O6)COS(=O)(=O)[O-])O[C@@H]7[C@@H]([C@H]([C@@H]([C@H](O7)COS(=O)(=O)[O-])O[C@@H]8[C@@H]([C@H]([C@@H]([C@H](O8)COS(=O)(=O)[O-])O[C@@H]9[C@@H]([C@H]([C@@H]([C@H](O9)COS(=O)(=O)[O-])O[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)COS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])C)C.[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],Active,,,,0.037,IC50,=,37,nM,
9,520019157,177648513,CCCCCCCCCCCCCCCCCC(=O)NCCCO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)COS(=O)(=O)[O-])O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)COS(=O)(=O)[O-])O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)COS(=O)(=O)[O-])O[C@@H]4[C@@H]([C@H]([C@@H]([C@H](O4)COS(=O)(=O)[O-])O[C@@H]5[C@@H]([C@H]([C@@H]([C@H](O5)COS(=O)(=O)[O-])O[C@@H]6[C@@H]([C@H](C([C@H](O6)COS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],Active,,,,0.03,IC50,=,30,nM,
10,520019323,177648591,C[C@H](CCC(=O)NCC#C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)COS(=O)(=O)[O-])O[C@@H]6[C@@H]([C@H]([C@@H]([C@H](O6)COS(=O)(=O)[O-])O[C@@H]7[C@@H]([C@H]([C@@H]([C@H](O7)COS(=O)(=O)[O-])O[C@@H]8[C@@H]([C@H]([C@@H]([C@H](O8)COS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])C)C.[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],Active,,,,0.02,IC50,=,20,nM,
11,520019712,177648776,C1=C(C2=NON=C2C(=C1)[N+](=O)[O-])NCC3=CN(N=N3)CCCCCCCCCCC(=O)NCCCCCCCCCCCO[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)COS(=O)(=O)[O-])O[C@@H]5[C@@H]([C@H]([C@@H]([C@H](O5)COS(=O)(=O)[O-])O[C@@H]6[C@@H]([C@H]([C@@H]([C@H](O6)COS(=O)(=O)[O-])O[C@@H]7[C@@H]([C@H]([C@@H]([C@H](O7)COS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],Active,,,,0.021,IC50,=,21,nM,
12,520019718,177648778,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(CC[C@@H](C4)O[C@@H]5[C@@H]([C@H]([C@@H]([C@H](O5)COS(=O)(=O)[O-])O[C@@H]6[C@@H]([C@H]([C@@H]([C@H](O6)COS(=O)(=O)[O-])O[C@@H]7[C@@H]([C@H]([C@@H]([C@H](O7)COS(=O)(=O)[O-])O[C@@H]8[C@@H]([C@H]([C@@H]([C@H](O8)COS(=O)(=O)[O-])O[C@@H]9[C@@H]([C@H]([C@@H]([C@H](O9)COS(=O)(=O)[O-])O[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)COS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])C)C.[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],Active,,,,0.044,IC50,=,44,nM,
13,520020014,177380381,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(CC[C@@H](C4)O[C@H]5[C@@H]([C@H]([C@@H]([C@@H](O5)COS(=O)(=O)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@@H](O6)COS(=O)(=O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@@H](O7)COS(=O)(=O)O)O[C@H]8[C@@H]([C@H]([C@@H]([C@@H](O8)COS(=O)(=O)O)OS(=O)(=O)O)O)OS(=O)(=O)O)O)OS(=O)(=O)O)O)OS(=O)(=O)O)O)OS(=O)(=O)O)C)C,Active,,,,3.19,IC50,=,3190,nM,
14,520020434,177380377,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(CC[C@@H](C4)O[C@H]5[C@@H]([C@H]([C@@H]([C@@H](O5)C(=O)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@@H](O6)C(=O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@@H](O7)C(=O)O)OS(=O)(=O)O)O)OS(=O)(=O)O)O)OS(=O)(=O)O)O)OS(=O)(=O)O)C)C,Active,,,,3.54,IC50,=,3540,nM,
15,520021148,177380380,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(CC[C@@H](C4)O[C@H]5[C@@H]([C@H]([C@@H]([C@@H](O5)COS(=O)(=O)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@@H](O6)COS(=O)(=O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@@H](O7)COS(=O)(=O)O)OS(=O)(=O)O)O)OS(=O)(=O)O)O)OS(=O)(=O)O)O)OS(=O)(=O)O)C)C,Active,,,,3.44,IC50,=,3440,nM,
16,520021796,177649730,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(CC[C@@H](C4)OCC5=CN(N=N5)CCCO[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)COS(=O)(=O)[O-])O[C@@H]7[C@@H]([C@H]([C@@H]([C@H](O7)COS(=O)(=O)[O-])O[C@@H]8[C@@H]([C@H]([C@@H]([C@H](O8)COS(=O)(=O)[O-])O[C@@H]9[C@@H]([C@H]([C@@H]([C@H](O9)COS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])C)C.[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],Active,,,,0.092,IC50,=,92,nM,
17,520022761,177650156,C(CCCCCN=[N+]=[N-])CCCCC(=O)NCCCCCCO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)COS(=O)(=O)[O-])O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)COS(=O)(=O)[O-])O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)COS(=O)(=O)[O-])O[C@@H]4[C@@H]([C@H]([C@@H]([C@H](O4)COS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],Active,,,,0.085,IC50,=,85,nM,
18,520022769,177650159,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(CC[C@@H](C4)O[C@@H]5[C@@H]([C@H]([C@@H]([C@H](O5)COS(=O)(=O)[O-])O[C@@H]6[C@@H]([C@H]([C@@H]([C@H](O6)COS(=O)(=O)[O-])O[C@@H]7[C@@H]([C@H]([C@@H]([C@H](O7)COS(=O)(=O)[O-])O[C@@H]8[C@@H]([C@H]([C@@H]([C@H](O8)COS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])C)C.[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],Active,,,,0.082,IC50,=,82,nM,
19,520053401,177657716,CCCCCCCCCCCCCCCCCC(=O)NCCCO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)COS(=O)(=O)[O-])O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)COS(=O)(=O)[O-])O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)COS(=O)(=O)[O-])O[C@@H]4[C@@H]([C@H](C([C@H](O4)COS(=O)(=O)[O-])S(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],Active,,,,0.056,IC50,=,56,nM,
