"ChEMBL ID";"Assay Type";"Description";"Organism";"Compounds";"Activities";"BAO Format ID";"BAO Format";"Confidence Score";"Confidence Label";"Strain";"Source";"Tax ID";"Tissue ChEMBL ID";"Tissue Name";"Cell Type";"Subcellular Fraction";"Document ChEMBL ID";"PubMed ID";"DOI";"Year";"Journal";"Volume";"First Page";"Last Page";"Assay Parameters";"Assay Classification L1";"Assay Classification L2";"Assay Classification L3";"Variant Sequence Accession";"Variant Sequence Mutation"
"CHEMBL894323";"F";"Inhibition of SARS coronavirus-induced cytopathogenicity in Vero E6 cells at 20 uM";"Severe acute respiratory syndrome-related coronavirus";"24";"24";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"694009";"";"";"Vero";"";"CHEMBL1148729";"17663539";"10.1021/jm070295s";"2007";"J Med Chem";"50";"4087";"4095";"";"";"";"";"";""
"CHEMBL894321";"F";"Inhibition of SARS virus-induced cytopathogenicity in Vero E6 cells at 3.3 uM";"Severe acute respiratory syndrome-related coronavirus";"24";"24";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"694009";"";"";"Vero";"";"CHEMBL1148729";"17663539";"10.1021/jm070295s";"2007";"J Med Chem";"50";"4087";"4095";"";"";"";"";"";""
"CHEMBL869212";"F";"Antiviral activity against SARS coronavirus in VeroE6 cells assessed as reduction in viral load at 10 uM";"Severe acute respiratory syndrome-related coronavirus";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"694009";"";"";"VeroE6";"";"CHEMBL1145328";"16884309";"10.1021/jm0603926";"2006";"J Med Chem";"49";"4971";"4980";"";"";"";"";"";""
"CHEMBL3238619";"F";"Antiviral activity against SARS coronavirus infected in african green monkey Vero E6 cells assessed as cell viability after 48 hrs by Cell Titer-Glo luminescent assay";"Severe acute respiratory syndrome-related coronavirus";"9";"9";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"694009";"";"";"Vero";"";"CHEMBL3232931";"24568342";"10.1021/jm401712t";"2014";"J Med Chem";"57";"2393";"2412";"";"";"";"";"";""
"CHEMBL862380";"F";"Inhibition of human SARS-CoV Toronto-2 in a cell based assay";"Severe acute respiratory syndrome-related coronavirus";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"Toronto-2";"Scientific Literature";"694009";"";"";"";"";"CHEMBL1149467";"16325400";"10.1016/j.bmcl.2005.11.018";"2006";"Bioorg Med Chem Lett";"16";"830";"833";"";"";"";"";"";""
"CHEMBL1101937";"F";"Antiviral activity against SARS virus infected in african green monkey Vero76 cells assessed as inhibition of virus-induced cytopathogenic effect at 100 ug/ml after 3 days by neutral red uptake assay";"Severe acute respiratory syndrome-related coronavirus";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"694009";"";"";"Vero 76";"";"CHEMBL1154880";"20052971";"10.1021/np900608d";"2010";"J Nat Prod";"73";"476";"478";"";"";"";"";"";""
"CHEMBL898908";"F";"Antiviral activity against SARS coronavirus";"Severe acute respiratory syndrome-related coronavirus";"7";"7";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"694009";"";"";"";"";"CHEMBL1137503";"17855091";"10.1016/j.bmcl.2007.08.031";"2007";"Bioorg Med Chem Lett";"17";"5876";"5880";"";"";"";"";"";""
"CHEMBL869210";"F";"Antiviral activity against SARS coronavirus in VeroE6 cells assessed as reduction in viral load at 2.5 uM";"Severe acute respiratory syndrome-related coronavirus";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"694009";"";"";"VeroE6";"";"CHEMBL1145328";"16884309";"10.1021/jm0603926";"2006";"J Med Chem";"49";"4971";"4980";"";"";"";"";"";""
"CHEMBL868021";"F";"Antiviral activity against SARS coronavirus in VeroE6 cells assessed as reduction in viral load at 0.625 uM";"Severe acute respiratory syndrome-related coronavirus";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"694009";"";"";"VeroE6";"";"CHEMBL1145328";"16884309";"10.1021/jm0603926";"2006";"J Med Chem";"49";"4971";"4980";"";"";"";"";"";""
"CHEMBL3123270";"F";"Antiviral activity against SARS coronavirus by visual/neutral red test";"Severe acute respiratory syndrome-related coronavirus";"6";"6";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"694009";"";"";"";"";"CHEMBL3120115";"24486419";"10.1016/j.ejmech.2013.12.055";"2014";"Eur J Med Chem";"74";"388";"397";"";"";"";"";"";""
"CHEMBL862394";"F";"Inhibition of human SARS-CoV Toronto-2 at 300 uM in a cell based assay";"Severe acute respiratory syndrome-related coronavirus";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"Toronto-2";"Scientific Literature";"694009";"";"";"";"";"CHEMBL1149467";"16325400";"10.1016/j.bmcl.2005.11.018";"2006";"Bioorg Med Chem Lett";"16";"830";"833";"";"";"";"";"";""
"CHEMBL861925";"F";"Antiviral activity against SARS coronavirus";"Severe acute respiratory syndrome-related coronavirus";"3";"3";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"694009";"";"";"";"";"CHEMBL1148631";"16451078";"10.1021/jm0509750";"2006";"J Med Chem";"49";"1140";"1148";"";"";"";"";"";""
"CHEMBL4723185";"F";"Antiviral activity against SARS-CoV by cell-based assay";"Severe acute respiratory syndrome-related coronavirus";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"694009";"";"";"";"";"CHEMBL4715853";"32845145";"10.1021/acs.jmedchem.0c00626";"2020";"J Med Chem";"63";"13205";"13227";"";"";"";"";"";""
"CHEMBL862233";"F";"Inhibitory activity against SARS coronavirus FFMI replication in Caco-2 cells";"Severe acute respiratory syndrome-related coronavirus";"6";"6";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"FFMI";"Scientific Literature";"694009";"";"";"Caco-2";"";"CHEMBL1149375";"16451084";"10.1021/jm0507678";"2006";"J Med Chem";"49";"1198";"1201";"";"";"";"";"";""
"CHEMBL868022";"F";"Antiviral activity against SARS coronavirus in VeroE6 cells assessed as reduction in viral load at 1.25 uM";"Severe acute respiratory syndrome-related coronavirus";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"694009";"";"";"VeroE6";"";"CHEMBL1145328";"16884309";"10.1021/jm0603926";"2006";"J Med Chem";"49";"4971";"4980";"";"";"";"";"";""
"CHEMBL4404503";"F";"Antiviral activity against SARS coronavirus infected in Vero E6 cells assessed as reduction in virus-induced cytopathic effect incubated for 2 days by non-radioactive cell proliferation assay";"Severe acute respiratory syndrome-related coronavirus";"6";"6";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"694009";"";"";"Vero C1008";"";"CHEMBL4402565";"32045235";"10.1021/acs.jmedchem.9b01828";"2020";"J Med Chem";"63";"4562";"4578";"";"";"";"";"";""
"CHEMBL869211";"F";"Antiviral activity against SARS coronavirus in VeroE6 cells assessed as reduction in viral load at 5 uM";"Severe acute respiratory syndrome-related coronavirus";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"694009";"";"";"VeroE6";"";"CHEMBL1145328";"16884309";"10.1021/jm0603926";"2006";"J Med Chem";"49";"4971";"4980";"";"";"";"";"";""
"CHEMBL862057";"A";"Cytotoxicity against SARS coronavirus";"Severe acute respiratory syndrome-related coronavirus";"3";"3";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"694009";"";"";"";"";"CHEMBL1148631";"16451078";"10.1021/jm0509750";"2006";"J Med Chem";"49";"1140";"1148";"";"";"";"";"";""
"CHEMBL5227033";"F";"Antiviral activity against SARS-CoV infected in HEK293T cells assessed as reduction in viral replication incubated for 7 hrs by luciferase assay";"Severe acute respiratory syndrome-related coronavirus";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"694009";"";"";"HEK-293T";"";"CHEMBL5226291";"33486200";"10.1016/j.ejmech.2021.113157";"2021";"Eur J Med Chem";"213";"113157";"113157";"";"";"";"";"";""
"CHEMBL3599606";"F";"Antiviral activity against SARS-CoV assessed as inhibition of viral replication";"Severe acute respiratory syndrome-related coronavirus";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"694009";"";"";"";"";"CHEMBL3596107";"26048809";"10.1016/j.bmcl.2015.05.039";"2015";"Bioorg Med Chem Lett";"25";"2923";"2926";"";"";"";"";"";""
"CHEMBL5227025";"F";"Antiviral activity against wild type SARS-CoV BJ01 infected in Vero E6 cells assessed as reduction in viral replication incubated for 64 hrs by MTT dye based ELISA assay";"Severe acute respiratory syndrome-related coronavirus";"2";"2";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"BJ01";"Scientific Literature";"694009";"";"";"Vero C1008";"";"CHEMBL5226291";"33486200";"10.1016/j.ejmech.2021.113157";"2021";"Eur J Med Chem";"213";"113157";"113157";"";"";"";"";"";""
"CHEMBL2317189";"F";"Antiviral activity against SARS-CoV infected in african green monkey Vero E6 cells at 0.1 to 50 uM after 48 hrs";"Severe acute respiratory syndrome-related coronavirus";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"694009";"";"";"Vero";"";"CHEMBL2311314";"23231439";"10.1021/jm301580n";"2013";"J Med Chem";"56";"534";"546";"";"";"";"";"";""
"CHEMBL4723150";"F";"Antiviral activity against SARS-CoV BJ-001 infected in African green monkey Vero E6 cells assessed as reduction in virus induced cytopathic effect incubated for 72 hrs by MTS/phenazine methosulfate method";"Severe acute respiratory syndrome-related coronavirus";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"BJ-001";"Scientific Literature";"694009";"";"";"Vero C1008";"";"CHEMBL4715853";"32845145";"10.1021/acs.jmedchem.0c00626";"2020";"J Med Chem";"63";"13205";"13227";"";"";"";"";"";""
"CHEMBL5227021";"F";"Inhibition of SARS-COV pseudotyped virus infection in HEK293T cells assessed as reduction in viral replication measured after 48 hrs by ELISA assay";"Severe acute respiratory syndrome-related coronavirus";"2";"2";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"694009";"";"";"HEK-293T";"";"CHEMBL5226291";"33486200";"10.1016/j.ejmech.2021.113157";"2021";"Eur J Med Chem";"213";"113157";"113157";"";"";"";"";"";""
"CHEMBL1697304";"F";"Antiviral activity against SARS coronavirus infected in african green monkey Vero cells assessed as inhibition of viral replication";"Severe acute respiratory syndrome-related coronavirus";"2";"2";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"694009";"";"";"Vero";"";"CHEMBL1687706";"18212100";"10.1128/aac.01324-07";"2008";"Antimicrob Agents Chemother";"52";"1302";"1317";"";"";"";"";"";""
"CHEMBL4303834";"F";"Reduction of viral titer in SARS-CoV (MA15) infected mouse lung, assessed by plaque assay after 4 days";"Mus musculus";"2";"7";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"BALB/c ";"SARS-CoV-2 Screening Data";"10090";"";"";"";"";"CHEMBL4303087";"None";"10.1101/2020.03.25.008482";"2020";"None";"None";"None";"None";"";"";"";"";"";""
"CHEMBL938515";"F";"Antiviral activity against SARS-CoV Urbani in african green monkey Vero E6 cells assessed as cell viability after 48 hrs";"Severe acute respiratory syndrome-related coronavirus";"11";"11";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"Urbani";"Scientific Literature";"694009";"";"";"Vero";"";"CHEMBL1152213";"18796354";"10.1016/j.bmcl.2008.08.082";"2008";"Bioorg Med Chem Lett";"18";"5684";"5688";"";"";"";"";"";""
"CHEMBL4703737";"F";"Antiviral activity against SARS COV-1 infected in monkey vero 76 cells assessed as reduction in virus-induced cytopathic effect measured after 66 hrs by neutral red method or cell titer glo-based luminescence assay";"Severe acute respiratory syndrome-related coronavirus";"18";"18";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"694009";"";"";"Vero";"";"CHEMBL4699574";"33054210";"10.1021/acs.jmedchem.0c01063";"2020";"J Med Chem";"63";"12725";"12747";"";"";"";"";"";""
"CHEMBL862231";"F";"Inhibitory activity against SARS coronavirus FFMI replication in vero (CCL81) cells";"Severe acute respiratory syndrome-related coronavirus";"6";"6";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"FFMI";"Scientific Literature";"694009";"";"";"";"";"CHEMBL1149375";"16451084";"10.1021/jm0507678";"2006";"J Med Chem";"49";"1198";"1201";"";"";"";"";"";""
"CHEMBL3607212";"F";"Antiviral activity against SARS coronavirus infected in African green monkey Vero E6 cells after 3 days by neutral red dye-based plaque reduction assay";"Severe acute respiratory syndrome-related coronavirus";"6";"6";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"694009";"";"";"Vero";"";"CHEMBL3603790";"26260336";"10.1016/j.bmc.2015.07.039";"2015";"Bioorg Med Chem";"23";"5496";"5501";"";"";"";"";"";""
"CHEMBL2020515";"F";"Antiviral activity against SARS coronavirus Toronto-2 infected in african green monkey Vero cells assessed as inhibition of virus induced cytopathic effect after 24 hrs by MTS assay";"Severe acute respiratory syndrome-related coronavirus";"4";"4";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"Toronto-2";"Scientific Literature";"694009";"";"";"Vero";"";"CHEMBL2016498";"22446091";"10.1016/j.bmcl.2012.02.105";"2012";"Bioorg Med Chem Lett";"22";"2705";"2707";"";"";"";"";"";""
"CHEMBL5234335";"F";"Antiviral activity against SARS-CoV isolate Frankfurt-1 infected in Vero E6 cells assessed as reduction in virus-induced cytopathic effect incubated for 3 days by MTS assay";"Severe acute respiratory syndrome-related coronavirus";"4";"4";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"Frankfurt-1";"Scientific Literature";"694009";"";"";"Vero E6";"";"CHEMBL5233241";"32283298";"10.1016/j.ejmech.2020.112275";"2020";"Eur J Med Chem";"195";"112275";"112275";"";"";"";"";"";""
"CHEMBL5336294";"F";"Antiviral activity against SARS-CoV infected in Vero E6 cells assessed as reduction in viral replication measured after 48 hrs by qRT-PCR assay";"Severe acute respiratory syndrome-related coronavirus";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"694009";"";"";"Vero E6";"";"CHEMBL5335778";"37229831";"10.1016/j.ejmech.2023.115503";"2023";"Eur J Med Chem";"257";"115503";"115503";"";"";"";"";"";""
"CHEMBL5231836";"F";"Antiviral activity against SARS-COV infected in African green monkey Vero E6 cells assessed as reduction in virus-induced cytopathic effect incubated for 48 hrs by celltiterglo assay";"Severe acute respiratory syndrome-related coronavirus";"2";"2";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"694009";"";"";"Vero E6";"";"CHEMBL5230130";"32992245";"10.1016/j.bmc.2020.115757";"2020";"Bioorg Med Chem";"28";"115757";"115757";"";"";"";"";"";""
"CHEMBL5137606";"F";"Antiviral activity against SARS CoV infected in HAE cells measured after 48 hrs by CellTiter-Glo assay";"Severe acute respiratory syndrome-related coronavirus";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"694009";"";"";"HAE";"";"CHEMBL5136972";"33186044";"10.1021/acs.jmedchem.0c01140";"2022";"J Med Chem";"65";"2716";"2746";"";"";"";"";"";""
"CHEMBL4223344";"F";"Antiviral activity against SARS coronavirus Toronto-2 infected in African green monkey Vero E6 cells";"Severe acute respiratory syndrome-related coronavirus";"2";"2";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"Toronto-2";"Scientific Literature";"694009";"";"";"Vero C1008";"";"CHEMBL4219208";"29628328";"10.1016/j.bmcl.2018.03.088";"2018";"Bioorg Med Chem Lett";"28";"1456";"1458";"";"";"";"";"";""
"CHEMBL4703771";"F";"Antiviral activity against SARS COV-1 infected in monkey Vero 76 cells assessed as reduction in virus-induced cytopathic effect measured after 66 hrs in presence of p-glycoprotein inhibitor CP100356 by neutral red method or cell titer glo-based luminescence assay";"Severe acute respiratory syndrome-related coronavirus";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"694009";"";"";"Vero 76";"";"CHEMBL4699574";"33054210";"10.1021/acs.jmedchem.0c01063";"2020";"J Med Chem";"63";"12725";"12747";"";"";"";"";"";""
"CHEMBL4723146";"F";"Antiviral activity against SARS-CoV expressing green fluorescent protein infected in human airway epithelial cells incubated for 48 hrs by RT-PCR method";"Severe acute respiratory syndrome-related coronavirus";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"694009";"";"";"HAE";"";"CHEMBL4715853";"32845145";"10.1021/acs.jmedchem.0c00626";"2020";"J Med Chem";"63";"13205";"13227";"";"";"";"";"";""
"CHEMBL4723180";"F";"Antiviral activity against SARS-CoV FFM1 infected in African green monkey Vero cells assessed as reduction in virus induced cytopathic effect treated twice for 7 days";"Severe acute respiratory syndrome-related coronavirus";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"FFM1";"Scientific Literature";"694009";"";"";"Vero";"";"CHEMBL4715853";"32845145";"10.1021/acs.jmedchem.0c00626";"2020";"J Med Chem";"63";"13205";"13227";"";"";"";"";"";""
"CHEMBL4723198";"F";"Antiviral actvity against SARS-CoV GZ50 infected in Rhesus macaque FRhK-4 cells assessed as reduction in virus-induced cytopathic effect incubated for 24 to 48 hrs by phase-contrast microscopy";"Severe acute respiratory syndrome-related coronavirus";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"GZ50";"Scientific Literature";"694009";"";"";"FRhK-4";"";"CHEMBL4715853";"32845145";"10.1021/acs.jmedchem.0c00626";"2020";"J Med Chem";"63";"13205";"13227";"";"";"";"";"";""
"CHEMBL5108760";"F";"Antiviral activity against SARS-CoV infected in HAE cells assessed as reduction in viral replication at MOI of 0.5 preincubated for 3 hrs followed by virus removal measured after 48 hrs by Hoechst 33258 staining based assay";"Severe acute respiratory syndrome-related coronavirus";"2";"2";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"694009";"";"";"HAE";"";"CHEMBL5107958";"35291757";"10.1021/acsmedchemlett.1c00624";"2022";"ACS Med Chem Lett";"13";"338";"347";"";"";"";"";"";""
"CHEMBL5336397";"F";"Antiviral activity against SARS-CoV infected in Vero E6 cells assessed as reduction in viral replication measured after 48 hrs by qRT-PCR assay";"Severe acute respiratory syndrome-related coronavirus";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"694009";"";"";"Vero E6";"";"CHEMBL5335779";"37244162";"10.1016/j.ejmech.2023.115491";"2023";"Eur J Med Chem";"257";"115491";"115491";"";"";"";"";"";""
"CHEMBL4404498";"F";"Antiviral activity against SARS coronavirus infected in HuH7 cells expressing T7 RNA polymerase assessed as reduction in viral RNA replication incubated for 24 hrs by luciferase reporter gene assay";"Severe acute respiratory syndrome-related coronavirus";"10";"10";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"694009";"";"";"";"";"CHEMBL4402565";"32045235";"10.1021/acs.jmedchem.9b01828";"2020";"J Med Chem";"63";"4562";"4578";"";"";"";"";"";""
"CHEMBL5163366";"F";"Antiviral activity against SARS-CoV infected in Vero E6 cells expressing human transmembrane protease serine 2 assessed as inhibition of viral cytopathic effect by measuring cell viability incubated for 3 days by MTT assay";"Severe acute respiratory syndrome-related coronavirus";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"694009";"";"";"Vero E6";"";"CHEMBL5154827";"35352927";"10.1021/acs.jmedchem.2c00117";"2022";"J Med Chem";"65";"6499";"6512";"";"";"";"";"";""
